state,state_name,from_stage,to_stage,n_years,median_ratio,pre_covid_median,recent_median,median_absolute_deviation,min_ratio,max_ratio
CO,Colorado,Grade 9,Grade 10,14,0.9774516395778179,0.978875334721809,0.9761981075544531,0.0034311570618532627,0.946926104203578,0.9848525791148742
CO,Colorado,Grade 10,Grade 11,14,0.9776864578706981,0.9769997645027082,0.979579982126899,0.002953745311107925,0.957228259074545,0.981203007518797
CO,Colorado,Grade 11,Grade 12,14,1.0633475433258712,1.0627519778681196,1.0644077871897757,0.004095942160608712,1.0113357525488162,1.0686037494868403
CT,Connecticut,Grade 1,Grade 2,14,0.9905953385782724,0.9900012498437696,0.999450504162431,0.007830328152156285,0.9779942192319837,1.0196090047393365
CT,Connecticut,Grade 2,Grade 3,14,1.0003502848110561,0.9997268098845151,1.0054356733133023,0.005007635824947343,0.9874646067570167,1.0143854748603351
CT,Connecticut,Grade 3,Grade 4,14,1.001075194059741,1.000384004915263,1.006915367784111,0.004312703849584376,0.9923388301774023,1.0220363248463071
CT,Connecticut,Grade 4,Grade 5,14,1.0012043189613036,1.0009636232233197,1.0045018393229235,0.0029294315599413534,0.9922199865861838,1.0194536423841059
CT,Connecticut,Grade 5,Grade 6,14,1.0028104716763824,1.0027898866608544,1.0041097742327971,0.002599953765146046,0.9925862338067738,1.014561250136597
CT,Connecticut,Grade 6,Grade 7,14,1.0036331632626938,1.003544859953068,1.0052413244901508,0.001123098431903724,0.994426488178556,1.0170719228801466
CT,Connecticut,Grade 7,Grade 8,14,1.002159775898887,1.0013344771709083,1.006142191738752,0.0027754639183203422,0.9975361366622865,1.0210188255568031
CT,Connecticut,Grade 8,Grade 9,14,1.067358114086817,1.067063492063492,1.0708540218470706,0.007002407129312216,1.0511573623808597,1.0957419748690034
CT,Connecticut,Grade 9,Grade 10,14,0.9428479581920033,0.9402195832399731,0.9587488560902926,0.008746262818518535,0.9284140969162996,0.9618800888230941
CT,Connecticut,Grade 10,Grade 11,14,0.9668612269079434,0.96664857082163,0.9670738829942568,0.004449468266728429,0.9370478455992348,0.9779116931278248
CT,Connecticut,Grade 11,Grade 12,14,0.9929311784569531,0.9761202039173598,1.0149695299264168,0.023541742088155737,0.9637044232272738,1.05587542528134
