year,major_4digit,major_name,graduates,share_of_total
2015,4002,Astronomy and Astrophysics,805,0.0001592858296160044
2016,4002,Astronomy and Astrophysics,836,0.00016444702523986447
2017,4002,Astronomy and Astrophysics,1007,0.00019590303908450444
2018,4002,Astronomy and Astrophysics,1062,0.0002031270860214519
2019,4002,Astronomy and Astrophysics,1168,0.0002196006351873167
2020,4002,Astronomy and Astrophysics,1268,0.00023874715734605045
2021,4002,Astronomy and Astrophysics,1375,0.00025363060685042437
2022,4002,Astronomy and Astrophysics,1396,0.00025776831724558675
2023,4002,Astronomy and Astrophysics,1573,0.00029142225547116105
2013,4004,Atmospheric Sciences and Meteorology,1177,0.00023642110274274593
2014,4004,Atmospheric Sciences and Meteorology,1196,0.0002383843441281312
2015,4004,Atmospheric Sciences and Meteorology,1177,0.00023289369125222012
2016,4004,Atmospheric Sciences and Meteorology,1140,0.0002242459435089061
2017,4004,Atmospheric Sciences and Meteorology,1110,0.00021594078786871888
2018,4004,Atmospheric Sciences and Meteorology,1188,0.0002272269097867089
2019,4004,Atmospheric Sciences and Meteorology,1072,0.00020155126791164684
2020,4004,Atmospheric Sciences and Meteorology,1167,0.0002197302307751111
2021,4004,Atmospheric Sciences and Meteorology,1140,0.00021028283040689727
2022,4004,Atmospheric Sciences and Meteorology,1183,0.0002184383376085452
2023,4004,Atmospheric Sciences and Meteorology,1288,0.00023862165610098884
2013,1002,Audiovisual Communications Technologies/Technicians,8873,0.0017822977439561466
2014,1002,Audiovisual Communications Technologies/Technicians,8437,0.0016816460797734471
2015,1002,Audiovisual Communications Technologies/Technicians,8580,0.001697729711932072
2016,1002,Audiovisual Communications Technologies/Technicians,8216,0.0016161444490080462
2017,1002,Audiovisual Communications Technologies/Technicians,7544,0.0014676191925059598
2018,1002,Audiovisual Communications Technologies/Technicians,7329,0.001401806415679116
2019,1002,Audiovisual Communications Technologies/Technicians,7448,0.0014003300778040538
2020,1002,Audiovisual Communications Technologies/Technicians,6668,0.001255493726485382
2021,1002,Audiovisual Communications Technologies/Technicians,6229,0.0011489927636882133
2022,1002,Audiovisual Communications Technologies/Technicians,6420,0.0011854388228629419
2023,1002,Audiovisual Communications Technologies/Technicians,6764,0.0012531342250520874
2013,3017,Behavioral Sciences,9296,0.0018672647163097418
2014,3017,Behavioral Sciences,8533,0.0017007806090680129
2015,3017,Behavioral Sciences,7534,0.0014907570687291642
2016,3017,Behavioral Sciences,6257,0.00123079549871511
2017,3017,Behavioral Sciences,5140,0.000999942026707401
2018,3017,Behavioral Sciences,4502,0.0008610905285014844
2019,3017,Behavioral Sciences,3731,0.0007014811385992112
2020,3017,Behavioral Sciences,3469,0.0006531655274711743
2021,3017,Behavioral Sciences,4169,0.0007690079999704867
2022,3017,Behavioral Sciences,4493,0.0008296225282123361
2023,3017,Behavioral Sciences,4777,0.0008850121515484655
2013,3902,Bible/Biblical Studies,5419,0.0010885012368419202
2014,3902,Bible/Biblical Studies,5029,0.0010023702898163643
2015,3902,Bible/Biblical Studies,5273,0.001043371651633778
2016,3902,Bible/Biblical Studies,5263,0.0010352687725327832
2017,3902,Bible/Biblical Studies,5089,0.0009900204229404599
2018,3902,Bible/Biblical Studies,4645,0.0008884419157906253
2019,3902,Bible/Biblical Studies,4551,0.0008556528174122246
2020,3902,Bible/Biblical Studies,4250,0.0008002172071929925
2021,3902,Bible/Biblical Studies,4119,0.0007597850688122893
2022,3902,Bible/Biblical Studies,4021,0.0007424687705189859
2023,3902,Bible/Biblical Studies,3832,0.0007099364799526313
2013,1302,"Bilingual, Multilingual, and Multicultural Education",1370,0.00027518853930124206
2014,1302,"Bilingual, Multilingual, and Multicultural Education",1576,0.00031412518925245383
2015,1302,"Bilingual, Multilingual, and Multicultural Education",1383,0.0002736550339862535
2016,1302,"Bilingual, Multilingual, and Multicultural Education",1533,0.00030155178192908165
2017,1302,"Bilingual, Multilingual, and Multicultural Education",1705,0.0003316928318163655
2018,1302,"Bilingual, Multilingual, and Multicultural Education",1510,0.00028881534829792126
2019,1302,"Bilingual, Multilingual, and Multicultural Education",1636,0.0003075913006562073
2020,1302,"Bilingual, Multilingual, and Multicultural Education",1692,0.0003185805916636572
2021,1302,"Bilingual, Multilingual, and Multicultural Education",1910,0.00035231597024313493
2022,1302,"Bilingual, Multilingual, and Multicultural Education",1995,0.00036837234448778335
2023,1302,"Bilingual, Multilingual, and Multicultural Education",1654,0.00030642874160794685
2013,1443,Biochemical Engineering,58,1.1650317722242366e-05
2014,1443,Biochemical Engineering,62,1.235771683607369e-05
2015,1443,Biochemical Engineering,66,1.3059459322554399e-05
2016,1443,Biochemical Engineering,98,1.9277282863046315e-05
2017,1443,Biochemical Engineering,111,2.159407878687189e-05
2018,1443,Biochemical Engineering,124,2.3717286880094197e-05
2019,1443,Biochemical Engineering,118,2.2185680609677543e-05
2020,1443,Biochemical Engineering,115,2.1652936194633913e-05
2021,1443,Biochemical Engineering,109,2.0105989924870003e-05
2022,1443,Biochemical Engineering,142,2.6219986424694352e-05
2023,1443,Biochemical Engineering,141,2.612240179366415e-05
2013,2602,"Biochemistry, Biophysics and Molecular Biology",11449,0.0022997325448612556
2014,2602,"Biochemistry, Biophysics and Molecular Biology",12039,0.0023995895643466316
2015,2602,"Biochemistry, Biophysics and Molecular Biology",12266,0.002427080728037155
2016,2602,"Biochemistry, Biophysics and Molecular Biology",13068,0.002570566657696829
2017,2602,"Biochemistry, Biophysics and Molecular Biology",13610,0.0026477064170209587
2018,2602,"Biochemistry, Biophysics and Molecular Biology",14048,0.0026869390813835745
2019,2602,"Biochemistry, Biophysics and Molecular Biology",14004,0.002632951451338342
2020,2602,"Biochemistry, Biophysics and Molecular Biology",14318,0.0026958846994327686
2021,2602,"Biochemistry, Biophysics and Molecular Biology",14535,0.00268110608768794
2022,2602,"Biochemistry, Biophysics and Molecular Biology",14558,0.002688102551906341
2023,2602,"Biochemistry, Biophysics and Molecular Biology",14354,0.0026592975556472003
2013,2699,"Biological and Biomedical Sciences, Other",2988,0.000600192230242417
2014,2699,"Biological and Biomedical Sciences, Other",2918,0.0005816099633494037
2015,2699,"Biological and Biomedical Sciences, Other",3136,0.0006205221884171302
2016,2699,"Biological and Biomedical Sciences, Other",3232,0.0006357569205445478
2017,2699,"Biological and Biomedical Sciences, Other",3297,0.0006414025023451947
2018,2699,"Biological and Biomedical Sciences, Other",3131,0.0005988614937223784
2019,2699,"Biological and Biomedical Sciences, Other",3646,0.0006854999279905451
2020,2699,"Biological and Biomedical Sciences, Other",3845,0.0007239612145075426
2021,2699,"Biological and Biomedical Sciences, Other",4420,0.0008153071143846368
2022,2699,"Biological and Biomedical Sciences, Other",4225,0.0007801369200305186
2023,2699,"Biological and Biomedical Sciences, Other",4637,0.0008590750150157494
2013,3001,Biological and Physical Sciences,20602,0.004138273201959262
2014,3001,Biological and Physical Sciences,22690,0.004522525725976
2015,3001,Biological and Physical Sciences,24658,0.004879093151144642
2016,3001,Biological and Physical Sciences,26402,0.005193457368879069
2017,3001,Biological and Physical Sciences,27007,0.005253975547721163
2018,3001,Biological and Physical Sciences,27751,0.005307890550076565
2019,3001,Biological and Physical Sciences,29278,0.0055046809905943996
2020,3001,Biological and Physical Sciences,29162,0.005490808046155775
2021,3001,Biological and Physical Sciences,30075,0.005547593091655645
2022,3001,Biological and Physical Sciences,30032,0.0055453424810311324
2023,3001,Biological and Physical Sciences,28469,0.005274316713927835
2013,1445,Biological/Biosystems Engineering,209,4.1981317309459554e-05
2014,1445,Biological/Biosystems Engineering,251,5.002882138474994e-05
2015,1445,Biological/Biosystems Engineering,278,5.50080256313655e-05
2016,1445,Biological/Biosystems Engineering,327,6.43231785328178e-05
2017,1445,Biological/Biosystems Engineering,417,8.112370138851872e-05
2018,1445,Biological/Biosystems Engineering,400,7.650737703256193e-05
2019,1445,Biological/Biosystems Engineering,374,7.031732667813052e-05
2020,1445,Biological/Biosystems Engineering,365,6.872453661775112e-05
2021,1445,Biological/Biosystems Engineering,410,7.562803549721744e-05
2022,1445,Biological/Biosystems Engineering,472,8.715375769335024e-05
2023,1445,Biological/Biosystems Engineering,411,7.614402224961678e-05
2013,2601,"Biology, General",82418,0.0165551014833064
2014,2601,"Biology, General",86157,0.017172642087832275
2015,2601,"Biology, General",89103,0.017630863697235828
2016,2601,"Biology, General",91827,0.018063010749642387
2017,2601,"Biology, General",94008,0.018288433861227502
2018,2601,"Biology, General",95805,0.018324473141511487
2019,2601,"Biology, General",98638,0.01854534884726588
2020,2601,"Biology, General",102043,0.019213309287904594
2021,2601,"Biology, General",107165,0.019767508351364163
2022,2601,"Biology, General",106032,0.019578574651994307
2023,2601,"Biology, General",103883,0.019245911103058247
2013,4101,Biology/Biotechnology Technologies/Technicians,860,0.00017274609036428335
2014,4101,Biology/Biotechnology Technologies/Technicians,756,0.000150684418194705
2015,4101,Biology/Biotechnology Technologies/Technicians,765,0.00015137100578415326
2016,4101,Biology/Biotechnology Technologies/Technicians,777,0.00015284131412843864
2017,4101,Biology/Biotechnology Technologies/Technicians,737,0.00014337690149481607
2018,4101,Biology/Biotechnology Technologies/Technicians,786,0.00015033699586898417
2019,4101,Biology/Biotechnology Technologies/Technicians,738,0.0001387545109317121
2020,4101,Biology/Biotechnology Technologies/Technicians,705,0.00013274191319319052
2021,4101,Biology/Biotechnology Technologies/Technicians,732,0.00013502371215600773
2022,4101,Biology/Biotechnology Technologies/Technicians,1307,0.00024133466378222195
2023,4101,Biology/Biotechnology Technologies/Technicians,1240,0.00022972892357548614
2013,2611,"Biomathematics, Bioinformatics, and Computational Biology",1466,0.0002944718238070225
2014,2611,"Biomathematics, Bioinformatics, and Computational Biology",1551,0.0003091422389153273
2015,2611,"Biomathematics, Bioinformatics, and Computational Biology",1768,0.00034983521336782086
2016,2611,"Biomathematics, Bioinformatics, and Computational Biology",1960,0.0003855456572609263
2017,2611,"Biomathematics, Bioinformatics, and Computational Biology",2101,0.0004087311669479085
2018,2611,"Biomathematics, Bioinformatics, and Computational Biology",2253,0.000430927801135905
2019,2611,"Biomathematics, Bioinformatics, and Computational Biology",2404,0.00045198623886156625
2020,2611,"Biomathematics, Bioinformatics, and Computational Biology",2777,0.0005228713374999859
2021,2611,"Biomathematics, Bioinformatics, and Computational Biology",2957,0.0005454441486957854
2022,2611,"Biomathematics, Bioinformatics, and Computational Biology",3070,0.000566868720590223
2023,2611,"Biomathematics, Bioinformatics, and Computational Biology",3505,0.0006493547396226443
2013,1405,Biomedical/Medical Engineering,7889,0.0015846440777718968
2014,1405,Biomedical/Medical Engineering,8472,0.0016886222102454242
2015,1405,Biomedical/Medical Engineering,9217,0.0018237732814543014
2016,1405,Biomedical/Medical Engineering,10093,0.0019853634279257803
2017,1405,Biomedical/Medical Engineering,10650,0.0020718643160377082
2018,1405,Biomedical/Medical Engineering,11483,0.0021963355261622715
2019,1405,Biomedical/Medical Engineering,12001,0.0022563589237011884
2020,1405,Biomedical/Medical Engineering,12258,0.0023080147119462825
2021,1405,Biomedical/Medical Engineering,12811,0.002363099421353299
2022,1405,Biomedical/Medical Engineering,13222,0.002441413102164146
2023,1405,Biomedical/Medical Engineering,14006,0.0025948252448373056
2013,3010,Biopsychology,171,3.434835052592146e-05
2014,3010,Biopsychology,200,3.986360269701191e-05
2015,3010,Biopsychology,189,3.739754260549669e-05
2016,3010,Biopsychology,184,3.6194082110209405e-05
2017,3010,Biopsychology,179,3.482288380946007e-05
2018,3010,Biopsychology,158,3.022041392786196e-05
2019,3010,Biopsychology,165,3.1022350005057586e-05
2020,3010,Biopsychology,162,3.0502397074179947e-05
2021,3010,Biopsychology,183,3.375592803900193e-05
2022,3010,Biopsychology,235,4.339223105495192e-05
2023,3010,Biopsychology,208,3.8535174277178324e-05
2013,2612,Biotechnology,3063,0.000615257296262558
2014,2612,Biotechnology,3135,0.0006248619722756616
2015,2612,Biotechnology,3006,0.0005947990109636139
2016,2612,Biotechnology,3374,0.000663689309999166
2017,2612,Biotechnology,3084,0.0005999652160244406
2018,2612,Biotechnology,3038,0.0005810735285623078
2019,2612,Biotechnology,3591,0.000675159144655526
2020,2612,Biotechnology,3585,0.0006750067500675006
2021,2612,Biotechnology,3911,0.0007214176751941888
2022,2612,Biotechnology,4245,0.0007838298758649825
2023,2612,Biotechnology,3836,0.0007106775409964233
2013,4808,Boilermaking/Boilermaker,36,7.231231689667675e-06
2014,4808,Boilermaking/Boilermaker,20,3.98636026970119e-06
2015,4808,Boilermaking/Boilermaker,26,5.144635490703248e-06
2016,4808,Boilermaking/Boilermaker,33,6.491329943678861e-06
2017,4808,Boilermaking/Boilermaker,52,1.0116145017273317e-05
2018,4808,Boilermaking/Boilermaker,23,4.3991741793723106e-06
2019,4808,Boilermaking/Boilermaker,46,8.648655152925144e-06
2020,4808,Boilermaking/Boilermaker,50,9.41432008462344e-06
2021,4808,Boilermaking/Boilermaker,13,2.397962101131285e-06
2022,4808,Boilermaking/Boilermaker,29,5.354785959972791e-06
2023,4808,Boilermaking/Boilermaker,41,7.595875698866881e-06
2013,2603,Botany/Plant Biology,601,0.00012072139570806313
2014,2603,Botany/Plant Biology,655,0.000130553298832714
2015,2603,Botany/Plant Biology,612,0.00012109680462732261
2016,2603,Botany/Plant Biology,626,0.0001231385619619081
