year,major_4digit,major_name,graduates,share_of_total
2018,5002,"Crafts/Craft Design, Folk Art and Artisanry",199,3.8062420073699555e-05
2019,5002,"Crafts/Craft Design, Folk Art and Artisanry",124,2.3313766064406912e-05
2020,5002,"Crafts/Craft Design, Folk Art and Artisanry",129,2.4288945818328475e-05
2021,5002,"Crafts/Craft Design, Folk Art and Artisanry",119,2.1950576156509453e-05
2022,5002,"Crafts/Craft Design, Folk Art and Artisanry",73,1.3479288795793575e-05
2023,5002,"Crafts/Craft Design, Folk Art and Artisanry",102,1.8897056616693215e-05
2013,4301,Criminal Justice and Corrections,130519,0.02621703135843709
2014,4301,Criminal Justice and Corrections,130475,0.02600601780946314
2015,4301,Criminal Justice and Corrections,129627,0.025649371721284227
2016,4301,Criminal Justice and Corrections,127083,0.024998111613107294
2017,4301,Criminal Justice and Corrections,125119,0.024340806700311926
2018,4301,Criminal Justice and Corrections,118026,0.022574649204112885
2019,4301,Criminal Justice and Corrections,116846,0.021968712173884596
2020,4301,Criminal Justice and Corrections,113581,0.0213857577906323
2021,4301,Criminal Justice and Corrections,113121,0.02086614391092862
2022,4301,Criminal Justice and Corrections,109996,0.02031051849838507
2023,4301,Criminal Justice and Corrections,103302,0.019138271986447474
2013,4504,Criminology,8336,0.001674431871251937
2014,4504,Criminology,8866,0.0017671535075585378
2015,4504,Criminology,8808,0.0017428442077736233
2016,4504,Criminology,9060,0.0017821651299918327
2017,4504,Criminology,9008,0.00175242758299227
2018,4504,Criminology,9624,0.00184076749140344
2019,4504,Criminology,9783,0.0018393433339362324
2020,4504,Criminology,10182,0.0019171321420327174
2021,4504,Criminology,11039,0.0020362387411067885
2022,4504,Criminology,10878,0.002008598678364966
2023,4504,Criminology,10609,0.0019654791533970425
2013,1205,Culinary Arts and Related Services,47318,0.009504650585880417
2014,1205,Culinary Arts and Related Services,41037,0.008179413319386387
2015,1205,Culinary Arts and Related Services,38951,0.007707257576860855
2016,1205,Culinary Arts and Related Services,37799,0.00743532668306416
2017,1205,Culinary Arts and Related Services,34221,0.006657396127617504
2018,1205,Culinary Arts and Related Services,28207,0.005395108959893685
2019,1205,Culinary Arts and Related Services,26675,0.005015279917484309
2020,1205,Culinary Arts and Related Services,21906,0.004124601915475222
2021,1205,Culinary Arts and Related Services,19806,0.003653387490385094
2022,1205,Culinary Arts and Related Services,22075,0.004076100002289633
2023,1205,Culinary Arts and Related Services,22680,0.0042018161183000205
2013,1299,"Culinary, Entertainment, and Personal Services, Other",605,0.00012152486589580398
2014,1299,"Culinary, Entertainment, and Personal Services, Other",599,0.00011939149007755065
2015,1299,"Culinary, Entertainment, and Personal Services, Other",477,9.438427419482498e-05
2016,1299,"Culinary, Entertainment, and Personal Services, Other",514,0.00010110738154699801
2017,1299,"Culinary, Entertainment, and Personal Services, Other",616,0.00011983741020462238
2018,1299,"Culinary, Entertainment, and Personal Services, Other",694,0.00013274029915149492
2019,1299,"Culinary, Entertainment, and Personal Services, Other",320,6.016455758556622e-05
2020,1299,"Culinary, Entertainment, and Personal Services, Other",280,5.2720192473891266e-05
2021,1299,"Culinary, Entertainment, and Personal Services, Other",81,1.4941148476279543e-05
2022,1299,"Culinary, Entertainment, and Personal Services, Other",95,1.7541540213703967e-05
2023,1299,"Culinary, Entertainment, and Personal Services, Other",84,1.5562281919629708e-05
2020,3036,Cultural Studies and Comparative Literature,29,5.460305649081595e-06
2021,3036,Cultural Studies and Comparative Literature,42,7.74726217288569e-06
2022,3036,Cultural Studies and Comparative Literature,24,4.431547001356792e-06
2023,3036,Cultural Studies and Comparative Literature,40,7.410610437918908e-06
2013,3026,Cultural Studies/Critical Theory and Analysis,154,3.093360222802283e-05
2014,3026,Cultural Studies/Critical Theory and Analysis,201,4.006292071049696e-05
2015,3026,Cultural Studies/Critical Theory and Analysis,230,4.551023703314412e-05
2016,3026,Cultural Studies/Critical Theory and Analysis,281,5.5274658005265455e-05
2017,3026,Cultural Studies/Critical Theory and Analysis,264,5.1358890087695306e-05
2018,3026,Cultural Studies/Critical Theory and Analysis,236,4.5139352449211535e-05
2019,3026,Cultural Studies/Critical Theory and Analysis,227,4.267923303726104e-05
2020,3026,Cultural Studies/Critical Theory and Analysis,361,6.797139101098123e-05
2021,3026,Cultural Studies/Critical Theory and Analysis,405,7.470574238139771e-05
2022,3026,Cultural Studies/Critical Theory and Analysis,368,6.795038735413748e-05
2023,3026,Cultural Studies/Critical Theory and Analysis,375,6.947447285548976e-05
2013,1303,Curriculum and Instruction,20738,0.004165591188342451
2014,1303,Curriculum and Instruction,19975,0.003981377319364064
2015,1303,Curriculum and Instruction,19395,0.0038377002054688267
2016,1303,Curriculum and Instruction,19731,0.003881225185415988
2017,1303,Curriculum and Instruction,18717,0.003641228582467398
2018,1303,Curriculum and Instruction,17977,0.0034384327922859143
2019,1303,Curriculum and Instruction,18767,0.003528463288151004
2020,1303,Curriculum and Instruction,18195,0.00342587107879447
2021,1303,Curriculum and Instruction,19832,0.003658183414587357
2022,1303,Curriculum and Instruction,19217,0.003548376613544728
2023,1303,Curriculum and Instruction,20472,0.003792750422126897
2013,5003,Dance,2807,0.0005638352042471434
2014,5003,Dance,2845,0.0005670597483649943
2015,5003,Dance,2994,0.0005924245638140586
2016,5003,Dance,2979,0.0005859900576430099
2017,5003,Dance,3132,0.0006093031960403852
2018,5003,Dance,3063,0.0005858552396268429
2019,5003,Dance,3234,0.0006080380600991287
2020,5003,Dance,3397,0.0006396089065493166
2021,5003,Dance,3288,0.0006064999529630511
2022,5003,Dance,3301,0.0006095223604782821
2023,5003,Dance,3233,0.0005989625886447958
2020,3071,Data Analytics,787,0.00014818139813197294
2021,3071,Data Analytics,1338,0.0002468056377933584
2022,3071,Data Analytics,3495,0.0006453440320725828
2023,3071,Data Analytics,7294,0.001351324813354513
2013,1106,Data Entry/Microcomputer Applications,1484,0.00029808743965185636
2014,1106,Data Entry/Microcomputer Applications,1575,0.0003139258712389687
2015,1106,Data Entry/Microcomputer Applications,1753,0.00034686715443087667
2016,1106,Data Entry/Microcomputer Applications,1734,0.00034108988249512563
2017,1106,Data Entry/Microcomputer Applications,1806,0.0003513414980999156
2018,1106,Data Entry/Microcomputer Applications,1461,0.0002794431946114324
2019,1106,Data Entry/Microcomputer Applications,1382,0.0002598356830726641
2020,1106,Data Entry/Microcomputer Applications,648,0.00012200958829671979
2021,1106,Data Entry/Microcomputer Applications,552,0.00010182115998649763
2022,1106,Data Entry/Microcomputer Applications,498,9.195460027815343e-05
2023,1106,Data Entry/Microcomputer Applications,542,0.0001004137714338012
2013,1103,Data Processing,2830,0.0005684551578266533
2014,1103,Data Processing,2821,0.0005622761160413529
2015,1103,Data Processing,2867,0.0005672949981479313
2016,1103,Data Processing,2530,0.0004976686290153793
2017,1103,Data Processing,2458,0.00047818239331649646
2018,1103,Data Processing,2185,0.0004179215470403695
2019,1103,Data Processing,2138,0.0004019744503685643
2020,1103,Data Processing,2320,0.00043682445192652766
2021,1103,Data Processing,1955,0.0003606166082855124
2022,1103,Data Processing,1981,0.00036578727540365855
2023,1103,Data Processing,1927,0.00035700615784674337
2020,3070,Data Science,294,5.535620209758583e-05
2021,3070,Data Science,541,9.979211513169424e-05
2022,3070,Data Science,2413,0.0004455551214280808
2023,3070,Data Science,4416,0.0008181313923462474
2013,4505,Demography,53,1.0645979987566298e-05
2014,4505,Demography,59,1.1759762795618511e-05
2015,4505,Demography,45,8.904176810832544e-06
2016,4505,Demography,76,1.4949729567260407e-05
2017,4505,Demography,53,1.0310686267605497e-05
2018,4505,Demography,76,1.4536401636186765e-05
2019,4505,Demography,77,1.4477096669026872e-05
2020,4505,Demography,73,1.3744907323550223e-05
2021,4505,Demography,88,1.623235883842716e-05
2022,4505,Demography,63,1.1632810878561579e-05
2023,4505,Demography,81,1.5006486136785788e-05
2013,5106,Dental Support Services and Allied Professions,33627,0.006754573000790414
2014,5106,Dental Support Services and Allied Professions,32979,0.006573308766723778
2015,5106,Dental Support Services and Allied Professions,32166,0.006364705584383103
2016,5106,Dental Support Services and Allied Professions,31251,0.006147289456663881
2017,5106,Dental Support Services and Allied Professions,28923,0.005626716583357619
2018,5106,Dental Support Services and Allied Professions,27155,0.005193894558298048
2019,5106,Dental Support Services and Allied Professions,26183,0.004922776910196501
2020,5106,Dental Support Services and Allied Professions,21530,0.004053806228438854
2021,5106,Dental Support Services and Allied Professions,26399,0.004869523192904983
2022,5106,Dental Support Services and Allied Professions,26024,0.004805274131804548
2023,5106,Dental Support Services and Allied Professions,25040,0.004639042134137236
2013,5104,Dentistry,5306,0.001065803204038241
2014,5104,Dentistry,5545,0.001105218384774655
2015,5104,Dentistry,5934,0.0011741641154551182
2016,5104,Dentistry,6059,0.0011918475190530369
2017,5104,Dentistry,6467,0.0012580982658982028
2018,5104,Dentistry,6518,0.0012466877087455965
2019,5104,Dentistry,6403,0.001203855194438689
2020,5104,Dentistry,6614,0.0012453262607939888
2021,5104,Dentistry,6770,0.0012487848788199074
2022,5104,Dentistry,6771,0.001250250197757785
2023,5104,Dentistry,6961,0.001289631481458838
2013,5004,Design and Applied Arts,44237,0.008885777673773026
2014,5004,Design and Applied Arts,42161,0.008403446766543594
2015,5004,Design and Applied Arts,42269,0.008363792213712907
2016,5004,Design and Applied Arts,39929,0.007854312524883432
2017,5004,Design and Applied Arts,38864,0.007560651152909812
2018,5004,Design and Applied Arts,37428,0.007158795268936819
2019,5004,Design and Applied Arts,36179,0.006802167277775626
2020,5004,Design and Applied Arts,36854,0.006939107047974245
2021,5004,Design and Applied Arts,36301,0.006696032479474367
2022,5004,Design and Applied Arts,36323,0.006706961738761782
2023,5004,Design and Applied Arts,36019,0.0066730694340850286
2013,5131,Dietetics and Clinical Nutrition Services,5236,0.0010517424757527762
2014,5131,Dietetics and Clinical Nutrition Services,5913,0.0011785674137371569
2015,5131,Dietetics and Clinical Nutrition Services,6457,0.0012776504370565719
2016,5131,Dietetics and Clinical Nutrition Services,6718,0.0013214774109586238
2017,5131,Dietetics and Clinical Nutrition Services,6757,0.0013145152284945347
2018,5131,Dietetics and Clinical Nutrition Services,6056,0.0011583216882729876
2019,5131,Dietetics and Clinical Nutrition Services,5877,0.0011049597029074145
2020,5131,Dietetics and Clinical Nutrition Services,5820,0.0010958268578501686
2021,5131,Dietetics and Clinical Nutrition Services,6158,0.0011358962014435731
2022,5131,Dietetics and Clinical Nutrition Services,6113,0.0011287519508039196
2023,5131,Dietetics and Clinical Nutrition Services,5644,0.001045637132790358
2020,3052,Digital Humanities and Textual Studies,32,6.025164854159002e-06
2021,3052,Digital Humanities and Textual Studies,12,2.21350347796734e-06
2022,3052,Digital Humanities and Textual Studies,29,5.354785959972791e-06
2023,3052,Digital Humanities and Textual Studies,54,1.0004324091190526e-05
2013,3028,Dispute Resolution,436,8.757825046375295e-05
2014,3028,Dispute Resolution,568,0.00011321263165951381
2015,3028,Dispute Resolution,606,0.00011990958105254493
2016,3028,Dispute Resolution,478,9.402593069934835e-05
2017,3028,Dispute Resolution,555,0.00010797039393435944
2018,3028,Dispute Resolution,583,0.000111509502024959
2019,3028,Dispute Resolution,668,0.0001255935139598695
2020,3028,Dispute Resolution,595,0.00011203040900701894
2021,3028,Dispute Resolution,648,0.00011952918781023634
2022,3028,Dispute Resolution,649,0.00011983641682835659
2023,3028,Dispute Resolution,652,0.0001207929501380782
2013,1513,Drafting/Design Engineering Technologies/Technicians,12598,0.002530529356289816
2014,1513,Drafting/Design Engineering Technologies/Technicians,11657,0.002323450083195339
2015,1513,Drafting/Design Engineering Technologies/Technicians,11774,0.0023297283949053863
2016,1513,Drafting/Design Engineering Technologies/Technicians,10272,0.002020573975196038
2017,1513,Drafting/Design Engineering Technologies/Technicians,10565,0.002055328309759473
2018,1513,Drafting/Design Engineering Technologies/Technicians,10842,0.0020737324544675907
2019,1513,Drafting/Design Engineering Technologies/Technicians,10756,0.0020222811918448446
2020,1513,Drafting/Design Engineering Technologies/Technicians,9770,0.0018395581445354203
2021,1513,Drafting/Design Engineering Technologies/Technicians,8964,0.0016534870980416028
2022,1513,Drafting/Design Engineering Technologies/Technicians,8822,0.0016289628185820674
2023,1513,Drafting/Design Engineering Technologies/Technicians,9134,0.0016922128934987826
2013,5005,Drama/Theatre Arts and Stagecraft,16188,0.003251643849787231
2014,5005,Drama/Theatre Arts and Stagecraft,16563,0.003301304257353041
2015,5005,Drama/Theatre Arts and Stagecraft,16467,0.0032583351009773226
2016,5005,Drama/Theatre Arts and Stagecraft,16515,0.0032486155763592844
2017,5005,Drama/Theatre Arts and Stagecraft,17161,0.003338522396950527
2018,5005,Drama/Theatre Arts and Stagecraft,17242,0.0032978504869885816
2019,5005,Drama/Theatre Arts and Stagecraft,17726,0.003332740461755459
2020,5005,Drama/Theatre Arts and Stagecraft,18124,0.0034125027442743045
2021,5005,Drama/Theatre Arts and Stagecraft,17341,0.00319869698428597
2022,5005,Drama/Theatre Arts and Stagecraft,17039,0.003146213723171599
2023,5005,Drama/Theatre Arts and Stagecraft,16853,0.003122275442756184
2013,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,3722,0.0007476290096928635
2014,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4023,0.0008018563682503945
2015,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,3410,0.0006747387316653106
2016,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4004,0.0007876146998330351
2017,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,3975,0.0007733014700704123
2018,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4049,0.0007744459240121081
2019,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4212,0.0007919159892200154
2020,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4195,0.0007898614550999066
2021,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4676,0.0008625285219146067
2022,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,3841,0.00070923216800881
2023,1500,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS,4002,0.0007414315743137867
2020,3038,Earth Systems Science,29,5.460305649081595e-06
2021,3038,Earth Systems Science,44,8.11617941921358e-06
2022,3038,Earth Systems Science,21,3.877603626187193e-06
2023,3038,Earth Systems Science,25,4.631631523699317e-06
2013,1603,"East Asian Languages, Literatures, and Linguistics",2416,0.00048529599339547505
2014,1603,"East Asian Languages, Literatures, and Linguistics",2294,0.00045723552293472656
2015,1603,"East Asian Languages, Literatures, and Linguistics",2305,0.00045609172331042256
2016,1603,"East Asian Languages, Literatures, and Linguistics",2198,0.0004323619156426102
2017,1603,"East Asian Languages, Literatures, and Linguistics",2202,0.00042837983323145855
2018,1603,"East Asian Languages, Literatures, and Linguistics",2323,0.00044431659211660335
2019,1603,"East Asian Languages, Literatures, and Linguistics",2438,0.0004583787231050327
2020,1603,"East Asian Languages, Literatures, and Linguistics",2219,0.00041780752535558826
2021,1603,"East Asian Languages, Literatures, and Linguistics",2293,0.00042296362291492585
2022,1603,"East Asian Languages, Literatures, and Linguistics",2319,0.0004281982290061
2023,1603,"East Asian Languages, Literatures, and Linguistics",2056,0.00038090537650903186
2013,2613,"Ecology, Evolution, Systematics, and Population Biology",5656,0.0011361068454655658
2014,2613,"Ecology, Evolution, Systematics, and Population Biology",5890,0.0011739830994270007
2015,2613,"Ecology, Evolution, Systematics, and Population Biology",6206,0.001227984917511706
2016,2613,"Ecology, Evolution, Systematics, and Population Biology",6456,0.0012699401853451735
2017,2613,"Ecology, Evolution, Systematics, and Population Biology",6550,0.0012742451896757736
2018,2613,"Ecology, Evolution, Systematics, and Population Biology",6799,0.0013004341411109713
2019,2613,"Ecology, Evolution, Systematics, and Population Biology",6987,0.0013136555120323475
2020,2613,"Ecology, Evolution, Systematics, and Population Biology",7312,0.0013767501691753319
2021,2613,"Ecology, Evolution, Systematics, and Population Biology",7247,0.0013367716420691093
2022,2613,"Ecology, Evolution, Systematics, and Population Biology",7935,0.0014651802273235894
2023,2613,"Ecology, Evolution, Systematics, and Population Biology",9123,0.0016901749756283548
2013,4506,Economics,38149,0.0076628960480314475
2014,4506,Economics,40138,0.008000226425263319
2015,4506,Economics,43166,0.008541282138142169
2016,4506,Economics,44427,0.00873910046690366
2017,4506,Economics,45697,0.008889951516429592
2018,4506,Economics,47528,0.009090606539009007
2019,4506,Economics,48297,0.009080523867844036
2020,4506,Economics,48831,0.009194213281044944
2021,4506,Economics,49055,0.00904861775930732
2022,4506,Economics,47809,0.008827826274494454
2023,4506,Economics,46225,0.008563886687320037
2020,3039,Economics and Computer Science,1,1.882864016924688e-07
2021,3039,Economics and Computer Science,2,3.6891724632788996e-07
2022,3039,Economics and Computer Science,8,1.4771823337855974e-06
2023,3039,Economics and Computer Science,89,1.648860822436957e-05
2022,3040,Economics and Foreign Language/Literature,8,1.4771823337855974e-06
2023,3040,Economics and Foreign Language/Literature,12,2.2231831313756723e-06
2013,1301,"Education, General",33933,0.006816038470152589
2014,1301,"Education, General",31751,0.006328546246164125
2015,1301,"Education, General",30098,0.005955509192276398
2016,1301,"Education, General",30302,0.005960614544041116
2017,1301,"Education, General",31893,0.006204504096844191
2018,1301,"Education, General",31485,0.00602208691467553
2019,1301,"Education, General",31066,0.005840850456103751
2020,1301,"Education, General",29936,0.005636541721065746
2021,1301,"Education, General",29810,0.0054987115565172
2022,1301,"Education, General",29389,0.005426613950953115
2023,1301,"Education, General",27845,0.0051587111910963
2013,1399,"Education, Other",6591,0.00132391800184999
2014,1399,"Education, Other",6136,0.0012230153307443252
2015,1399,"Education, Other",5995,0.0011862342217986912
2016,1399,"Education, Other",5753,0.0011316551868480148
2017,1399,"Education, Other",5519,0.001073673160583297
2018,1399,"Education, Other",5558,0.001063070003867448
2019,1399,"Education, Other",5503,0.0010346423762292842
2020,1399,"Education, Other",5064,0.000953482338170662
2021,1399,"Education, Other",4858,0.0008960999913304447
2022,1399,"Education, Other",4887,0.0009023737581512767
2023,1399,"Education, Other",4693,0.0008694498696288359
2013,1304,Educational Administration and Supervision,39980,0.008030684526469822
2014,1304,Educational Administration and Supervision,40228,0.008018165046476974
2015,1304,Educational Administration and Supervision,38223,0.007563207783121163
2016,1304,Educational Administration and Supervision,40311,0.007929454586655714
2017,1304,Educational Administration and Supervision,41470,0.008067625651275471
2018,1304,Educational Administration and Supervision,44405,0.00849327519282728
2019,1304,Educational Administration and Supervision,44381,0.00834426009439067
2020,1304,Educational Administration and Supervision,45664,0.008597910246884896
2021,1304,Educational Administration and Supervision,46469,0.00857160775980536
2022,1304,Educational Administration and Supervision,46975,0.008673830016197304
2023,1304,Educational Administration and Supervision,43921,0.008137035526095909
2013,1306,"Educational Assessment, Evaluation, and Research",552,0.00011087888590823768
2014,1306,"Educational Assessment, Evaluation, and Research",587,0.00011699967391572994
2015,1306,"Educational Assessment, Evaluation, and Research",674,0.0001333647815666919
2016,1306,"Educational Assessment, Evaluation, and Research",1004,0.00019749379586222958
2017,1306,"Educational Assessment, Evaluation, and Research",1284,0.0002497909654265181
2018,1306,"Educational Assessment, Evaluation, and Research",1322,0.00025285688109261714
2019,1306,"Educational Assessment, Evaluation, and Research",1532,0.00028803781944089827
2020,1306,"Educational Assessment, Evaluation, and Research",1863,0.0003507775663530694
2021,1306,"Educational Assessment, Evaluation, and Research",2552,0.0004707384063143876
2022,1306,"Educational Assessment, Evaluation, and Research",3853,0.0007114479415094884
2023,1306,"Educational Assessment, Evaluation, and Research",4249,0.0007871920937679359
2013,1305,Educational/Instructional Media Design,5019,0.0010081542180678349
2014,1305,Educational/Instructional Media Design,5659,0.001127940638311952
2015,1305,Educational/Instructional Media Design,5791,0.0011458686202562504
2016,1305,Educational/Instructional Media Design,6000,0.001180241807941611
2017,1305,Educational/Instructional Media Design,5746,0.0011178340244087017
2018,1305,Educational/Instructional Media Design,6846,0.0013094237579122973
2019,1305,Educational/Instructional Media Design,7063,0.0013279445944589195
2020,1305,Educational/Instructional Media Design,7710,0.0014516881570489344
2021,1305,Educational/Instructional Media Design,8695,0.0016038677284105015
2022,1305,Educational/Instructional Media Design,9224,0.0017031912308547938
2023,1305,Educational/Instructional Media Design,8912,0.0016510840055683326
2020,1447,Electrical and Computer Engineering,355,6.684167260082643e-05
2021,1447,Electrical and Computer Engineering,1378,0.0002541839827199162
2022,1447,Electrical and Computer Engineering,1474,0.0002721708449999963
2023,1447,Electrical and Computer Engineering,1988,0.00036830733876456974
2013,4603,Electrical and Power Transmission Installers,16843,0.0033832120930297957
2014,4603,Electrical and Power Transmission Installers,17727,0.00353331042504965
2015,4603,Electrical and Power Transmission Installers,16463,0.003257543618594137
2016,4603,Electrical and Power Transmission Installers,17912,0.0035234152106416896
2017,4603,Electrical and Power Transmission Installers,18906,0.0036779968787801795
2018,4603,Electrical and Power Transmission Installers,20200,0.003863622540144377
2019,4603,Electrical and Power Transmission Installers,21360,0.0040159842188365455
2020,4603,Electrical and Power Transmission Installers,22624,0.004259791551890414
2021,4603,Electrical and Power Transmission Installers,23527,0.004339758027178134
2022,4603,Electrical and Power Transmission Installers,26459,0.00488559592120414
2023,4603,Electrical and Power Transmission Installers,29904,0.005540172363388176
2013,1410,"Electrical, Electronics, and Communications Engineering",25438,0.005109668658937953
2014,1410,"Electrical, Electronics, and Communications Engineering",27171,0.005415669744402552
2015,1410,"Electrical, Electronics, and Communications Engineering",30083,0.0059525411333394545
2016,1410,"Electrical, Electronics, and Communications Engineering",33127,0.006516311728613625
2017,1410,"Electrical, Electronics, and Communications Engineering",33407,0.00649903954984711
2018,1410,"Electrical, Electronics, and Communications Engineering",31993,0.006119251283506884
2019,1410,"Electrical, Electronics, and Communications Engineering",31384,0.005900638985204407
2020,1410,"Electrical, Electronics, and Communications Engineering",30670,0.005774743939908018
2021,1410,"Electrical, Electronics, and Communications Engineering",28844,0.005320524526540829
2022,1410,"Electrical, Electronics, and Communications Engineering",26528,0.004898336618833041
2023,1410,"Electrical, Electronics, and Communications Engineering",27809,0.005152041641702173
2013,1503,Electrical/Electronic Engineering Technologies/Technicians,15265,0.003066243103966029
2014,1503,Electrical/Electronic Engineering Technologies/Technicians,14397,0.0028695814401444018
2015,1503,Electrical/Electronic Engineering Technologies/Technicians,14752,0.0029189870291867043
2016,1503,Electrical/Electronic Engineering Technologies/Technicians,10352,0.0020363105326352596
2017,1503,Electrical/Electronic Engineering Technologies/Technicians,10047,0.0019545559420874044
2018,1503,Electrical/Electronic Engineering Technologies/Technicians,9880,0.0018897322127042794
2019,1503,Electrical/Electronic Engineering Technologies/Technicians,9875,0.0018566406442420825
2020,1503,Electrical/Electronic Engineering Technologies/Technicians,9020,0.0016983433432660687
2021,1503,Electrical/Electronic Engineering Technologies/Technicians,8592,0.0015848684902246154
2022,1503,Electrical/Electronic Engineering Technologies/Technicians,8347,0.0015412551175135476
2023,1503,Electrical/Electronic Engineering Technologies/Technicians,8331,0.0015434448889575605
2013,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9521,0.0019124599143701647
2014,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,8617,0.001717523322200758
2015,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9825,0.0019440786036984388
2016,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9511,0.0018708799725554437
2017,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9582,0.001864094260682941
2018,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9699,0.0018551126245970452
2019,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,9325,0.0017532328108918907
2020,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,8056,0.0015168352520345287
2021,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,7770,0.0014332435019838525
2022,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,8127,0.0015006326033344436
2023,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians,7979,0.0014782315171038742
2013,1441,Electromechanical Engineering,63,1.2654655456918431e-05
2014,1441,Electromechanical Engineering,73,1.4550214984409345e-05
2015,1441,Electromechanical Engineering,56,1.108075336459161e-05
2016,1441,Electromechanical Engineering,38,7.4748647836302036e-06
2017,1441,Electromechanical Engineering,71,1.3812428773584721e-05
2018,1441,Electromechanical Engineering,84,1.6066549176838003e-05
2019,1441,Electromechanical Engineering,65,1.2220925759568139e-05
2020,1441,Electromechanical Engineering,53,9.979179289700847e-06
2021,1441,Electromechanical Engineering,45,8.300638042377525e-06
2022,1441,Electromechanical Engineering,32,5.90872933514239e-06
2023,1441,Electromechanical Engineering,47,8.707467264554718e-06
2013,1504,Electromechanical Technologies/Technicians,6553,0.001316285035066452
2014,1504,Electromechanical Technologies/Technicians,6920,0.0013792806533166118
2015,1504,Electromechanical Technologies/Technicians,7797,0.0015427970354235856
2016,1504,Electromechanical Technologies/Technicians,8288,0.0016303073507033454
2017,1504,Electromechanical Technologies/Technicians,9056,0.0017617655630082147
2018,1504,Electromechanical Technologies/Technicians,10032,0.001918805015976653
2019,1504,Electromechanical Technologies/Technicians,10702,0.0020121284227522804
2020,1504,Electromechanical Technologies/Technicians,10426,0.00196307402404568
2021,1504,Electromechanical Technologies/Technicians,10593,0.001953970195175669
2022,1504,Electromechanical Technologies/Technicians,10780,0.001990503194776092
2023,1504,Electromechanical Technologies/Technicians,10996,0.002037176809383908
2020,1448,Energy Systems Engineering,29,5.460305649081595e-06
2021,1448,Energy Systems Engineering,138,2.5455289996624407e-05
2022,1448,Energy Systems Engineering,149,2.751252096675675e-05
2023,1448,Energy Systems Engineering,187,3.464460379727089e-05
2020,4707,Energy Systems Maintenance and Repair Technologies/Technicians,61,1.1485470503240597e-05
2021,4707,Energy Systems Maintenance and Repair Technologies/Technicians,126,2.3241786518657068e-05
2022,4707,Energy Systems Maintenance and Repair Technologies/Technicians,110,2.0311257089551964e-05
2023,4707,Energy Systems Maintenance and Repair Technologies/Technicians,146,2.7048728098404013e-05
2013,1517,Energy Systems Technologies/Technicians,2426,0.00048730466886482717
2014,1517,Energy Systems Technologies/Technicians,2580,0.0005142404747914536
2015,1517,Energy Systems Technologies/Technicians,2191,0.00043353447538964677
2016,1517,Energy Systems Technologies/Technicians,1764,0.00034699109153483364
2017,1517,Energy Systems Technologies/Technicians,1768,0.0003439489305872928
2018,1517,Energy Systems Technologies/Technicians,1465,0.00028020826838175806
2019,1517,Energy Systems Technologies/Technicians,1215,0.00022843730458269675
2020,1517,Energy Systems Technologies/Technicians,1293,0.00024345431738836216
2021,1517,Energy Systems Technologies/Technicians,1256,0.0002316800306939149
2022,1517,Energy Systems Technologies/Technicians,1277,0.00023579523003052597
2023,1517,Energy Systems Technologies/Technicians,1230,0.00022787627096600643
2013,5137,Energy and Biologically Based Therapies,81,1.627027130175227e-05
2014,5137,Energy and Biologically Based Therapies,74,1.4749532997894405e-05
2015,5137,Energy and Biologically Based Therapies,102,2.0182800771220435e-05
2016,5137,Energy and Biologically Based Therapies,70,1.3769487759318796e-05
2017,5137,Energy and Biologically Based Therapies,96,1.86759600318892e-05
2018,5137,Energy and Biologically Based Therapies,73,1.3962596308442552e-05
2019,5137,Energy and Biologically Based Therapies,73,1.3725039699207294e-05
2020,5137,Energy and Biologically Based Therapies,61,1.1485470503240597e-05
2021,5137,Energy and Biologically Based Therapies,68,1.2543186375148259e-05
2022,5137,Energy and Biologically Based Therapies,89,1.643365346336477e-05
2023,5137,Energy and Biologically Based Therapies,116,2.1490770269964832e-05
