GEO_ID|B28002_E001|B28002_M001|B28002_E002|B28002_M002|B28002_E003|B28002_M003|B28002_E004|B28002_M004|B28002_E005|B28002_M005|B28002_E006|B28002_M006|B28002_E007|B28002_M007|B28002_E008|B28002_M008|B28002_E009|B28002_M009|B28002_E010|B28002_M010|B28002_E011|B28002_M011|B28002_E012|B28002_M012|B28002_E013|B28002_M013
1600000US2688940|32830|2054|31423|2071|0|187|31423|2071|29982|2073|4460|1172|26223|2177|1400|687|1497|645|41|72|0|187|468|388|939|544
1600000US2706382|29846|1227|27820|1257|0|157|27820|1257|27170|1280|2797|670|24401|1367|650|427|1111|539|0|157|0|157|945|522|1081|577
1600000US2706616|38886|2140|35500|2249|26|44|35474|2252|33995|2155|3508|1133|31202|2115|1395|545|1232|482|49|59|0|157|1657|751|1729|762
1600000US2707966|29658|2241|27524|2106|0|157|27524|2106|25946|2090|3160|1038|23324|1768|1445|821|1470|565|26|46|0|157|518|458|1616|992
1600000US2717000|39376|1580|36201|1600|109|110|36092|1595|32936|1651|4642|983|30959|1661|2814|816|1041|433|72|86|0|157|1054|464|2121|668
1600000US2717288|28046|1595|26968|1535|0|157|26968|1535|25757|1508|3418|896|22887|1643|1211|482|1162|470|0|157|0|157|625|469|453|375
1600000US2735180|26568|1600|25797|1577|0|157|25797|1577|25068|1571|3297|974|21851|1820|685|360|1216|573|0|157|0|157|559|317|212|213
1600000US2740166|28147|1567|27607|1591|0|157|27607|1591|25728|1678|2231|701|24844|1867|1763|649|654|359|116|137|0|157|377|288|163|156
1600000US2743000|194480|4873|177744|5094|97|121|177647|5120|171809|5161|23142|3405|149850|5251|5171|1084|8980|2021|174|218|108|182|8209|1709|8527|2125
1600000US2751730|31804|1614|31108|1628|0|157|31108|1628|30065|1605|1918|752|27956|1761|1043|409|1782|737|0|157|0|157|445|379|251|186
1600000US2754880|51882|1485|48847|1614|0|157|48847|1614|46578|1792|4938|1352|42019|2267|2090|794|2618|903|119|150|0|157|2204|782|831|407
1600000US2756896|28012|1866|25945|1823|47|78|25898|1810|24919|1903|4068|1220|20310|2226|787|351|2145|923|192|305|0|157|720|527|1347|797
1600000US2758000|128572|2698|119064|3160|134|160|118930|3160|114109|3292|15648|2386|98203|3361|4200|1151|6536|1540|294|328|153|167|4007|1122|5501|1669
1600000US2829700|31985|1709|28708|1731|0|226|28708|1731|27227|1616|3674|1106|23920|1872|1352|701|1764|906|129|171|0|226|796|497|2481|742
1600000US2836000|60638|2418|56563|2558|35|62|56528|2564|52789|2704|9816|1773|44988|2875|3448|1106|1989|658|232|231|0|226|1253|885|2822|786
1600000US2915670|53283|1700|48421|1868|0|198|48421|1868|46044|2067|3130|1042|44139|1988|2296|937|2578|853|45|81|36|62|3695|982|1167|462
1600000US2935000|51917|2762|47267|2559|72|94|47195|2555|45585|2501|8372|1679|37385|2599|1547|613|2322|626|40|66|0|198|980|559|3670|1480
1600000US2938000|222248|4314|208660|4681|138|175|208522|4672|195956|4315|23107|2653|180412|4529|11062|1939|12086|2311|611|393|150|189|3853|1137|9735|1695
1600000US2941348|42032|2207|39652|2019|0|198|39652|2019|37491|2066|3432|914|35541|2012|1971|662|1174|514|0|198|32|56|676|408|1704|807
1600000US2954074|34707|1558|33272|1521|80|99|33192|1507|31622|1575|2656|1010|29991|1434|1494|677|1619|592|0|198|0|198|386|272|1049|699
1600000US2964082|30947|1427|29732|1419|45|76|29687|1415|28026|1463|3505|964|25784|1453|1547|551|1013|471|72|127|0|198|524|334|691|328
1600000US2964550|28392|1485|26029|1596|0|198|26029|1596|24528|1649|5731|1148|19703|1866|1186|537|946|483|284|347|0|198|465|358|1898|614
1600000US2965000|148637|2621|133523|3235|150|173|133373|3267|125421|3494|20871|2778|108356|3993|6431|1511|7956|1652|266|309|0|198|6193|1821|8921|1892
1600000US2970000|76851|2453|64111|2543|46|75|64065|2554|60668|2438|10970|1657|50539|2659|3225|973|5200|1470|0|198|0|198|9332|1525|3408|922
1600000US3006550|52424|1821|46705|2142|0|185|46705|2142|43470|2463|6525|1549|37881|2549|2807|1118|2859|869|260|330|121|160|2751|1137|2968|1179
1600000US3050200|37870|1390|35704|1504|0|185|35704|1504|33144|1470|3434|1037|30835|1541|2142|791|2250|809|279|299|69|119|918|582|1248|537
1600000US3128000|127640|1736|119367|2013|0|175|119367|2013|113624|2089|11372|1372|103678|2547|4834|1316|5945|1491|377|357|129|129|4495|1269|3778|1140
1600000US3137000|202635|2818|187043|3372|178|183|186865|3384|175364|3318|23809|2449|156886|4452|10536|1565|11386|1611|198|194|474|431|5527|1369|10065|1889
1600000US3223770|90603|5535|89744|5433|90|149|89654|5461|87056|5386|10044|2117|77184|4836|2285|1020|6902|1722|132|162|0|236|249|287|610|430
1600000US3231900|141762|5004|136424|5153|0|236|136424|5153|129866|5076|14713|2654|117614|5508|5879|1764|9781|1918|386|350|182|297|2917|1285|2421|1036
1600000US3240000|253523|4746|241202|4969|71|116|241131|4962|231979|4950|38394|3360|193365|5128|7789|1435|16204|2377|433|372|158|207|4181|1264|8140|1592
1600000US3251800|94459|3654|89799|3531|108|131|89691|3546|85757|3343|15394|2302|70423|3929|2487|891|8637|1384|110|131|0|236|1679|750|2981|1028
1600000US3254600|74766|4460|69428|4484|0|236|69428|4484|66506|4397|12538|2105|54683|3976|2408|887|4588|1197|343|383|0|236|2241|827|3097|1057
1600000US3260600|120293|2920|112899|3207|0|236|112899|3207|108156|3145|12817|2122|98080|3465|4398|1442|5793|1172|52|86|249|270|4006|1118|3388|1004
1600000US3268400|43837|2435|41517|2283|0|236|41517|2283|39431|2445|4252|1248|35524|2431|1974|1067|2804|891|0|236|112|140|863|454|1457|515
1600000US3268585|90603|4928|86762|4741|134|128|86628|4736|83719|4816|14666|2439|68307|4723|2312|1096|5336|1523|536|762|61|111|1255|607|2586|1054
1600000US3271400|63529|3603|60512|3616|31|50|60481|3627|58704|3725|12023|1833|44370|3466|1540|681|6825|1224|199|208|0|236|1108|518|1909|756
1600000US3345140|48163|2114|45654|2268|0|200|45654|2268|42842|2031|5606|1247|39353|2357|2687|950|1276|594|125|225|0|200|1274|728|1235|581
1600000US3350260|41039|1980|39269|1964|0|200|39269|1964|36429|2439|3768|1105|34858|2137|2353|1215|2048|928|388|473|50|95|546|435|1224|657
1600000US3403580|30657|1999|29277|1885|0|226|29277|1885|28733|1834|6304|1462|22752|2030|487|225|634|366|0|226|0|226|161|182|1219|579
1600000US3410000|24871|1567|22097|1525|0|226|22097|1525|20210|1542|4112|1353|16657|1592|1887|797|1646|737|0|226|0|226|420|278|2354|920
1600000US3413690|34482|2517|32791|2259|72|125|32719|2251|31873|2200|3051|1059|28774|2499|798|452|1539|630|48|81|0|226|273|221|1418|711
1600000US3419390|29947|2938|27600|2855|0|226|27600|2855|27192|2849|4213|1496|23240|2743|247|240|1688|841|0|226|0|226|726|638|1621|809
1600000US3421000|45767|2373|42745|2325|92|147|42653|2335|41775|2420|6568|1849|32681|2368|831|705|2235|910|47|84|0|226|387|356|2635|1056
1600000US3436000|129336|3930|121234|3665|349|317|120885|3639|113308|3687|15210|2275|103312|4250|6539|1874|5619|1569|171|272|0|226|3107|1218|4995|1516
1600000US3438580|14617|1760|8918|1606|0|226|8918|1606|7683|1572|2277|1119|6301|1430|1122|544|829|633|0|226|0|226|411|395|5288|1355
1600000US3451000|108018|3928|102068|4276|101|166|101967|4257|98997|4135|19411|2883|80056|4285|2586|922|7721|1669|163|159|159|266|1318|831|4632|1443
1600000US3456550|21883|1743|20383|1731|48|82|20335|1734|19798|1587|3972|1105|15925|1595|473|294|673|457|64|109|0|226|271|331|1229|602
1600000US3457000|48639|2190|45225|2276|0|226|45225|2276|44682|2282|10091|1884|34548|1988|543|338|6480|1314|0|226|0|226|706|589|2708|891
1600000US3473110|37508|2688|35314|2826|0|226|35314|2826|33513|2745|3873|1156|30979|2573|1599|698|1083|446|127|210|75|132|822|469|1372|757
1600000US3474000|30208|2031|25823|2371|0|226|25823|2371|24903|2412|6078|1702|18795|2427|867|523|2203|1049|53|98|0|226|959|674|3426|1324
1600000US3474630|26343|1546|22119|1461|0|226|22119|1461|19631|1697|3270|965|18012|1604|2214|990|851|410|0|226|274|329|945|662|3279|1144
1600000US3502000|243739|3040|225432|3919|220|216|225212|3933|211378|4077|31716|3591|186490|4147|12532|2050|15189|2611|163|188|138|159|8252|2062|10055|1817
1600000US3539380|47363|2479|44793|2293|152|253|44641|2321|42647|2364|5325|1309|37715|2241|1795|859|3038|1068|52|91|54|96|1657|1087|913|453
1600000US3563460|41604|1411|39717|1641|101|180|39616|1671|37239|1868|5383|1340|32438|1874|1956|921|3937|1048|191|240|64|103|877|541|1010|642
1600000US3570500|44273|1915|41032|1931|90|121|40942|1915|38837|1869|5255|1272|33644|2011|1832|672|2752|741|249|204|24|39|394|231|2847|1110
1600000US3601000|48873|2097|43841|2449|0|220|43841|2449|39727|2405|5566|1434|35700|2555|2800|995|2147|1223|0|220|1055|1230|1496|902|3536|1223
1600000US3611000|119620|3310|108455|3438|0|220|108455|3438|102047|3527|19466|2891|86177|3946|5801|1286|4765|1412|119|138|185|217|4395|1611|6770|1463
1600000US3615000|32721|2019|29403|1957|101|120|29302|1939|27437|1806|3921|1017|24543|2024|1774|614|1880|792|48|81|43|71|873|420|2445|944
1600000US3649121|25069|2202|24032|2149|102|173|23930|2168|22601|2184|4351|1224|19111|2263|1329|738|1982|897|0|220|0|220|331|423|706|505
1600000US3650617|34362|2560|31927|2594|666|567|31261|2766|30058|2694|2598|798|28617|2691|1144|642|1460|698|0|220|0|220|786|611|1649|870
1600000US3651000|3379651|15364|3145450|18616|1842|736|3143608|18723|3003232|17874|543665|15879|2533216|19294|123334|7588|166866|8355|4085|1361|3194|1095|60815|5991|173386|8373
1600000US3663000|96205|3685|84382|3662|0|220|84382|3662|80171|3403|14863|2330|66867|3373|3899|1164|3573|957|0|220|77|135|5209|1590|6614|1702
1600000US3665508|30424|1733|27620|1655|0|220|27620|1655|26396|1605|3065|1004|23784|1806|903|536|586|538|150|198|117|154|908|524|1896|713
1600000US3673000|61878|2603|57530|2271|0|220|57530|2271|54148|2252|8369|1836|47512|2618|3281|953|4325|1258|0|220|53|91|1583|693|2765|858
1600000US3684000|82784|3278|78088|3206|191|294|77897|3173|73294|3567|12407|2318|63253|3419|4226|1317|3716|1264|84|104|0|220|1766|812|2930|859
1600000US3701520|28075|1345|27503|1348|0|226|27503|1348|27156|1377|675|400|26661|1331|347|249|1479|1034|0|226|0|226|458|428|114|131
1600000US3702140|38210|2615|36331|2551|0|226|36331|2551|34423|2639|4873|1284|30832|2654|1602|642|993|445|35|60|0|226|382|432|1497|902
1600000US3710740|74460|3209|72428|3215|0|226|72428|3215|70173|3130|4442|1515|66699|3138|2163|731|5289|1566|0|226|0|226|1124|859|908|721
1600000US3712000|381274|5009|364961|5013|225|228|364736|5008|354573|5379|49926|3999|307362|5920|9731|2316|16678|2446|243|216|0|226|9166|1567|7147|1304
1600000US3714100|41845|1845|40726|1812|0|226|40726|1812|39742|1917|2461|1052|37696|2043|944|639|2137|860|40|68|0|226|315|271|804|522
1600000US3719000|133270|3012|126348|3133|141|183|126207|3155|122671|3222|10206|2101|113433|3781|3343|1088|4888|1514|0|226|117|185|3382|1350|3540|1542
1600000US3722920|83705|2026|78928|2087|88|134|78840|2055|75331|2009|9787|1468|67071|2361|2942|846|4729|934|235|182|265|221|2072|585|2705|685
1600000US3725580|32437|2203|30648|2113|42|72|30606|2113|29338|2102|3337|1056|26894|1942|1268|545|1768|669|0|226|0|226|450|375|1339|707
1600000US3728000|129645|3956|120110|4055|0|226|120110|4055|115566|4095|21862|3231|95075|4411|4127|1225|7348|2079|0|226|121|210|3481|1258|6054|1425
1600000US3728080|42003|1671|38575|1740|0|226|38575|1740|37186|1956|6615|1712|31216|2177|1319|713|1388|692|0|226|0|226|2280|1000|1148|581
1600000US3731400|48520|2955|45255|2792|0|226|45255|2792|43746|2688|9362|1889|35156|2876|1509|616|2075|772|0|226|0|226|1142|622|2123|872
1600000US3733120|26231|1441|25713|1438|0|226|25713|1438|25263|1443|1622|650|23836|1489|388|271|1081|650|62|104|0|226|297|197|221|295
1600000US3734200|24029|1731|22629|1691|0|226|22629|1691|20755|1540|3408|1192|19122|1526|1546|863|1072|612|0|226|0|226|420|340|980|532
1600000US3755000|219004|4451|210475|4908|0|226|210475|4908|202802|4928|24670|4017|182512|5497|6977|1797|14006|3057|199|190|184|214|4853|1432|3676|1407
1600000US3774440|61531|2448|58433|2436|0|226|58433|2436|55306|2549|7280|1644|49678|2471|2243|862|4957|1566|231|236|0|226|2215|991|883|500
1600000US3775000|108695|2679|98627|3197|0|226|98627|3197|93428|3446|12624|2394|83404|3860|4843|1279|4697|1521|165|171|0|226|5775|1993|4293|1060
1600000US3807200|34239|1310|30641|1401|158|250|30483|1427|29055|1552|4384|1091|25521|1614|1226|483|1091|568|0|175|140|308|737|683|2861|1153
1600000US3825700|66021|1617|59141|2237|0|175|59141|2237|56503|2541|5874|1548|52098|2469|2475|877|4269|1483|0|175|0|175|4944|1606|1936|843
1600000US3901000|86815|2444|80445|2614|58|99|80387|2613|75959|2657|10967|1849|66600|2628|4047|1310|4005|1171|101|100|107|170|2216|844|4154|1174
1600000US3912000|28487|1924|24846|1963|0|211|24846|1963|22986|1744|3492|1030|21060|1951|1820|739|642|414|40|63|0|211|1888|880|1753|692
1600000US3915000|145964|3698|133366|3465|204|211|133162|3465|126359|3481|13431|2420|117306|4002|6602|1807|7208|1725|36|59|0|211|5465|1542|7133|1943
1600000US3916000|171450|4094|151382|4079|493|479|150889|4004|138966|4364|24957|2904|119079|4173|10886|2211|10515|1810|297|306|356|316|7756|1769|12312|2174
1600000US3918000|396650|6126|375269|6426|164|188|375105|6423|362846|6161|37126|3586|327733|6858|11622|1781|20300|2686|244|223|179|206|8504|1821|12877|2493
1600000US3921000|59778|2754|53082|2683|129|163|52953|2683|49198|2605|10244|2204|40910|2460|3277|1055|3377|1215|0|211|211|259|2627|1203|4069|1388
1600000US3944856|28174|1474|25149|1763|0|211|25149|1763|23279|1618|5135|1340|19316|1821|1525|636|931|454|112|143|0|211|978|424|2047|1065
1600000US3961000|33016|1682|31459|1615|0|211|31459|1615|30046|1581|4453|1212|25793|1762|1413|455|2142|951|0|211|0|211|477|224|1080|423
1600000US3977000|118699|2320|106784|2835|0|211|106784|2835|99671|3112|15223|1864|88396|3477|6071|1162|6036|1259|483|334|0|211|3056|1052|8859|1672
1600000US4009050|46035|1669|44254|1646|0|168|44254|1646|42280|1577|4696|840|38460|1577|1778|527|1611|511|196|282|0|168|669|372|1112|453
1600000US4023200|38421|1801|37114|1941|0|168|37114|1941|35222|2011|4113|1156|31957|1665|1787|853|2459|848|105|130|0|168|713|582|594|340
1600000US4041850|33438|984|31471|963|0|168|31471|963|30506|951|4603|815|25666|1156|887|368|2124|605|46|79|0|168|471|243|1496|407
1600000US4052500|54834|1947|52250|1830|0|168|52250|1830|50710|1758|5214|1124|46218|1939|1482|639|1598|611|0|168|0|168|783|372|1801|721
1600000US4055000|290311|3962|271620|4873|260|325|271360|4836|257614|4902|40623|3786|221615|4530|11776|2228|15093|2040|882|715|313|313|7218|1934|11473|1755
1600000US4075000|176944|2132|164293|2566|145|111|164148|2565|156892|2454|26180|1978|132373|2842|6538|1014|8721|1291|231|186|85|136|4230|697|8421|1158
1600000US4105350|41793|1635|40614|1524|111|198|40503|1537|38492|1537|4760|1110|34946|1792|1535|612|1554|689|208|329|0|220|370|261|809|575
1600000US4105800|47408|1870|43046|1963|0|220|43046|1963|41609|1974|5841|1924|36486|2042|1353|662|824|461|0|220|0|220|1815|1195|2547|1142
1600000US4123850|76758|2173|72092|2293|39|65|72053|2290|68646|2370|8940|1957|60597|2668|2945|849|2483|716|36|60|166|265|3040|1188|1626|738
1600000US4131250|40617|2184|38355|2085|0|220|38355|2085|37636|2185|6084|1312|31708|1918|719|416|1068|530|0|220|0|220|494|286|1768|779
1600000US4134100|43858|1933|42443|1915|0|220|42443|1915|39855|1851|4579|1209|35967|2108|2143|951|2310|1003|103|127|87|149|705|484|710|594
1600000US4147000|36626|1641|33954|1978|0|220|33954|1978|32293|2110|4084|1204|28337|2033|1302|885|2560|745|313|348|0|220|1047|545|1625|833
1600000US4159000|294419|3813|278089|4845|217|266|277872|4832|266936|4876|28369|3445|244980|4990|10261|1891|7390|1381|210|231|0|220|8191|2077|8139|1952
1600000US4164900|67518|2695|63509|2616|438|639|63071|2869|59808|2959|6595|1502|54263|3007|2879|1026|3349|1200|202|235|0|220|1964|865|2045|805
1600000US4202000|43767|1986|40407|1909|118|154|40289|1893|38257|2341|9463|1923|29463|2260|1183|527|2056|1045|0|192|504|784|745|456|2615|809
1600000US4206088|30860|2271|27891|2259|0|192|27891|2259|25557|2160|5757|1219|21190|2078|2334|905|1153|520|0|192|0|192|1237|765|1732|979
1600000US4224000|41112|1728|37615|1715|0|192|37615|1715|34893|1691|5509|990|31241|1584|2605|882|1231|486|32|53|0|192|446|251|3051|993
1600000US4260000|702646|5320|653781|6800|631|530|653150|6811|630071|6824|138827|8864|495984|10257|20715|3279|41273|4691|1540|1180|129|153|16422|3292|32443|3299
1600000US4261000|142997|4350|132369|4272|65|79|132304|4254|124262|4272|14433|2270|114766|4089|7680|1734|6398|1842|43|74|0|192|3883|1112|6745|1480
1600000US4263624|33334|1937|30563|1826|0|192|30563|1826|29787|1924|5529|1372|24505|1840|728|421|857|570|48|82|0|192|613|526|2158|850
1600000US4419180|31333|2177|29250|2144|69|122|29181|2120|27131|2049|3156|906|25358|2048|2024|983|1597|799|0|244|0|244|328|277|1755|743
1600000US4454640|30706|2281|28078|2073|119|122|27959|2067|27162|1948|4985|1625|21533|2415|729|420|2017|855|0|244|0|244|430|384|2198|936
1600000US4459000|73854|3153|68188|3457|35|58|68153|3458|64306|3154|17626|2478|48991|3784|3703|1876|2918|1333|0|244|0|244|1426|1204|4240|1320
1600000US4474300|35437|1589|33501|1733|156|256|33345|1681|31584|1571|4300|1343|28908|1875|1593|658|1118|656|0|244|0|244|552|556|1384|720
1600000US4513330|71361|3579|68525|3661|0|229|68525|3661|66514|3429|9958|2331|57275|3710|1873|850|3521|990|0|229|138|236|1435|773|1401|670
1600000US4516000|56847|2738|50965|2653|0|229|50965|2653|48846|2580|4569|1497|44669|2609|1458|799|3407|992|318|490|250|310|3852|1454|2030|981
1600000US4530850|35129|2124|32373|1956|0|229|32373|1956|29639|2558|2076|778|29049|1791|2543|1168|1592|669|116|134|0|229|1030|646|1726|870
1600000US4548535|39609|1796|38514|1805|0|229|38514|1805|38077|1803|3523|906|34323|1908|437|344|2943|1031|0|229|0|229|545|384|550|290
1600000US4550875|54982|3833|51968|3614|0|229|51968|3614|48771|3647|11248|2637|39152|3452|2495|1161|3814|1558|425|386|73|121|432|466|2582|1084
1600000US4561405|31931|1950|30033|2180|0|229|30033|2180|29167|2064|3132|1178|25995|2084|762|437|1653|650|0|229|104|172|968|696|930|442
1600000US4652980|33659|1551|30260|1542|0|179|30260|1542|27841|1718|2904|868|26831|1554|2192|798|1328|777|166|236|0|179|1632|859|1767|829
1600000US4659020|93366|1770|87320|2110|123|145|87197|2114|83628|2070|7807|1449|77555|2592|3534|1086|3041|901|35|58|0|179|2862|1009|3184|803
1600000US4714000|82182|2796|75160|2899|88|104|75072|2898|70819|2821|8052|1451|65894|2533|3949|940|2168|991|106|166|0|230|2970|1257|4052|1023
1600000US4715160|72910|1833|70231|2035|0|230|70231|2035|68487|2095|6788|1641|62682|2347|1657|752|3050|882|0|230|0|230|735|399|1944|829
1600000US4727740|34906|1716|34111|1757|0|230|34111|1757|32232|1743|3357|1114|30661|1788|1879|816|652|398|0|230|0|230|284|276|511|427
1600000US4737640|27977|1096|26350|1217|89|101|26261|1217|25079|1350|3662|1171|21578|1621|1109|780|1292|748|73|126|0|230|248|209|1379|667
1600000US4738320|32089|1717|29230|1698|0|230|29230|1698|28261|1767|2052|724|26311|1823|829|485|1513|679|100|124|0|230|1704|714|1155|613
1600000US4740000|89783|2790|81980|2974|0|230|81980|2974|77456|3179|17714|2852|63070|2812|4346|1127|4376|1293|84|162|0|230|3905|1244|3898|1258
1600000US4748000|250830|4397|229347|4996|117|137|229230|5009|222002|5021|34063|3774|188149|5544|6181|1484|15977|2375|617|386|41|67|4917|1287|16566|2606
1600000US4751560|64232|2605|58309|2503|0|230|58309|2503|56832|2429|7666|2075|48682|2913|1089|635|6254|2303|296|393|49|82|2023|1122|3900|1547
1600000US4752006|331090|4462|315768|5347|213|185|315555|5347|304675|5532|41237|3927|264905|6354|9748|2103|19294|3114|420|346|0|230|4575|1308|10747|2658
1600000US4801000|47920|1740|44232|2018|0|242|44232|2018|42758|1989|6661|1440|36670|2327|971|439|2696|864|277|340|90|119|560|274|3128|1292
1600000US4801924|40163|2186|38909|2392|0|242|38909|2392|37597|2473|2340|1092|36068|2544|1105|782|3653|1385|207|269|0|242|645|545|609|522
1600000US4803000|78852|2502|71088|2803|81|99|71007|2778|68114|2756|8543|1858|61072|3149|2540|750|5227|1407|195|293|0|242|2180|980|5584|1395
1600000US4804000|146132|4263|141514|4462|143|227|141371|4471|138769|4457|18484|2432|119307|4625|2112|634|10836|2121|202|267|56|91|2809|1094|1809|812
1600000US4804462|33739|3825|33393|3858|0|242|33393|3858|32201|3810|3913|1613|28328|3844|1135|808|3582|2084|57|96|0|242|146|146|200|258
1600000US4805000|484550|8058|462773|8709|228|223|462545|8674|450166|8651|47245|5400|407168|10026|11221|2127|26684|4596|493|593|136|176|12921|2801|8856|2840
1600000US4806128|30767|2090|29293|1923|49|82|29244|1915|28568|1875|3613|1272|24274|2180|676|460|2303|1190|0|242|0|242|640|554|834|481
1600000US4807000|44103|2293|41430|2607|0|242|41430|2607|40108|2529|7092|2185|32287|3113|1111|528|3976|1064|43|73|0|242|685|496|1988|953
1600000US4810768|65105|2208|61316|2383|0|242|61316|2383|58623|2355|21681|2656|38467|3003|2249|727|3335|1078|44|79|0|242|1165|655|2624|894
1600000US4810912|34936|1777|32460|2039|0|242|32460|2039|30895|2051|3442|981|27052|2092|1346|607|2887|1018|171|166|48|78|1333|592|1143|612
1600000US4813024|53825|3164|51850|3184|0|242|51850|3184|50375|3065|5635|1361|45331|3223|1475|622|2778|1226|0|242|0|242|377|296|1598|812
1600000US4813552|28889|1609|28016|1538|0|242|28016|1538|27222|1572|1670|609|25665|1636|794|566|1833|825|0|242|0|242|408|334|465|311
1600000US4815976|50685|1711|44136|2018|0|242|44136|2018|41236|2106|3435|1019|38024|2271|2849|1042|4253|1182|51|87|0|242|5536|1515|1013|696
1600000US4816432|45387|2304|43014|2136|0|242|43014|2136|41713|2213|4725|1354|36540|2692|1133|817|3012|1391|168|282|0|242|1018|552|1355|727
1600000US4817000|121883|2875|113977|3082|0|242|113977|3082|107454|3300|16665|2828|94336|3471|6226|1228|5032|1196|190|188|0|242|2493|819|5413|1163
1600000US4819000|537317|9138|506834|9021|220|183|506614|9029|482791|10163|73010|6888|419785|9384|20982|4524|34237|3977|923|682|393|252|12638|2846|17845|2776
1600000US4819972|59003|2645|55517|2669|0|242|55517|2669|54053|2622|4782|1310|49813|2725|1324|557|4642|1368|73|125|0|242|1937|867|1549|956
1600000US4822660|36594|2438|33501|2414|0|242|33501|2414|32415|2626|7660|1761|24465|2622|1020|738|1732|981|66|106|0|242|966|833|2127|995
1600000US4824000|246570|3658|226933|4000|182|174|226751|4010|219985|4192|32011|4002|187600|5214|5992|1223|25465|3315|379|356|53|88|5672|1538|13965|2124
1600000US4826232|29191|1642|28081|1658|0|242|28081|1658|27051|1732|1491|656|26274|1813|1030|535|1511|705|0|242|0|242|951|611|159|128
1600000US4827000|362403|7055|335988|6332|338|247|335650|6391|327138|6322|33798|3553|292028|6996|7484|1507|26942|3445|563|443|199|262|7105|1823|19310|3232
1600000US4827684|84855|2804|82702|2740|0|242|82702|2740|81250|2740|4498|1304|77404|2799|1357|727|4448|1372|0|242|95|159|797|593|1356|914
1600000US4829000|81428|3359|78360|3367|0|242|78360|3367|74933|3484|23369|2862|52876|4067|2550|910|4126|1225|493|504|95|116|844|593|2224|1163
1600000US4829336|39528|2325|37619|2539|0|242|37619|2539|35745|2518|4107|1171|33160|2517|1825|800|2293|763|49|81|0|242|876|466|1033|754
1600000US4830464|67356|3657|64332|3726|0|242|64332|3726|62723|3687|8525|2151|53413|3383|1609|748|6200|1357|0|242|0|242|1375|863|1649|781
1600000US4832372|26590|1643|25540|1507|0|242|25540|1507|24771|1415|6820|1260|17731|1649|603|387|1107|425|118|150|0|242|416|360|634|372
1600000US4835000|943336|9915|868437|10763|692|653|867745|10720|832330|11143|147895|7918|687828|10777|30265|3159|60841|5689|1833|710|271|279|19814|3473|55085|5062
1600000US4837000|93239|4080|90030|4408|0|242|90030|4408|87764|4348|23084|3254|65376|4260|2104|551|4673|1771|98|119|0|242|1544|911|1665|924
1600000US4839148|60609|2317|57300|2411|0|242|57300|2411|55782|2388|5862|1421|50254|2484|1457|780|2915|1024|0|242|0|242|1479|746|1830|889
1600000US4841464|80968|1562|75525|1893|0|242|75525|1893|73351|1996|7737|1582|64769|2341|1774|693|5444|1364|0|242|192|228|492|303|4951|1288
1600000US4841980|45985|2140|44634|2138|0|242|44634|2138|43129|2133|2849|986|41485|2096|1505|784|1432|486|0|242|0|242|787|630|564|422
1600000US4842016|29616|1519|29304|1533|0|242|29304|1533|28802|1563|1691|695|26922|1554|477|386|1894|719|25|42|0|242|121|140|191|173
1600000US4842508|53925|2563|51978|2860|0|242|51978|2860|49996|3032|8768|2098|41270|2912|1517|943|4226|1381|465|678|0|242|891|647|1056|741
1600000US4843888|33947|1446|30831|1786|0|242|30831|1786|29487|1840|1419|716|28196|1779|1032|654|8729|1423|0|242|0|242|636|470|2480|764
1600000US4845000|109722|2532|100417|2813|95|117|100322|2834|96845|3101|11168|1939|86398|3145|2718|794|6908|1394|174|170|315|476|4548|1179|4757|1187
1600000US4845384|49555|1914|46853|1875|0|242|46853|1875|44197|1922|6546|1201|39224|1741|2539|777|2293|713|79|103|0|242|476|247|2226|713
1600000US4845744|85091|3353|82055|3384|0|242|82055|3384|78932|3628|6245|1689|73216|3443|2931|1208|7316|1920|104|178|0|242|996|868|2040|1263
1600000US4846452|30382|2271|29176|2195|66|107|29110|2199|28222|2170|1080|611|27363|2153|888|554|2407|992|0|242|0|242|584|340|622|554
1600000US4847892|55474|3504|52006|3279|0|242|52006|3279|49198|3531|8243|2106|41485|2889|2262|1361|4540|1683|188|227|0|242|1238|762|2230|1284
1600000US4848072|53499|1669|50613|1943|0|242|50613|1943|48424|2153|5461|1529|42492|2371|1981|1127|5087|1626|0|242|0|242|1371|1109|1515|755
1600000US4848768|28749|1605|26688|1598|0|242|26688|1598|25189|1640|4689|1141|21092|1663|1433|621|1574|589|0|242|66|102|192|155|1869|667
1600000US4848804|27056|1776|26186|1868|0|242|26186|1868|25895|1868|1361|597|23953|2120|291|206|2493|845|0|242|0|242|23|39|847|695
1600000US4850820|46855|2451|44149|2520|0|242|44149|2520|43504|2572|5106|1264|38111|2511|547|423|2206|947|0|242|0|242|1843|885|863|579
1600000US4852356|28987|1803|28550|1774|0|242|28550|1774|26962|1646|2646|944|25097|1846|1337|645|2715|944|0|242|0|242|286|154|151|153
1600000US4853388|52285|2664|48295|2816|0|242|48295|2816|46022|2982|7535|2221|39218|2984|1868|761|4009|1661|405|604|0|242|868|798|3122|1156
1600000US4856000|48374|2499|43841|2518|0|242|43841|2518|42157|2555|7308|1853|35566|2446|1269|623|2089|706|224|200|124|202|1481|733|3052|1076
