GEO_ID|B28002_E001|B28002_M001|B28002_E002|B28002_M002|B28002_E003|B28002_M003|B28002_E004|B28002_M004|B28002_E005|B28002_M005|B28002_E006|B28002_M006|B28002_E007|B28002_M007|B28002_E008|B28002_M008|B28002_E009|B28002_M009|B28002_E010|B28002_M010|B28002_E011|B28002_M011|B28002_E012|B28002_M012|B28002_E013|B28002_M013
1600000US4856348|46043|2740|45203|2747|0|242|45203|2747|43826|2722|2527|969|42091|2768|1331|606|2581|1057|0|242|0|242|344|288|496|340
1600000US4857176|24783|1741|24422|1709|0|242|24422|1709|24089|1702|1376|568|22937|1566|333|253|1674|843|0|242|0|242|0|242|361|347
1600000US4857200|24591|1703|22928|1697|0|242|22928|1697|22376|1683|4306|1512|17641|1838|367|262|1386|820|146|140|0|242|567|511|1096|507
1600000US4858016|115376|3629|111843|3608|94|112|111749|3623|108097|4045|7968|2083|100581|3835|3235|1072|6242|1628|417|667|0|242|1780|1000|1753|1075
1600000US4861796|45022|2066|43860|2031|0|242|43860|2031|42148|2133|2709|852|39986|2165|1094|551|2558|908|527|473|0|242|900|543|262|270
1600000US4863500|51351|2466|48740|2664|0|242|48740|2664|47685|2717|3227|984|43681|2729|934|592|4964|1549|70|116|0|242|1295|609|1316|869
1600000US4863572|26099|2528|25335|2608|0|242|25335|2608|23121|2454|3210|1596|21691|2461|2214|1577|1392|789|0|242|0|242|411|400|353|458
1600000US4864472|41727|1481|37894|2101|0|242|37894|2101|36021|2059|3098|1095|34017|2340|1699|950|1444|633|57|93|0|242|1573|824|2260|1018
1600000US4865000|568979|7359|531141|9009|108|143|531033|9015|510423|9102|79792|6212|435567|10956|19302|2968|32571|3457|408|323|55|93|12863|2554|24975|3278
1600000US4865600|28566|1776|24483|1689|0|242|24483|1689|23480|1632|4202|1392|19345|2001|1003|617|1599|683|0|242|0|242|3262|1042|821|527
1600000US4869596|25429|3063|23894|2976|0|242|23894|2976|22722|3128|3348|1361|19126|2950|816|700|3110|1405|51|88|0|242|819|775|716|517
1600000US4870808|39314|2225|38123|2222|0|242|38123|2222|37090|2191|2990|1041|34755|2243|962|418|2245|807|0|242|0|242|529|587|662|513
1600000US4872176|37229|2175|36019|2193|0|242|36019|2193|34362|2200|5123|1341|29813|2319|1092|565|1494|740|37|61|0|242|442|291|768|482
1600000US4874144|41116|1957|38425|2040|109|202|38316|2027|36654|1968|11785|1986|25004|2164|1567|548|3204|1161|0|242|0|242|1256|646|1435|714
1600000US4875428|27775|1148|24844|1388|342|557|24502|1402|23477|1498|4555|1385|19514|1801|734|511|1675|725|118|146|0|242|538|504|2393|1068
1600000US4876000|56469|2083|52065|2218|18|35|52047|2210|50417|2258|5564|1190|44926|2360|1104|562|3208|855|295|307|0|242|2573|1007|1831|765
1600000US4879000|38289|1577|35795|1589|304|398|35491|1652|33810|1629|5443|1190|28790|1779|1593|484|1523|518|80|128|8|14|1131|589|1363|541
1600000US4943660|27165|1357|25673|1337|0|210|25673|1337|25277|1371|1775|672|23234|1575|396|292|1087|459|0|210|0|210|727|435|765|621
1600000US4944320|25642|1311|24191|1382|0|210|24191|1382|23099|1353|1211|431|20709|1363|1051|544|3206|1101|41|70|0|210|857|506|594|500
1600000US4955980|33399|1709|31545|1740|55|89|31490|1736|30802|1731|4898|1146|25422|1767|602|301|1569|584|86|111|0|210|660|322|1194|474
1600000US4957300|30486|1526|28853|1573|0|210|28853|1573|27858|1479|3177|830|24636|1584|966|438|3115|987|0|210|29|48|1579|599|54|96
1600000US4962470|34923|1216|32926|1288|0|210|32926|1288|31536|1399|4012|1322|28544|1727|1390|602|1990|877|0|210|0|210|1574|507|423|328
1600000US4965330|38560|2126|36409|2033|0|210|36409|2033|35103|2049|3174|961|31219|2193|902|451|4127|1384|404|401|0|210|874|534|1277|536
1600000US4967000|98916|3919|87552|3701|151|180|87401|3703|83027|3800|7313|1812|77075|3513|3038|1168|6572|1579|1018|851|271|443|6459|2014|4905|1939
1600000US4967440|34959|1863|33431|1887|0|210|33431|1887|32080|1945|3060|938|29645|1740|1178|519|2474|993|0|210|0|210|1205|581|323|231
1600000US4970850|24948|1560|24206|1544|0|210|24206|1544|23656|1590|1907|784|22082|1575|550|330|937|427|0|210|0|210|660|370|82|98
1600000US4982950|38373|1852|35781|1741|0|210|35781|1741|35048|1780|3673|1022|31024|1825|608|360|3517|1314|0|210|0|210|1335|756|1257|657
1600000US4983470|40846|2179|38397|2237|0|210|38397|2237|37289|2175|4253|1115|30893|2222|797|382|4975|1320|155|255|106|179|1449|858|1000|601
1600000US5101000|78896|1178|74174|1601|0|217|74174|1601|71212|1577|9296|1590|63094|1900|2755|717|3474|968|47|89|0|217|2319|925|2403|908
1600000US5103000|113562|2431|109625|2525|107|184|109518|2546|106509|2642|11104|2083|96996|2952|2780|765|13540|2532|131|136|69|100|1792|663|2145|806
1600000US5116000|95340|1196|89645|1715|261|358|89384|1770|84829|2249|9742|1672|78436|2112|4499|1162|3076|1315|25|46|0|217|2479|941|3216|1181
1600000US5135000|57961|1246|55050|1461|0|217|55050|1461|52683|1581|7372|1500|46810|2207|2194|683|1921|740|173|171|0|217|763|381|2148|703
1600000US5147672|29387|1297|27536|1294|0|217|27536|1294|26045|1475|4271|1029|21760|1649|1133|461|3655|1175|313|355|0|217|498|287|1353|572
1600000US5156000|76511|1700|71168|1963|71|121|71097|1974|68701|2064|12684|2346|57093|2697|1920|692|2190|674|123|159|35|63|1908|787|3435|1128
1600000US5157000|94592|1893|86826|2401|203|242|86623|2409|83472|2513|14462|2227|69241|2842|2525|817|2986|956|310|318|35|56|2275|988|5491|1541
1600000US5164000|40288|1117|36652|1376|0|217|36652|1376|33253|1393|6770|1346|28952|1998|3177|1210|2151|956|38|75|84|146|807|537|2829|955
1600000US5166672|30104|2307|29005|2142|0|217|29005|2142|27496|2045|2172|858|26485|2210|1314|711|674|432|0|217|0|217|710|549|389|319
1600000US5167000|108990|1943|96833|2030|0|217|96833|2030|92181|2595|13436|2128|79772|2831|3744|1433|4980|1784|553|600|0|217|6775|1897|5382|1442
1600000US5168000|42824|1828|37602|2140|0|217|37602|2140|35795|2156|6918|1507|30243|2054|1652|621|880|437|0|217|0|217|1309|843|3913|1442
1600000US5176432|38929|1065|35878|1324|0|217|35878|1324|34346|1510|5608|1312|28618|1752|1020|405|3146|889|459|553|0|217|1276|727|1775|623
1600000US5182000|179761|2290|170863|2767|0|217|170863|2767|165352|3020|17637|2253|149863|3850|5135|979|7537|1813|42|68|41|72|3178|986|5720|1518
1600000US5303180|31425|2093|30042|2041|108|183|29934|2054|29121|1905|4946|1453|23421|2118|813|509|1143|588|0|218|0|218|731|527|652|444
1600000US5305210|64512|2370|62482|2560|96|137|62386|2522|60296|2701|4383|1299|57161|2675|2090|894|2809|1182|0|218|0|218|596|368|1434|805
1600000US5305280|42710|1959|40486|1995|0|218|40486|1995|39022|1961|4551|1062|35272|1942|1333|564|1434|777|71|123|0|218|1115|456|1109|516
1600000US5322640|46565|2716|43775|3094|39|64|43736|3093|42044|3102|6416|1730|36360|3211|1602|731|1726|809|0|218|0|218|1320|831|1470|964
1600000US5323515|35191|2175|33625|2113|41|68|33584|2105|32362|2065|4691|1215|28146|1931|1065|542|1964|688|93|83|0|218|524|442|1042|767
1600000US5335275|33463|2126|30611|2290|73|117|30538|2301|28983|2187|3506|1052|25779|2382|1459|644|1976|1115|96|169|0|218|1328|607|1524|998
1600000US5335415|46607|2707|44449|2595|0|218|44449|2595|43001|2707|6757|1724|36754|2530|1405|650|1722|728|0|218|0|218|572|514|1586|903
1600000US5335940|39381|2177|37604|2353|0|218|37604|2353|36928|2399|2551|712|34714|2382|676|414|908|488|0|218|0|218|355|333|1422|849
1600000US5343955|25723|1727|24489|1828|0|218|24489|1828|23810|1833|3810|1076|20146|1499|596|319|634|409|38|64|0|218|749|506|485|290
1600000US5353545|26295|1210|24770|1345|0|218|24770|1345|24250|1299|1858|678|22215|1433|520|525|1165|504|0|218|0|218|265|273|1260|647
1600000US5357535|35838|1946|34858|1822|0|218|34858|1822|33674|1825|1383|699|32713|1706|783|484|1584|1166|0|218|0|218|729|616|251|199
1600000US5357745|39953|2121|38022|1855|0|218|38022|1855|36979|1887|5146|1303|32199|2216|967|511|1159|516|0|218|76|129|454|417|1477|748
1600000US5363000|383698|5364|364964|5514|120|149|364844|5506|353338|5569|33545|3047|324614|5501|10114|1679|14362|2628|910|724|0|218|11193|2112|7541|1733
1600000US5363960|27025|1813|26005|1716|0|218|26005|1716|24934|1766|3151|1233|22621|1964|776|447|900|949|0|218|0|218|134|163|886|505
1600000US5365922|25104|2521|24776|2549|167|277|24609|2527|23601|2604|1816|890|22345|2718|871|529|773|519|137|156|0|218|109|128|219|167
1600000US5367000|99109|2493|93000|2534|69|114|92931|2531|85602|2622|9771|1409|80487|2636|6562|1548|3793|948|98|117|0|218|1574|666|4535|1138
1600000US5367167|43705|1885|41154|1953|0|218|41154|1953|37547|1965|4642|1376|34946|1813|3607|1225|972|509|0|218|0|218|1214|646|1337|507
1600000US5370000|95835|2787|90423|2639|0|218|90423|2639|86903|2746|10433|1785|78200|2768|3222|1178|3814|1289|114|138|106|140|2128|816|3284|1188
1600000US5374060|85374|2731|80094|2562|0|218|80094|2562|76473|2684|8254|1643|69203|2641|3138|981|3873|1198|80|130|84|140|2072|887|3208|1150
1600000US5380010|37840|1735|35849|1659|0|218|35849|1659|33498|1860|4989|1461|29038|1778|2108|786|2103|762|163|220|0|218|383|283|1608|686
1600000US5502375|29624|1366|27768|1519|0|161|27768|1519|26380|1515|2215|654|25122|1420|1309|549|1381|479|79|94|0|161|621|433|1235|594
1600000US5522300|32784|1017|30346|1248|57|88|30289|1265|29012|1324|4907|1309|23783|1825|1184|519|1792|941|65|110|0|161|1332|764|1106|567
1600000US5531000|41209|1709|38770|1853|95|155|38675|1863|35868|1924|6118|1469|30915|1924|2438|894|2898|973|322|261|0|161|747|429|1692|759
1600000US5537825|29204|1394|27325|1610|0|161|27325|1610|25975|1548|3187|920|22532|1595|1350|586|1523|813|0|161|0|161|571|364|1308|634
1600000US5539225|41282|1577|39387|1703|101|130|39286|1705|37748|1722|2952|756|35162|1774|1364|626|2207|795|119|147|0|161|612|495|1283|453
1600000US5548000|133564|3065|122187|3279|0|161|122187|3279|117074|3372|8358|1509|109567|3526|4470|1202|5982|1872|91|111|496|544|8665|1912|2712|910
1600000US5553000|235240|4635|219107|4771|45|74|219062|4750|210469|5111|35110|3393|179064|4684|7431|1442|10646|1729|476|409|332|320|5468|1487|10665|1565
1600000US5560500|29093|1288|27490|1439|0|161|27490|1439|26040|1466|4018|1001|22650|1667|1450|551|1425|747|0|161|0|161|428|262|1175|591
1600000US5566000|33149|1801|30861|1827|44|77|30817|1815|29191|1918|2736|981|27464|1899|1470|588|737|511|0|161|156|197|862|516|1426|688
1600000US5584250|30382|1504|29204|1498|46|76|29158|1484|27748|1509|2028|552|26208|1536|1212|455|1432|472|145|143|53|88|508|259|670|371
1600000US5613900|30677|1209|27861|1314|44|70|27817|1310|26670|1318|1963|702|25622|1515|1079|511|439|289|0|213|68|111|620|498|2196|885
1600000US7206593|68050|2306|63192|2341|30|52|63162|2349|61411|2483|15978|1928|44553|2353|1619|528|2804|848|102|120|0|258|551|403|4307|942
1600000US7210334|27112|2197|24140|2176|579|443|23561|2182|22843|2149|7281|1516|14811|2148|620|328|1403|667|98|131|0|258|565|452|2407|695
1600000US7214290|56857|2432|52395|2372|81|139|52314|2388|50200|2492|12532|1684|37742|2344|2065|731|2447|914|49|84|0|258|279|226|4183|1097
1600000US7232522|27405|1682|25421|1727|81|96|25340|1730|24077|1680|10146|1413|13272|1680|1181|567|2311|839|47|78|0|258|704|342|1280|522
1600000US7263820|46634|1841|42549|2172|49|82|42500|2176|40591|2259|14557|1811|24549|1813|1573|517|3329|825|265|184|0|258|326|219|3759|774
1600000US7276770|138716|4502|108078|4855|441|504|107637|4957|100143|4977|46497|4055|56794|3815|6801|1493|5153|1162|504|379|47|77|4070|1165|26568|2611
2300000US0217140|171471|3158|161753|3529|12|22|161741|3532|158079|3545|30509|2503|120304|3205|2789|772|12415|1885|561|361|237|362|4027|1117|5691|1389
2300000US0220010|42193|1755|38885|2152|0|172|38885|2152|37530|2177|8446|1585|24572|2382|796|523|6183|1427|559|372|0|172|417|240|2891|1213
2300000US0267940|31111|864|28998|1071|0|172|28998|1071|27472|1111|3989|875|21995|1357|1072|493|3797|730|318|179|0|172|588|314|1525|597
2500000US2430|54378|2309|35300|2128|522|349|34778|2152|30189|2209|8031|1042|20967|1695|2782|639|7955|1050|1506|469|68|87|1818|480|17260|1289
2500000US5550|205746|2373|188340|2438|359|224|187981|2464|179289|2531|35128|2218|138800|3187|7297|1014|17922|1671|848|289|154|128|4524|924|12882|1323
2500000US5560|73274|1859|67572|2029|9|15|67563|2031|64685|2038|9504|1116|51966|2023|2343|560|7630|948|404|293|49|76|1670|473|4032|790
2500000US5580|122748|1436|110657|1550|17|27|110640|1547|104597|1724|22876|1586|74898|1992|4201|717|16454|1155|1551|542|89|86|2906|579|9185|921
2500000US5590|89576|1496|78601|1720|101|139|78500|1721|74601|1733|23418|1326|43660|1709|2384|518|13611|1140|1210|463|101|120|2445|562|8530|831
2500000US5600|47296|1648|44780|1652|36|57|44744|1657|42517|1656|5960|842|36900|1664|1923|474|3186|793|205|218|0|168|648|330|1868|466
2500000US5620|338569|2633|315350|3336|215|131|315135|3357|301587|3470|48383|2344|252898|3716|11959|1498|20226|1671|707|369|161|130|7135|1010|16084|1542
2500000US5720|71898|1148|66342|1175|13|22|66329|1175|63961|1336|10698|1062|49802|1581|1977|554|7919|905|359|172|0|168|1447|411|4109|559
2500000US6785|29399|1187|27807|1257|0|172|27807|1257|27289|1233|5316|1207|20660|1528|449|216|1978|538|25|42|0|172|596|314|996|399
2500000US9550|36834|1109|33978|1084|16|27|33962|1089|32463|1009|4875|668|27881|1323|1390|308|2257|531|40|34|13|22|583|200|2273|469
2500000US9815|204274|1614|189314|2242|336|242|188978|2260|181534|2525|24707|2134|158721|2858|6544|1229|14737|1519|375|201|312|248|4417|846|10543|1359
2500000US9960|73628|2176|67596|2348|35|64|67561|2343|65152|2498|9250|1588|56686|2413|2212|808|3660|1168|36|71|0|224|1751|790|4281|1019
310M700US10140|31968|1185|29716|1408|207|203|29509|1437|27605|1574|4779|1314|22310|1661|1632|756|2397|883|272|191|0|218|629|293|1623|633
310M700US10180|66099|2045|60541|2380|0|242|60541|2380|58363|2337|8809|1620|48703|2640|1558|553|5341|1056|313|327|171|189|948|397|4610|1463
310M700US10300|39744|1131|36573|1264|11|18|36562|1265|35117|1283|4320|837|28768|1626|1176|308|3294|787|102|111|37|62|1034|590|2137|627
310M700US10380|86238|3112|70292|3016|110|135|70182|3022|67919|2905|17427|2282|48814|3119|1681|578|4401|1113|399|278|0|258|486|344|15460|1776
310M700US10420|303143|2832|283872|3884|301|185|283571|3868|266275|4004|36687|3334|236062|4294|15731|2131|16828|2352|451|272|215|215|8062|2239|11209|1506
310M700US10460|25562|1278|24493|1338|0|216|24493|1338|22507|1516|2699|821|20046|1413|1775|962|2042|606|188|177|0|216|404|325|665|288
310M700US10500|56259|2057|48423|2400|0|232|48423|2400|46125|2351|10511|1784|35027|2447|1873|687|4058|1070|194|200|62|103|1200|593|6636|1329
310M700US10540|50968|1262|47003|1635|58|99|46945|1619|44172|1788|5339|1161|38166|1995|2673|946|4665|1173|78|82|0|220|1219|666|2746|1065
310M700US10580|398349|3253|370784|4315|225|180|370559|4342|347067|4781|38354|3421|323021|5126|20607|2129|13948|2462|362|246|1533|1251|12188|1861|15377|2002
310M700US10620|26167|1049|23925|1223|0|226|23925|1223|22473|1289|2355|679|20830|1433|1344|519|881|381|17|29|0|226|856|581|1386|546
310M700US10700|38373|1282|35500|1421|70|121|35430|1421|33490|1505|5132|904|29090|1607|1526|460|1973|608|88|134|238|302|849|388|2024|653
310M700US10740|378607|3565|348286|4851|333|283|347953|4815|326175|4899|51805|4226|277643|5374|18853|2530|31359|3355|798|506|288|241|12261|2341|18060|2399
310M700US10780|58271|1844|51656|2107|13|25|51643|2107|49216|2006|13745|2069|33491|2699|2314|998|4339|929|81|120|19|42|1596|714|5019|1046
310M700US10900|341143|2920|316928|3718|373|289|316555|3685|299349|3818|44195|3892|263192|5355|15319|1755|14674|2038|347|257|560|794|5928|1414|18287|2291
310M700US11020|50837|1381|45658|1528|139|137|45519|1542|41249|1655|4585|1051|39268|1662|3805|861|2683|618|277|183|26|45|904|415|4275|778
310M700US11100|105814|2226|96409|2796|119|108|96290|2779|92229|2916|10944|2229|80736|3524|3379|905|9317|1635|510|379|0|242|2647|1042|6758|1556
310M700US11180|50869|1142|42172|1574|141|158|42031|1548|40406|1618|5103|1262|34151|1790|1359|459|3922|864|150|195|30|55|7469|1219|1228|370
310M700US11200|63886|1217|61084|1523|10|17|61074|1524|57603|1878|5838|1445|53384|1762|2937|1034|1926|821|191|228|291|370|1244|707|1558|691
310M700US11260|148919|2564|140348|2901|0|172|140348|2901|137438|2953|25497|2296|108714|2921|2349|744|7217|1542|280|308|237|362|3672|1106|4899|1357
310M700US11360|53103|1193|48866|1673|0|226|48866|1673|46427|1953|5485|1196|39772|1802|1719|737|6362|1235|334|339|102|126|2286|1159|1951|657
310M700US11460|151711|2231|143803|2571|51|83|143752|2580|138920|2628|16946|2195|122255|3120|4198|903|6881|1110|223|149|51|83|4277|1126|3631|966
310M700US11500|44348|1757|40270|1800|58|78|40212|1799|37757|1928|8675|1465|28793|1721|1919|652|3477|870|140|133|134|138|931|422|3147|738
310M700US11540|102147|1085|95436|1656|145|190|95291|1663|90003|1898|10454|1233|80268|1968|4468|1008|6518|994|542|270|93|138|1906|618|4805|1143
310M700US11640|67712|2417|56981|2538|129|128|56852|2555|54362|2535|13298|1845|39479|2688|2373|907|5359|1263|117|118|0|258|632|475|10099|1785
310M700US11700|163942|4468|155744|4379|121|121|155623|4357|147839|4545|18038|2738|132375|4727|7271|1351|8040|1345|189|196|53|98|1751|684|6447|1502
310M700US11940|26724|1077|23455|1242|0|230|23455|1242|22147|1490|4879|964|16499|1315|1001|535|2996|899|266|275|0|230|440|415|2829|809
310M700US11980|34894|1664|31355|1653|0|242|31355|1653|30306|1645|5969|1280|20425|1649|815|358|6999|1293|136|152|0|242|864|593|2675|612
310M700US12020|88473|1974|82052|2636|0|232|82052|2636|78920|2703|8722|1659|69610|3040|2523|941|5916|1547|483|540|0|232|1890|651|4531|1490
310M700US12060|2390346|9555|2286310|11862|1350|636|2284960|11941|2201374|12532|258564|8590|1942617|13989|73594|5679|148324|7507|3355|956|1589|736|44635|5007|59401|4111
310M700US12100|156904|2696|149066|3099|159|179|148907|3073|142279|3187|20932|2340|123650|3598|6205|1445|6557|1505|246|222|0|226|1859|826|5979|1300
310M700US12180|32087|1146|29820|1324|59|63|29761|1305|28133|1318|3904|738|24318|1404|1429|459|1867|600|83|76|50|65|504|330|1763|573
310M700US12220|79837|2294|74528|2329|55|92|74473|2303|71317|2422|10394|2196|59347|2997|2965|941|5666|1420|160|163|31|53|1221|687|4088|1022
310M700US12260|250386|3513|229006|3773|60|97|228946|3780|216899|4046|34759|3833|183000|4575|10664|1878|17837|2603|593|401|450|409|7124|1692|14256|2246
310M700US12300|55938|1581|52588|1853|67|115|52521|1873|49783|1863|5311|996|45382|1954|2586|750|2347|756|0|179|0|179|473|224|2877|891
310M700US12420|1061155|6067|1016485|8090|269|233|1016216|8099|986468|8462|101134|6990|879039|11153|26362|3203|74643|6516|2348|1328|136|176|23754|3597|20916|3891
310M700US12540|292654|2694|274979|3577|530|491|274449|3535|264209|4130|40149|3583|220094|4813|6790|1312|23655|2379|2580|1067|186|199|4561|1024|13114|2236
310M700US12580|1140975|5248|1074804|6296|1016|513|1073788|6268|1023165|7245|140356|6548|893791|8814|45718|4341|56427|4926|1594|731|1056|779|23973|3537|42198|3456
310M700US12620|64892|2098|57387|2400|225|157|57162|2425|52924|2218|6067|1020|47723|2425|3583|954|4191|957|339|184|105|140|1810|564|5695|1383
310M700US12660|28528|912|25478|1149|63|53|25415|1139|23431|1190|2476|590|21812|1088|1555|440|1767|449|159|104|0|161|1225|374|1825|552
310M700US12700|112945|3901|107320|4080|146|193|107174|4108|99908|4173|13823|2220|90190|4193|7193|1585|4701|1792|0|228|0|228|1511|696|4114|1152
310M700US12940|343718|3985|317943|5002|316|270|317627|4961|307254|4646|44079|4256|262320|5691|8196|1431|24057|2841|1058|501|294|251|5579|1396|20196|2625
310M700US12980|53260|1529|48618|1818|14|24|48604|1822|45140|1926|8563|1346|36884|1988|2966|765|3591|806|170|112|0|187|978|479|3664|910
310M700US13020|46193|891|42059|1354|97|118|41962|1370|38819|1529|7682|1270|32324|1654|2630|831|2702|811|285|227|117|145|1791|819|2343|566
310M700US13140|152586|2626|142084|3212|166|235|141918|3207|136164|3443|20699|3140|113053|4269|4429|1167|14216|2179|586|422|213|298|1776|650|8726|1505
310M700US13180|36266|716|32257|1014|55|73|32202|1019|30465|1055|4577|836|24703|1301|1368|385|3427|703|210|153|131|180|984|552|3025|724
310M700US13220|45634|1759|39978|1906|0|206|39978|1906|34391|2078|7575|1835|30760|1994|4821|1176|1805|605|516|407|78|94|1972|826|3684|998
310M700US13380|97076|1917|92634|2096|267|254|92367|2155|87803|2159|9078|1398|79149|2475|3851|824|5435|1170|221|195|21|36|1421|479|3021|887
310M700US13460|108005|2950|99644|3212|291|263|99353|3242|94394|3248|13928|2515|76095|3156|3694|1031|10487|1780|859|561|243|314|3876|1250|4485|1460
310M700US13740|78816|1783|70706|2417|9|17|70697|2418|65643|2565|9829|1596|53575|2790|3800|1229|8449|1493|580|449|140|160|3409|1152|4701|1397
