GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
0500000US33001|50188|381|337|208|0|200|0|200|0|200|0|200|0|200|0|200|0|200|135|195|0|200|218|241|349|316|861|671|663|553|441|308|12540|1751|2700|778|3400|1028|5905|1324|6223|1295|10952|1531|4635|801|546|269|283|223
0500000US33005|56701|482|413|327|0|200|0|200|0|200|0|200|97|148|0|200|0|200|0|200|0|200|74|107|97|80|200|153|473|325|791|532|16146|1835|1248|420|3659|984|7295|1681|6547|1571|12259|1481|5585|986|1041|418|776|490
0500000US33009|68020|903|174|139|0|200|0|200|0|200|0|200|0|200|47|79|0|200|0|200|18|30|85|74|188|230|1024|677|774|451|555|364|14401|1541|2203|741|4682|947|5748|1064|4750|906|16280|1792|9526|1488|3748|1131|3817|1017
0500000US33011|313247|894|1851|666|14|24|94|160|0|200|59|96|149|191|201|323|0|200|484|476|1351|1084|842|325|2047|1178|3611|1469|3343|1187|3462|984|69097|4508|10610|1987|16648|2050|35591|3634|30277|3007|79864|4368|43515|3545|5741|1255|4396|1053
0500000US33013|116391|857|919|482|225|325|68|114|0|200|0|200|0|200|0|200|0|200|364|453|31|52|665|614|336|224|547|383|1232|556|1254|431|27097|3072|4600|1143|7918|1572|13577|2222|11643|1759|26972|2772|13714|2010|3246|883|1983|607
0500000US33015|242269|780|2076|888|0|200|0|200|0|200|0|200|0|200|63|189|63|85|102|177|80|132|997|545|600|289|1161|591|2326|973|2042|794|45810|3772|8659|1833|15284|1982|26887|3207|21744|2297|70719|4164|33619|3288|5239|1106|4798|1268
0500000US33017|91968|923|363|312|0|200|0|200|0|200|0|200|0|200|0|200|0|200|0|200|159|138|405|263|1004|635|716|433|892|484|1132|556|21830|2457|4180|1098|5583|1098|11216|1870|8868|1572|21852|2257|11054|1796|1512|582|1202|429
0500000US34001|196152|1919|4895|1299|29|49|0|226|0|226|0|226|38|69|41|70|407|415|1773|1107|40|73|1116|713|1700|723|2736|1309|2985|1094|5077|1776|56320|4717|6634|1676|14406|2858|21233|2266|15624|2582|40220|3134|15236|2011|4235|1187|1407|553
0500000US34003|699236|190|15194|2362|163|157|375|255|135|224|377|284|914|530|1317|1018|915|447|3373|1832|949|475|4896|1380|2484|983|3541|971|4726|1550|11114|2065|129723|7054|15310|2294|27560|2854|57854|4050|44961|3767|227020|7306|104997|5088|25153|3213|16185|2067
0500000US34005|341941|847|6808|1560|51|84|0|226|0|226|0|226|76|135|44|75|615|538|464|297|0|226|1728|1167|1447|771|2914|1090|1934|731|5428|1605|76556|4908|14955|3354|20909|2684|34425|3217|29631|3904|90002|4641|40933|3028|7531|1663|5490|1360
0500000US34007|371527|5|10310|2162|299|427|564|608|0|226|44|55|390|289|446|404|741|599|1558|761|888|676|2702|969|3432|1414|4377|1206|4620|1292|7125|1419|88061|4682|16582|2930|22565|2500|38358|3373|24409|2996|88284|4706|40293|3439|10537|1651|4942|1211
0500000US34009|74117|77|987|515|0|226|0|226|32|52|0|226|0|226|0|226|343|354|44|3|0|226|275|365|481|467|784|412|790|393|843|525|21078|2090|2499|798|5123|1069|7415|1619|5013|1060|17056|1839|9132|1405|1343|472|879|429
0500000US34011|104422|1081|5049|1298|396|497|310|289|511|514|20|33|112|165|376|521|131|131|573|557|360|399|1150|572|1340|585|1535|877|2004|761|2977|1170|30761|3547|5892|1396|7370|1175|9400|1697|10942|1875|15698|2624|6088|1692|845|507|582|370
0500000US34013|595513|366|16026|3104|961|667|329|432|184|292|1121|728|2012|987|1617|901|2342|996|10938|2472|2876|1286|8104|2301|5947|1875|6703|2420|8852|2346|15799|2796|146386|8638|15758|2613|23373|3700|50800|4245|34000|3955|133087|6638|75504|4303|20752|3064|12042|2438
0500000US34015|216091|1060|5438|2166|0|226|52|80|0|226|0|226|63|105|0|226|97|120|274|256|354|309|731|470|874|514|1049|514|1628|525|4737|1947|55802|3820|7990|1652|14580|2121|22115|3086|19152|2699|52336|3607|20146|2399|5031|1270|3642|1067
0500000US34017|535338|-555555555|16993|2772|309|338|268|313|1143|895|1616|994|3234|1764|3898|1481|2925|1320|7856|2402|1878|1067|5384|1626|3580|1220|3446|1211|6436|1830|9782|2200|95586|5352|12694|2433|17818|2801|46121|4348|23181|2820|154843|6901|92259|5572|13269|2511|10819|1927
0500000US34019|97143|659|625|362|126|219|0|226|0|226|0|226|0|226|0|226|0|226|104|153|0|226|75|125|103|152|67|44|943|932|853|408|17081|2286|1316|560|4509|927|9316|1476|5989|1223|33316|2418|17555|2279|2518|633|2647|757
0500000US34021|265455|710|8733|1978|0|226|243|289|401|553|453|483|263|416|221|247|565|565|3769|1303|921|524|1522|863|2674|1482|3367|1520|5560|1695|4970|1436|45730|4370|7607|1865|13932|2369|23835|3227|15023|2319|63695|4653|42540|2975|8052|1449|11379|1840
0500000US34023|618682|1236|14800|2724|116|137|48|83|173|167|161|189|1690|895|1121|626|2657|1468|4375|1365|2950|1710|6196|1824|3207|1376|4778|1368|10268|2675|17387|3284|114520|6879|17742|2379|30093|3829|54788|5139|37935|3325|166345|6369|99271|5056|15673|2216|12388|1920
0500000US34025|462475|144|5902|1519|102|129|0|226|92|165|589|504|524|421|512|480|245|165|2609|1318|361|238|1882|847|2392|999|3169|1321|2620|836|7912|1796|86665|5016|10682|1973|26152|2658|39659|3060|32995|2743|144053|5889|67284|4615|16361|2378|9713|1957
0500000US34027|375157|420|4812|1570|0|226|221|363|0|226|333|537|584|550|362|442|993|692|2388|1561|571|522|574|464|1210|757|1113|651|2119|846|5019|1196|63842|5182|5776|1448|16610|2436|26915|2790|23518|2431|129586|5182|65825|4456|13418|1732|9368|1534
0500000US34029|451111|715|6431|1953|60|105|163|266|46|81|106|175|184|285|163|288|435|320|1007|838|727|687|2640|1240|1771|764|2786|1000|3687|1226|8328|1652|126876|5782|12986|2334|34346|3486|50450|3870|34426|3035|102531|5136|46274|3535|9113|1632|5575|1409
0500000US34031|353477|232|11098|2176|100|162|51|90|174|304|134|139|682|443|1606|984|1765|748|6845|2183|3959|2491|6815|1598|3246|1113|3647|1163|4296|1087|7780|1839|100051|5589|8724|1597|20178|2533|34569|3105|25725|3196|72564|4297|30076|3005|5816|1339|3576|1096
0500000US34033|45895|1028|990|501|0|226|0|226|0|226|0|226|0|226|70|123|0|226|0|226|68|133|173|133|377|348|630|351|1090|490|532|404|14688|1478|2278|734|3449|977|5274|1255|5058|793|7104|1192|3237|856|411|227|466|280
0500000US34035|256371|689|4364|1365|85|83|0|226|231|296|56|100|476|530|121|153|626|548|1681|1185|453|375|1387|792|1647|1080|655|476|798|464|2139|1047|39455|3161|4731|1412|11775|2335|22379|2806|13855|1791|79954|4071|50898|3361|9148|1567|9457|2006
0500000US34037|107772|676|1052|514|0|226|0|226|0|226|0|226|0|226|39|71|0|226|64|64|150|180|101|98|307|271|871|402|707|452|1578|643|28237|2475|3619|1091|8750|1486|10657|1713|8675|1595|27276|2391|12201|1660|2213|888|1275|454
0500000US34039|404679|157|10191|2279|0|226|0|226|219|216|1632|741|2568|1014|1839|846|1843|823|7626|1804|2436|1212|4893|1483|5825|1530|3812|1175|5240|1696|8926|1845|96186|5229|9372|1926|20244|2332|40435|4186|23217|3009|92268|4486|47039|3156|11745|1614|7123|1288
0500000US34041|84516|796|714|353|0|226|0|226|0|226|0|226|0|226|0|226|378|451|454|435|132|238|383|260|904|618|770|437|471|318|855|451|23301|2143|2908|1027|6891|1125|10040|1761|6928|1341|19259|2464|8584|1772|721|390|823|541
0500000US35001|479780|948|10043|2355|0|216|87|147|48|81|46|78|560|659|627|621|854|845|4266|1517|649|563|2626|1174|7075|2381|6171|1284|6903|2135|7247|1567|91856|6101|22604|3102|31365|3415|60376|4287|41457|3822|103419|4985|54828|4058|11776|2111|14897|2143
0500000US35013|144480|1350|3388|975|214|210|0|216|147|251|815|748|991|538|707|576|549|372|2625|956|405|366|1062|559|2842|1053|2683|1155|2843|1033|3085|1052|28222|3182|9105|2043|8039|1575|19229|2782|11887|2032|26546|2859|13744|2400|2595|841|2757|1174
0500000US35025|46132|803|1908|830|0|216|0|216|224|339|0|216|0|216|40|73|136|233|1484|725|245|261|932|820|2051|966|1035|776|1626|588|2682|1226|10435|1897|2398|964|4359|1492|5702|1642|4214|1403|3129|1054|3129|1100|104|107|299|273
0500000US35031|45341|560|629|284|108|156|130|124|0|216|24|42|133|80|30|38|106|54|185|90|199|102|916|440|1959|581|1061|299|1782|524|1017|352|15155|1079|1363|572|2603|719|7916|1282|4089|681|3550|797|1706|491|478|240|202|126
0500000US35035|46780|1798|507|505|0|216|0|216|0|216|78|114|16|3|76|133|79|138|884|489|155|172|208|203|574|454|1128|1122|425|323|595|326|10605|2209|3004|902|5551|1084|8609|1736|5346|1321|5599|1168|3066|979|208|206|67|86
0500000US35043|112311|974|989|583|67|114|91|154|0|216|13|22|94|80|77|107|623|757|119|138|44|75|393|257|607|369|978|505|1530|593|2269|1125|23719|2640|5124|1404|6935|1277|20090|2945|11544|1749|21498|2659|10303|1643|2379|805|2825|997
0500000US35045|80018|666|735|274|0|216|0|216|0|216|0|216|140|103|7|11|349|272|534|396|203|116|452|313|631|277|1602|631|2545|813|1936|893|22500|2296|2631|687|5941|1359|12951|2042|9035|1644|12098|2069|4606|1007|424|333|698|657
0500000US35049|122972|701|2271|1205|0|216|0|216|50|77|0|216|18|34|779|823|571|519|1519|1020|105|130|580|428|1207|812|1359|835|842|564|1833|589|15422|2133|4528|1294|6548|1441|17446|2113|7111|1411|27751|2408|20393|2240|6027|1130|6612|1246
0500000US35061|55429|818|1448|861|0|216|0|216|0|216|0|216|41|70|506|630|0|216|893|758|181|237|0|216|259|292|497|418|955|509|1483|863|15807|1967|3744|1201|4288|1242|7241|1788|5239|1244|8544|1810|3643|711|200|223|460|390
0500000US36001|217767|1197|4798|1637|60|99|27|46|0|220|0|220|90|120|179|183|570|410|752|697|70|117|786|454|1041|761|1901|805|2067|1004|2361|748|36113|3316|7284|1619|11227|1606|19113|2515|23975|2607|50409|3823|38413|3580|9465|1813|7066|1557
0500000US36005|919912|1029|49144|4408|1534|1084|483|438|480|350|1887|827|7934|1676|5255|1940|7781|1527|14672|2438|7440|1711|24129|3143|22168|3508|23318|3793|26830|3997|32699|3336|215341|7774|49097|4341|45391|4679|104941|6957|70121|5990|129720|7469|61847|4917|10995|1982|6705|1330
0500000US36007|131829|1301|1676|559|67|115|0|220|7|4|0|220|113|179|0|220|47|77|80|96|0|220|837|419|593|285|1555|601|2436|1116|1831|517|30908|2313|6064|1244|9013|1650|17406|1962|18895|1998|21396|1885|13979|1955|2232|868|2694|982
0500000US36009|53073|283|362|231|0|220|0|220|0|220|0|220|0|220|0|220|9|18|0|220|30|53|1593|643|633|263|763|328|598|236|930|419|17004|1390|3831|659|4072|880|4524|714|6306|944|6208|981|5034|910|529|219|647|381
0500000US36011|55456|244|335|181|0|220|0|220|0|220|0|220|34|58|0|220|279|257|163|177|128|173|510|270|940|322|1399|584|1241|365|993|374|13770|1376|4658|1292|2985|842|4502|920|9773|1335|7765|1079|4673|995|640|351|668|288
0500000US36013|87643|512|1199|525|91|160|0|220|0|220|0|220|50|78|36|59|14|3|62|126|52|86|1872|709|856|422|1613|657|1192|445|1881|772|24500|2278|5159|1054|5713|1067|9091|1648|11210|1385|13460|1691|7613|1229|1121|447|858|384
0500000US36015|58920|453|123|115|0|220|0|220|0|220|0|220|0|220|0|220|0|220|126|158|315|371|263|257|905|425|1433|675|1433|623|1004|427|16499|2096|4203|780|4300|959|4996|1043|6536|1061|9215|1217|5915|1238|1004|757|650|410
0500000US36019|55441|628|1431|641|0|220|30|51|0|220|0|220|0|220|37|55|0|220|105|167|691|462|442|247|956|390|951|467|888|327|855|453|14117|1494|4286|1019|2745|546|5329|1078|6260|1224|8784|1275|6303|1296|564|336|667|376
0500000US36027|215598|941|2759|1039|0|220|0|220|0|220|0|220|176|178|92|80|0|220|358|211|198|220|1464|653|1352|568|2825|968|2581|855|3293|1048|48322|3602|9483|1599|10882|1626|20953|2408|17398|1899|53518|3509|30417|2917|6172|1398|3355|933
0500000US36029|676997|340|11397|1988|240|283|0|220|353|320|17|3|324|241|369|323|1031|808|634|389|390|186|3028|952|2923|1035|5036|1275|7133|1453|12089|1925|141320|6125|27273|3394|38873|3511|75629|5087|79674|4366|148180|6735|90000|4861|17292|2103|13792|2402
0500000US36045|74434|835|1154|459|0|220|0|220|0|220|0|220|16|24|0|220|0|220|35|56|66|64|742|518|369|226|704|281|671|331|1199|637|20701|1975|3998|1036|6948|1325|8916|1444|9676|1412|10771|1417|6562|1119|1359|615|547|276
0500000US36047|1854480|99|74369|4781|802|554|1546|897|1791|1122|2719|956|4839|1416|3139|1162|11279|2841|26969|3472|10180|2098|21685|3262|21755|3350|21787|3095|30892|4725|57443|4750|360658|12444|73090|6647|75329|6136|147667|7476|111754|7092|472656|11458|241733|9341|55254|4193|25144|2524
0500000US36053|46135|387|723|210|63|88|0|220|0|220|0|220|0|220|0|220|0|220|75|91|105|108|528|250|701|326|774|263|767|261|666|278|12100|1219|2274|418|2710|420|4048|630|5673|609|7895|1004|5054|680|909|446|1070|319
0500000US36055|529520|171|10066|1808|115|192|0|220|0|220|0|220|193|181|356|306|637|530|1114|774|696|372|2910|912|4166|1477|3687|994|5499|1135|7833|1521|99900|5194|22242|2439|33078|2994|50430|4010|62045|3839|125880|5831|73235|4066|13327|1806|12111|1877
0500000US36059|981629|163|28680|3651|261|228|140|177|222|243|1097|853|1715|724|1580|1018|2661|1513|5439|2064|2100|1068|3693|1053|4239|1257|5893|1636|4759|1165|17537|3427|167131|7741|26745|3034|40948|4020|78473|5920|82363|5292|268311|9456|161566|5819|56684|4483|19392|2305
0500000US36061|1288452|286|34373|5305|394|544|136|229|465|389|1670|979|3844|1534|6224|2604|2724|1191|8888|3197|3630|1996|14883|3472|11788|3232|12478|3426|10552|2397|20309|4067|128770|9684|34189|5053|38876|4961|76574|6629|48972|6139|419119|14923|264494|12398|91782|6431|53318|4737
0500000US36063|153241|780|2448|886|0|220|91|146|0|220|0|220|75|14|0|220|245|176|357|258|321|344|651|404|1039|559|1376|611|2531|936|3829|1268|38558|3130|8370|1798|9817|1856|14997|1929|20031|2274|28834|2662|16460|1787|1579|649|1632|676
0500000US36065|159417|1142|2709|739|0|220|0|220|0|220|0|220|140|131|222|224|356|451|215|223|1065|700|2013|798|2171|824|2431|891|2124|600|3572|1459|38869|3005|6950|1473|10844|1621|15123|1766|23274|2253|24206|2580|17423|2287|3595|1061|2115|694
0500000US36067|325470|738|6139|1463|38|64|0|220|449|508|406|438|17|8|651|597|134|178|1001|640|436|318|1159|567|1826|701|3668|914|4077|907|5603|1134|61289|3414|13570|1897|20296|2389|29961|3174|37957|3160|73821|3444|45531|3933|9506|1694|7935|1646
0500000US36069|82634|334|1080|434|0|220|0|220|30|6|0|220|0|220|0|220|178|249|153|124|146|148|770|444|405|448|974|502|677|382|1377|439|15100|1698|2743|825|5852|1069|7223|1136|12795|1423|18721|1626|11343|1379|1583|543|1484|546
0500000US36071|265686|533|6621|1667|0|220|83|110|61|108|192|143|403|398|52|88|0|220|1544|920|123|131|830|441|1769|701|2624|929|4403|1218|8156|1896|59445|4036|12048|2130|17367|2213|37399|3204|27642|2769|49779|3986|26621|2433|5097|1397|3427|880
0500000US36075|81179|566|764|352|0|220|0|220|0|220|0|220|0|220|0|220|0|220|169|225|384|312|1338|443|1495|556|1193|430|1139|470|1771|654|27050|2043|5223|1144|6573|1176|8066|1175|8216|1205|10344|1206|5329|1227|983|533|1142|621
0500000US36079|71975|722|2216|843|0|220|0|220|0|220|0|220|0|220|0|220|172|261|649|668|54|98|562|412|936|715|426|280|168|206|603|407|14968|1762|2026|613|3382|871|5738|1192|5208|1013|19157|2351|12518|1599|2312|684|880|447
0500000US36081|1704207|1162|81276|6298|921|629|1798|948|2729|1198|3601|1087|5551|1316|5082|1319|13625|2160|32354|4764|7745|1729|22433|3677|16878|3035|24777|3684|17803|2898|65468|5781|350906|11358|68345|5118|72557|5746|144202|7219|125759|6929|394492|10641|185049|7176|37740|3788|23116|3648
0500000US36083|114461|584|2291|869|47|82|10|16|0|220|0|220|0|220|31|53|16|2|278|294|449|360|1146|707|652|411|1079|486|2874|1076|1823|711|22518|2281|3932|1049|7139|1324|11705|1804|15090|1916|26018|2316|13301|1875|1850|610|2212|810
0500000US36085|351642|76|10245|1727|137|126|20|34|62|106|605|341|620|546|245|193|1155|801|2689|1274|1133|592|3547|1282|2871|1081|4754|1401|4283|1525|8873|1872|86018|5789|19816|2696|17655|2505|33268|3909|25230|2863|78464|5261|36623|3171|7641|2163|5688|1871
0500000US36087|211395|743|8944|1961|0|220|164|195|75|133|481|415|874|600|83|127|1168|895|2997|1333|382|377|2308|824|1593|760|1405|640|1982|770|8589|1673|36082|3144|4592|1238|9744|1565|24413|2312|15075|2075|48632|4226|31918|3266|6305|1273|3589|914
0500000US36089|71018|617|1105|556|0|220|0|220|0|220|0|220|0|220|0|220|0|220|42|51|198|219|1441|847|735|339|1130|414|932|416|783|613|20620|1813|4340|1052|4766|946|6899|1356|11187|1916|8978|1378|6038|1203|892|472|932|493
0500000US36091|177563|638|2273|616|283|352|0|220|0|220|0|220|44|2|0|220|19|30|284|282|66|110|466|309|244|397|666|326|1482|600|1902|647|30942|2189|5663|1266|10104|1453|15656|1695|21545|2185|46434|3365|30129|2488|4808|1164|4553|1017
0500000US36093|113187|964|2984|1274|0|220|0|220|9|3|205|313|29|57|0|220|0|220|207|247|110|139|765|472|550|484|1501|684|694|384|2509|894|20154|2436|4583|1411|6762|1427|11640|2168|15315|1999|23019|2504|17530|2362|2519|1028|2102|694
0500000US36101|65847|171|1398|503|0|220|0|220|10|2|0|220|0|220|0|220|0|220|0|220|215|302|1134|541|325|202|878|394|1351|525|832|388|20103|1702|2808|611|3621|663|6399|977|9208|1099|9901|1173|6232|1128|1000|508|432|261
0500000US36103|1084126|375|30085|3381|821|401|388|413|1170|1123|1682|834|3491|1482|1812|907|3699|1081|8546|2122|1549|767|5194|1352|9283|1978|7499|1482|7045|1722|21622|2818|240337|8793|34249|3710|61204|4220|109453|6613|102559|4879|234133|8321|147505|6414|33711|3019|17089|2447
0500000US36105|57552|802|1671|716|0|220|0|220|0|220|0|220|0|220|0|220|20|39|129|69|97|70|1273|632|714|302|590|229|1456|740|1070|447|14194|1546|3760|996|3417|1154|7310|1254|5156|1314|9735|1542|5515|1111|956|409|489|300
0500000US36109|61426|890|633|380|0|220|0|220|0|220|0|220|0|220|0|220|0|220|0|220|0|220|475|403|255|186|389|445|601|565|521|374|8353|1664|1444|442|3208|1273|5024|1326|5059|1014|12806|1998|13028|1808|2887|823|6743|1144
0500000US36111|136305|1044|1712|648|0|220|0|220|0|220|68|75|0|220|0|220|53|90|230|326|659|387|635|367|449|235|1909|517|2179|1035|2290|1151|31601|2932|5596|1196|8000|1544|15301|2045|12484|1853|28084|2984|19712|2263|3267|964|2076|694
0500000US36113|50294|281|598|370|0|220|0|220|0|220|0|220|0|220|0|220|44|68|66|74|0|220|157|150|171|194|462|482|388|208|399|311|10099|1400|2324|741|4301|953|4878|1056|6397|1247|11175|1473|5848|1046|2254|750|733|443
0500000US36117|66988|1103|2317|705|0|220|118|191|120|201|0|220|2|3|0|220|19|33|330|72|351|402|328|204|679|325|578|288|1146|555|2035|1076|19365|1756|4367|768|4740|1154|7529|1451|7307|1140|8576|1184|6299|1206|630|334|152|160
0500000US36119|710959|123|18228|2806|19|3|108|158|755|524|26|45|1114|637|1133|558|2402|1080|9839|2456|1509|929|5791|1603|2891|1004|6554|2008|7979|1586|16660|2827|108673|5854|17193|2410|28835|3769|57320|4073|39907|4225|194046|7223|129047|5467|41881|3834|19049|2520
0500000US37001|122699|2025|973|383|6|12|0|226|0|226|219|350|144|142|67|122|819|825|481|394|82|71|1420|808|2239|1084|2177|993|3215|1108|1247|500|25945|2841|5925|1433|9432|2242|16137|2740|14724|1901|24347|2868|9420|1825|1285|696|2395|924
0500000US37019|135822|1038|1680|809|98|168|0|226|0|226|0|226|80|141|0|226|80|157|342|407|154|202|447|352|1586|707|2725|1406|1133|555|1274|498|27339|3341|4530|1183|9688|1775|17476|2462|15588|2309|33633|2657|15292|2390|1612|590|1065|462
0500000US37021|208883|1535|2114|1025|173|301|0|226|0|226|0|226|75|4|150|186|183|211|247|297|814|790|758|425|2068|1053|1615|899|2608|1155|2771|1630|37084|4351|8746|1894|9575|2146|24553|3511|17813|2417|55112|4136|28183|3650|8653|1668|5588|1439
0500000US37023|67147|255|2260|899|0|226|0|226|0|226|0|226|355|401|0|226|0|226|388|427|31|52|949|579|640|307|2079|690|962|534|1218|473|16455|1951|5243|1332|4824|1122|8496|1730|8582|1586|9357|1696|4724|1233|304|207|280|228
0500000US37025|163200|1448|2402|1398|40|72|0|226|0|226|0|226|181|265|0|226|274|381|495|774|1018|549|546|555|1268|720|2105|1333|1521|776|1298|633|34309|3150|6047|1872|13451|2528|22483|3154|13502|2409|38205|3483|19884|2630|2460|1248|1711|669
0500000US37027|57609|927|1394|1121|0|226|0|226|0|226|0|226|90|205|0|226|0|226|0|226|207|204|401|269|1330|791|1091|628|1571|826|987|775|16861|2225|3210|845|4789|1471|6852|1587|7113|1479|7276|1509|3900|1232|430|234|107|138
0500000US37031|54559|492|539|339|0|226|0|226|0|226|0|226|0|226|0|226|176|172|0|226|0|226|210|196|312|323|283|149|641|404|679|434|9505|1196|2393|862|3926|815|7279|1393|5603|888|13405|1624|6753|1218|1608|506|1247|491
0500000US37035|118677|990|2108|1136|0|226|0|226|0|226|0|226|5|2|0|226|69|100|128|214|471|516|961|642|2105|869|2573|1136|1635|618|967|499|26814|3408|7992|2351|9157|1747|14464|2304|13513|2248|26432|3479|6955|1642|1051|700|1277|802
0500000US37037|63155|1381|707|514|0|226|0|226|0|226|0|226|0|226|355|518|958|615|346|404|122|202|1003|1009|1435|1268|375|428|268|231|371|293|9932|2336|2190|1273|2650|875|5713|1435|6151|1589|16217|2280|9177|1778|2374|911|2811|851
0500000US37045|71094|810|1109|596|0|226|130|217|16|31|0|226|149|138|45|22|90|147|0|226|427|403|511|266|731|386|1248|607|595|360|1602|645|18609|2305|3664|1120|5926|1438|10277|2014|9491|2080|10347|1672|4541|1478|1107|671|479|386
0500000US37049|70450|1793|592|399|0|226|29|45|0|226|19|32|14|2|0|226|8|13|42|66|69|102|290|189|512|318|1124|667|712|663|1014|364|16383|2402|3684|1055|5736|1013|11198|2005|8315|1476|13659|1878|5441|1311|750|423|859|463
0500000US37051|211983|441|3340|1119|64|111|159|198|0|226|113|180|220|196|197|152|495|331|221|155|149|107|1027|447|1329|527|2673|611|3253|904|3327|680|48194|3199|10612|1644|17299|1935|32544|2020|27676|2462|37334|2571|16457|1880|2792|743|2508|755
0500000US37057|126947|1503|2071|679|0|226|0|226|0|226|0|226|119|185|0|226|68|116|417|400|223|234|718|387|2055|1161|1805|795|1902|856|3222|1512|35197|3625|7817|2151|9560|1577|18007|2794|13458|2313|20330|2511|6830|1514|2113|852|1035|593
0500000US37063|240613|304|2680|996|0|226|0|226|0|226|317|381|54|97|89|161|429|382|1048|852|1124|827|1701|757|1559|858|2382|1116|4198|1352|1568|710|30279|2884|7171|1539|7227|1724|23614|3160|16627|3137|70793|5201|44469|3712|10537|1563|12747|1986
0500000US37067|269597|523|2917|1135|572|538|0|226|157|235|359|314|230|279|244|402|378|355|2787|1219|572|505|948|501|2007|834|3550|1183|2550|938|3781|1249|53631|4791|10457|2665|14820|2186|35450|3286|21261|3220|63038|4696|34567|4192|9585|1974|5736|1230
0500000US37069|56966|1075|750|595|42|70|0|226|0|226|0|226|65|107|0|226|0|226|543|543|127|213|1114|623|763|627|1476|729|1280|808|304|296|16338|2636|1299|634|4884|1462|6117|1469|5302|1195|10410|1792|4270|1135|1128|622|754|551
0500000US37071|168046|638|3393|1061|75|127|0|226|0|226|0|226|802|716|0|226|46|62|741|649|535|365|1563|1097|4003|1360|4707|1641|2669|945|2606|731|38291|2741|9143|1834|12386|1661|19149|2761|20186|2218|30001|2903|13722|2027|2232|914|1796|695
0500000US37081|370919|839|5065|1609|415|400|0|226|71|117|0|226|745|451|699|619|1336|915|1187|625|1037|806|2257|868|3600|1385|5373|1418|7115|1937|6613|1438|74999|5836|10600|2260|19081|3165|56205|5083|29909|3863|89245|5062|40695|3931|6463|1428|8209|1583
0500000US37085|96979|889|900|669|29|49|0|226|0|226|62|80|65|117|0|226|60|79|178|195|0|226|974|582|1191|713|1739|694|1388|553|2093|891|21352|2110|4844|1216|8129|1577|16494|2272|11981|1959|17300|2140|6730|1388|712|396|758|405
0500000US37089|90993|952|1136|787|0|226|0|226|0|226|0|226|79|97|0|226|125|166|292|386|0|226|749|448|547|344|635|318|1333|666|1073|606|18629|2995|4895|1527|4432|1432|11984|2062|9568|1548|22388|2822|9324|1622|1952|636|1852|717
0500000US37097|145478|1170|2533|1052|46|77|0|226|0|226|0|226|0|226|141|168|47|77|804|649|248|361|870|556|1104|539|1001|449|1337|665|4110|2072|30034|3013|6890|1724|9586|1672|18480|2690|17207|2247|34602|3200|12001|2041|2557|911|1880|781
0500000US37101|168502|1021|2718|1179|0|226|0|226|0|226|348|470|0|226|306|474|132|221|564|408|528|537|1039|679|1661|825|1737|800|1288|618|2591|887|38902|4179|6585|1654|11864|1871|23608|2949|23066|2604|35804|3164|10754|1913|2917|1295|2090|688
0500000US37105|46591|784|1172|645|0|226|0|226|0|226|0|226|192|291|55|2|287|305|914|650|142|178|660|601|1025|676|941|545|1230|912|709|492|10235|1669|2677|1019|2583|805|5356|1177|6441|1547|7146|1532|4121|1241|548|344|157|173
0500000US37109|70313|928|902|683|0|226|0|226|152|253|0|226|0|226|194|297|12|24|356|460|0|226|231|194|947|605|1052|611|444|346|1317|667|15078|1999|2801|1524|4801|1395|8765|1847|11067|2154|13674|2159|6879|1658|746|456|895|518
0500000US37119|824297|269|15390|3003|259|281|0|226|204|277|647|430|1572|751|797|466|2582|920|8865|2223|2680|1285|5220|1351|10491|2215|5293|1464|7400|1859|12323|2080|120931|8732|18745|2678|40151|3892|88086|6079|65105|4891|262530|9232|118723|6768|22403|2255|13900|2318
0500000US37125|79364|715|937|636|0|226|0|226|0|226|0|226|0|226|0|226|0|226|199|288|0|226|611|558|537|334|81|135|811|472|886|417|14747|2288|3179|963|5269|1137|11534|1937|8681|1565|17247|1952|11709|1734|2068|657|868|389
0500000US37127|69661|1374|491|340|0|226|0|226|0|226|0|226|14|25|0|226|449|465|123|109|254|218|48|80|1372|668|1687|807|768|455|1176|562|20887|2675|4096|1255|4696|1160|8588|1641|7643|1785|12912|2292|3326|834|440|285|691|488
0500000US37129|171911|1563|1272|626|0|226|0|226|0|226|294|361|0|226|0|226|64|104|570|720|0|226|618|663|933|825|1203|745|1686|929|1224|661|26637|3656|4007|1073|11248|2261|24605|3353|17464|2078|52337|4307|20366|2911|4351|1102|3032|1028
