GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
0500000US37133|119636|1471|1403|669|15|25|17|29|0|226|0|226|0|226|46|76|692|914|213|251|169|306|1036|592|389|336|532|319|1164|604|1164|598|32324|3284|3687|1088|9177|1789|21285|3143|16953|2696|17792|2325|8799|1897|1612|610|1167|649
0500000US37135|95134|731|1005|606|0|226|0|226|0|226|0|226|280|445|0|226|8|3|35|54|68|80|725|469|188|169|89|37|1058|507|1431|707|10508|1288|2202|762|3639|1039|7742|1631|7163|1338|26269|2505|17338|1824|5981|1079|9405|1527
0500000US37141|49283|1268|701|362|7|15|0|226|0|226|0|226|30|75|0|226|470|353|165|176|0|226|238|199|1128|753|510|380|486|300|617|553|11300|1608|2673|870|2667|960|6305|1405|6257|1599|10016|1988|4272|1122|758|433|683|613
0500000US37147|109110|1036|1304|642|0|226|127|199|0|226|145|227|277|410|145|185|137|217|807|654|177|190|1068|496|614|482|1620|992|1655|817|2527|1003|20560|2224|6509|1310|7383|1731|12992|2266|15316|2805|20359|2517|10432|1799|3764|1257|1192|473
0500000US37151|103662|906|2267|1014|0|226|0|226|374|563|0|226|73|126|0|226|695|663|366|442|334|372|1309|910|3894|1241|2252|879|2004|861|2217|1086|31105|2877|6697|1718|6973|1602|11886|1774|13469|2193|12740|1937|3530|841|1025|525|452|352
0500000US37155|75754|384|1489|1187|0|226|0|226|61|88|64|82|217|149|205|259|500|269|749|344|465|267|1092|372|1741|568|3137|663|2764|523|1330|414|26164|2001|2556|670|2701|673|11524|1404|6480|866|8565|1060|3447|661|358|252|145|177
0500000US37157|67910|1160|957|553|0|226|0|226|0|226|0|226|0|226|0|226|0|226|324|379|180|157|294|278|764|529|2229|1121|2649|1005|1183|759|21554|2538|3117|899|5903|1517|9924|1878|7249|1299|7507|1522|3029|767|365|334|682|498
0500000US37159|106993|1002|1940|1178|0|226|0|226|0|226|244|365|0|226|213|236|410|351|1137|793|281|337|409|392|1212|709|1859|1034|1930|965|2470|1054|26580|2964|6506|1628|8041|2211|11741|2103|13159|2223|18618|2683|7363|1782|1304|740|1576|759
0500000US37161|48439|680|715|399|0|226|0|226|0|226|33|90|131|186|20|36|0|226|30|5|83|89|319|210|994|869|1374|626|1560|697|703|512|10600|1449|2534|806|4589|1055|7365|1234|6377|1378|6828|1423|2823|912|436|340|925|547
0500000US37167|46714|662|456|350|0|226|0|226|0|226|0|226|137|97|144|210|58|101|145|167|0|226|119|137|1040|694|709|379|764|407|303|231|13988|1975|3086|937|2823|892|7241|1315|6078|1018|6204|1543|2316|763|586|392|517|383
0500000US37171|51059|944|1318|769|0|226|0|226|0|226|0|226|0|226|0|226|398|502|0|226|330|261|398|303|921|708|1148|571|2092|1064|499|290|11153|1981|3559|964|3243|858|7848|1622|6548|1327|7210|1177|3265|806|955|476|174|160
0500000US37179|173471|1093|3810|1780|51|96|0|226|84|133|0|226|0|226|0|226|386|300|791|708|83|119|605|420|1477|787|1763|641|3354|1294|1328|692|33820|3407|4753|1078|9141|1926|21020|2803|15992|2281|49135|3859|19710|2269|3012|1263|3156|1067
0500000US37183|846294|329|10365|2635|0|226|0|226|0|226|57|97|1474|982|418|518|872|557|2441|1383|1391|1050|5322|2200|3209|1291|4543|1182|7218|2322|10943|2615|104855|8772|15247|2459|36450|3919|81479|7100|65423|4687|283965|9046|156467|7182|24817|2728|29338|3171
0500000US37191|79846|1112|1108|671|0|226|27|48|286|351|516|456|622|712|106|173|189|297|1420|708|450|345|732|516|920|499|1766|766|1964|855|1113|540|17672|2169|3637|1099|6077|1356|11246|2123|12688|2005|11738|2001|3945|965|764|490|860|805
0500000US37193|48339|537|437|329|234|317|42|69|0|226|134|241|0|226|0|226|0|226|398|336|0|226|1114|701|2503|996|2910|900|1324|722|977|463|13451|1593|2722|983|3081|981|4788|968|5882|1458|4472|1182|2679|925|833|573|358|313
0500000US37195|55188|1247|938|494|0|226|0|226|0|226|0|226|202|223|100|78|201|258|1132|520|396|541|522|316|674|531|1121|497|1316|671|657|471|13773|1735|3007|1015|3358|1173|7217|2064|5882|1539|9316|1526|3899|981|1062|510|415|329
0500000US38015|70820|1037|1057|881|0|175|0|175|0|175|0|175|0|175|0|175|0|175|0|175|0|175|1029|667|10|19|248|257|831|606|524|373|10624|1854|2859|955|4945|1448|8055|1814|10613|1833|20590|2573|5804|1402|2175|1100|1456|725
0500000US38017|128477|1575|1710|875|0|175|87|146|0|175|0|175|0|175|0|175|0|175|596|618|95|137|301|320|554|630|281|234|484|349|2299|1912|17359|2291|4432|1047|8516|1810|19400|2406|17767|2472|35040|3103|12668|2477|4248|1305|2640|837
0500000US38035|44722|438|550|476|0|175|0|175|17|29|0|175|0|175|0|175|0|175|7|12|23|6|344|312|70|71|124|127|163|88|285|250|7259|1381|1217|538|3067|893|7157|1606|6215|1166|11955|1363|3966|932|1033|581|1270|484
0500000US38101|44440|968|23|29|60|107|0|175|0|175|0|175|0|175|0|175|0|175|0|175|27|50|843|854|711|602|62|46|121|109|646|478|10611|1641|1980|950|3799|952|6936|1511|4760|1183|9983|2024|2693|975|600|519|585|398
0500000US39003|68363|694|411|338|0|211|0|211|0|211|0|211|0|211|0|211|0|211|0|211|43|71|830|638|1142|573|1606|647|1722|851|1152|507|21749|1857|4723|1037|4301|1108|8516|1286|7856|1362|8689|1420|4157|1050|670|335|796|438
0500000US39007|69170|493|678|435|92|86|0|211|0|211|0|211|0|211|0|211|16|28|46|80|179|145|2644|1348|934|546|1075|648|1364|492|845|389|26356|1973|3806|823|5537|1234|7802|1328|7129|1125|6083|1076|3668|973|517|407|399|280
0500000US39013|48010|475|265|178|0|211|0|211|0|211|0|211|126|211|0|211|0|211|0|211|9|15|128|97|564|530|843|479|1247|573|749|320|17797|1702|1864|724|3524|862|6132|1268|5323|1193|6292|1243|2164|561|542|353|441|298
0500000US39017|258603|1347|4922|1350|0|211|0|211|172|265|111|179|144|170|377|538|152|219|1660|809|328|314|895|453|1684|967|2656|848|3729|1253|4853|1308|63477|4854|12237|2088|17115|2520|33102|3984|26816|2787|55186|4174|22681|3045|2668|921|3638|1060
0500000US39023|95027|712|956|527|0|211|0|211|498|507|36|59|62|113|0|211|0|211|243|252|142|174|761|410|1038|560|1122|607|2800|707|2773|989|26316|2545|5714|1029|9477|1466|10877|1562|8998|1381|14502|1616|7400|1351|824|441|488|311
0500000US39025|151175|959|1303|686|0|211|46|79|0|211|0|211|0|211|251|311|0|211|343|434|298|250|1011|507|2040|1317|2876|1191|1987|681|2675|743|39606|3643|7412|1719|11485|1907|16756|2108|13782|1671|30822|3040|14406|1923|2358|742|1718|650
0500000US39029|72661|293|767|503|0|211|0|211|0|211|0|211|0|211|0|211|0|211|12|20|0|211|478|350|873|790|880|496|1100|525|1210|530|27990|2390|2825|892|6045|1300|6974|1344|8111|1464|9688|1332|4780|1427|453|343|475|398
0500000US39035|889749|232|13766|2235|0|211|144|235|68|108|0|211|494|416|703|404|1340|718|1043|532|1362|594|2411|710|6793|1655|12224|2076|17850|3151|14506|2126|205390|7310|31254|3162|62139|4290|117147|5968|68885|4737|192457|6441|96722|4887|27940|3076|15111|2326
0500000US39041|160621|680|826|676|0|211|0|211|119|169|0|211|0|211|120|170|64|107|158|126|37|56|398|304|195|162|254|196|944|519|1284|515|26144|3542|2320|896|6181|1359|15945|2219|10788|1597|60828|3613|25221|2612|5008|1089|3787|1183
0500000US39043|53057|846|230|219|0|211|0|211|0|211|0|211|0|211|0|211|0|211|132|127|0|211|189|149|362|397|168|146|631|438|409|319|16234|2452|926|473|3692|1021|7276|1561|6253|1295|9487|1370|5836|1375|1055|501|177|142
0500000US39045|114555|842|1490|998|188|228|31|52|0|211|0|211|0|211|16|27|0|211|409|564|58|80|336|341|353|410|688|370|1259|591|2361|894|31699|2696|4324|1329|9705|1551|13522|1767|9284|1718|24658|2849|10785|1579|2223|873|1166|427
0500000US39049|914866|181|20298|3220|993|717|190|181|104|112|1034|804|254|377|656|751|1172|909|2056|1154|1205|887|3800|1305|8429|2036|10621|2135|10396|1980|16853|3120|182818|9607|26851|3593|51254|4006|121163|7153|64297|4691|244543|7694|102479|5881|24643|2906|18757|2400
0500000US39055|67894|326|95|112|254|320|0|211|0|211|0|211|0|211|0|211|0|211|0|211|231|226|3704|1258|0|211|459|212|491|341|357|222|16868|2005|1116|445|4077|832|5715|1114|4978|1049|17889|2079|8718|1312|1787|720|1155|630
0500000US39057|118638|1052|1099|521|0|211|0|211|0|211|0|211|53|88|0|211|92|150|69|117|46|80|569|404|318|320|708|344|733|409|1901|693|23876|2155|2831|990|8397|1663|13046|1804|12829|2042|27288|2468|18264|2109|3369|1147|3150|871
0500000US39061|568148|267|5918|2060|0|211|0|211|167|204|10|2|57|97|92|153|14|2|1807|1569|225|193|3782|1466|4067|1856|5981|1665|7046|1799|11658|2489|108053|6779|24161|3211|39090|4748|61929|4749|52034|5244|143676|5980|69720|4906|14214|1483|14447|2369
0500000US39063|51873|695|252|244|0|211|0|211|44|12|0|211|0|211|0|211|0|211|114|168|46|75|0|211|263|250|199|163|559|418|636|336|17028|2117|3087|1094|3880|1072|5323|1222|5275|1098|9386|1996|4179|1246|782|431|820|573
0500000US39085|171171|1081|1163|542|0|211|0|211|0|211|0|211|36|60|34|56|54|119|123|89|51|86|520|499|643|322|2212|873|2299|716|1110|403|47824|3228|5847|1382|14512|2263|22563|2768|17687|2371|35404|3247|14852|1531|2205|778|2032|1030
0500000US39089|126037|1338|1556|672|0|211|0|211|0|211|0|211|70|120|0|211|0|211|58|54|262|259|352|239|890|515|958|530|1305|544|2926|1284|42307|2819|4167|907|9045|1718|16354|2230|9860|1550|23602|1980|9829|1326|1095|475|1401|489
0500000US39093|227692|1000|2117|821|0|211|0|211|0|211|0|211|0|211|55|92|44|81|70|114|33|45|357|234|1387|471|2898|940|3657|1143|5284|1176|60820|3289|9228|1783|18917|2274|33180|3995|24792|2555|40547|3496|18596|2061|3454|1107|2256|758
0500000US39095|292925|298|4074|1488|0|211|0|211|0|211|0|211|0|211|47|80|190|209|487|407|224|226|1078|625|3008|962|4033|1078|3953|939|5668|1125|73538|4102|12559|2138|23438|2166|40717|4476|28664|2560|57017|3592|24012|2039|5755|1016|4463|1159
0500000US39099|161922|641|1561|580|91|145|0|211|300|352|0|211|0|211|189|202|555|326|680|403|153|210|494|269|1438|581|2466|807|2043|723|3578|1133|48059|3382|4885|869|10452|1453|23862|2571|13383|1689|31585|2712|11098|1812|2692|725|2358|762
0500000US39101|46194|559|572|511|6|10|0|211|0|211|0|211|0|211|0|211|0|211|45|58|152|136|372|279|343|321|1085|653|944|503|613|404|14409|1712|3626|963|4965|1197|5862|1215|4925|1306|4878|943|2902|1030|296|258|199|166
0500000US39103|133038|458|919|476|165|195|0|211|0|211|0|211|0|211|89|147|0|211|62|15|75|43|25|40|536|349|960|434|1580|667|3522|1320|34315|2453|3156|777|10134|1573|16359|1823|11316|1591|33001|2638|13584|1624|1703|563|1537|655
0500000US39109|78089|987|1021|660|0|211|0|211|0|211|47|2|0|211|0|211|0|211|0|211|40|69|243|166|422|253|952|564|896|380|1809|845|24012|2071|1886|632|4679|1211|8099|1686|8621|1529|14615|2088|8202|2013|1033|475|1512|672
0500000US39113|371288|776|2598|974|89|147|38|65|0|211|0|211|0|211|0|211|532|528|1162|855|567|584|2399|1236|3073|1252|4313|1213|5508|1559|4368|956|91386|5066|14316|1989|32122|3610|52611|4172|37125|3297|67751|5440|38632|3595|5878|1331|6820|1582
0500000US39119|59808|379|683|381|0|211|0|211|0|211|0|211|0|211|0|211|0|211|60|104|0|211|745|531|972|684|907|515|1127|621|1397|604|22827|2208|1915|683|4493|1077|6421|1433|6264|1357|6467|1111|5010|1355|409|259|111|169
0500000US39133|111164|727|1492|778|0|211|0|211|0|211|0|211|0|211|0|211|0|211|124|161|208|326|818|579|429|255|1152|787|1912|995|1543|597|32359|3575|3105|918|8369|1762|13108|2358|8099|1568|23946|2802|11578|1852|1189|550|1733|821
0500000US39139|88592|707|798|429|0|211|0|211|0|211|0|211|20|37|0|211|0|211|25|45|81|105|1886|934|1100|874|1477|616|1262|484|1685|647|35312|2486|4753|1187|5786|1199|10550|1594|7609|1257|10990|1823|3985|880|502|364|771|467
0500000US39141|54289|464|256|242|0|211|0|211|0|211|0|211|29|60|56|85|0|211|0|211|39|60|427|345|782|362|1096|408|1478|559|843|464|20035|2327|3089|992|5584|1149|7230|1488|4317|995|5224|1174|3228|1025|350|328|226|241
0500000US39145|50651|575|941|625|0|211|0|211|56|101|0|211|123|139|0|211|117|159|142|159|117|145|204|171|791|594|713|421|969|399|1264|571|16603|1917|3188|896|4642|1266|5062|1115|5754|1562|6467|1583|2999|814|267|207|232|235
0500000US39151|263619|1072|1323|675|0|211|0|211|55|90|0|211|0|211|0|211|0|211|580|649|0|211|1293|410|1848|854|2238|916|2658|1050|4674|1008|86295|4341|11903|1873|20415|2130|36343|2969|24357|2251|45449|3982|18339|2151|3024|844|2825|1069
0500000US39153|385875|905|7268|2168|0|211|0|211|0|211|0|211|0|211|139|160|563|525|278|268|395|495|1502|636|1907|893|4517|1232|5351|1780|5523|1168|96838|5858|12474|1741|27378|2757|50139|3999|31383|2810|84755|5303|39537|3648|9926|1876|6002|1386
0500000US39155|143627|885|1162|578|0|211|52|86|0|211|0|211|0|211|25|42|105|177|66|108|102|150|3367|1320|967|463|1460|573|4617|1399|2503|1022|50721|3396|5343|1065|9850|1766|17431|2562|14981|2651|20961|2908|7960|1545|568|362|1386|594
0500000US39157|63726|658|766|338|0|211|0|211|0|211|0|211|161|238|134|214|0|211|139|180|81|77|2898|1133|150|130|1481|695|1769|738|1119|559|22831|1986|2152|707|4771|1030|6160|1390|5178|1150|8605|1572|3701|835|670|362|960|521
0500000US39159|50137|445|171|154|0|211|0|211|0|211|0|211|0|211|0|211|0|211|0|211|13|2|30|30|0|211|521|223|503|277|222|185|12090|2180|1618|562|3982|1126|6260|1409|4543|1170|11952|1830|6713|1367|681|435|838|523
0500000US39165|176064|858|1225|762|0|211|0|211|0|211|0|211|384|335|16|4|0|211|52|73|219|181|836|414|796|487|1063|497|2048|815|2220|935|39126|3535|5870|1455|10207|1948|18566|2402|13737|1966|47251|3803|23202|2627|4227|1503|5019|1507
0500000US39169|76737|629|612|385|0|211|0|211|73|132|0|211|0|211|0|211|0|211|10|20|0|211|4404|1923|257|189|990|505|1584|875|1271|687|25309|2123|2704|841|5651|1429|8750|1447|5416|864|12867|1717|5177|1254|782|362|880|460
0500000US39173|84983|931|825|560|0|211|0|211|0|211|128|173|0|211|0|211|0|211|0|211|0|211|52|73|187|206|716|620|1725|774|621|353|20951|1919|3716|1369|6242|1117|10508|1457|9026|1383|18567|2312|8149|1217|1373|620|2197|833
0500000US40017|121614|669|1205|556|0|168|0|168|0|168|71|128|188|280|143|241|164|126|1015|520|98|127|1223|775|746|433|652|312|890|458|1312|649|30282|2943|5213|891|10916|1560|16715|2456|12479|1577|24693|2635|10387|1662|1984|928|1238|470
0500000US40027|199362|976|2854|1308|97|157|0|168|0|168|0|168|150|197|0|168|148|141|86|112|400|242|1510|684|1446|643|2517|926|2305|755|2363|829|39739|3512|9016|1676|16016|2242|29691|3164|17941|1982|42046|2779|21661|2163|5126|1288|4250|974
0500000US40031|79317|300|854|362|0|168|64|107|0|168|26|20|73|83|0|168|108|105|343|211|179|162|531|251|1540|588|1257|423|1216|369|785|304|21178|1589|5356|874|7219|872|13029|1308|7798|1110|11797|1373|5033|763|553|264|378|182
0500000US40037|50991|530|604|338|0|168|0|168|0|168|112|192|63|100|19|34|30|55|212|206|179|173|187|113|718|302|1051|326|482|187|582|304|17738|1599|3289|713|3799|678|7398|808|4773|865|6868|827|2281|537|441|263|165|134
0500000US40101|45269|406|550|300|34|57|0|168|0|168|0|168|0|168|0|168|23|32|90|101|217|192|524|265|601|283|945|496|1178|519|1264|532|13376|1380|3146|776|3593|814|5570|873|3837|775|6697|1170|2810|587|733|420|81|92
0500000US40109|534681|-555555555|11972|2003|80|130|59|103|0|168|228|220|352|319|442|334|566|561|2972|1168|1190|539|4810|1493|6270|1417|9386|1882|8771|1853|10757|2028|108316|6003|20600|2561|38623|3356|71681|4304|36643|3304|120879|4978|53005|3847|16669|2315|10410|2127
0500000US40119|45919|555|708|312|0|168|212|326|0|168|0|168|0|168|8|14|0|168|198|265|0|168|13|22|98|48|328|153|532|286|498|340|11830|1677|1607|617|3254|836|6809|1347|3289|990|8686|1242|5041|1079|1269|594|1539|556
0500000US40125|49829|462|482|373|0|168|0|168|0|168|0|168|46|57|22|35|37|50|61|78|115|93|371|287|756|405|1219|418|1513|745|677|273|13999|1295|3448|716|4909|782|7941|949|4771|877|6088|920|2260|470|639|385|475|276
0500000US40131|69705|330|541|255|0|168|0|168|0|168|0|168|0|168|26|5|25|40|172|144|11|16|887|404|516|266|577|238|1082|449|697|356|18992|1510|3984|816|5798|947|10749|1052|6950|1097|11717|1202|5717|879|763|306|501|250
0500000US40143|458540|199|9302|1432|95|86|82|134|442|326|48|77|1028|399|566|307|721|392|4189|924|625|274|2861|662|3838|944|4278|843|5972|1051|8470|1424|93773|3747|19493|1663|31311|2022|66722|2908|37845|2747|110315|3515|39767|3207|10613|1435|6184|1062
0500000US40145|62843|455|882|425|0|168|0|168|0|168|0|168|0|168|39|67|0|168|167|179|120|127|342|245|517|248|402|237|1076|436|834|507|17530|1741|3365|797|5992|927|8126|1114|6184|1047|12136|1442|4291|903|571|266|269|195
0500000US41003|61279|486|569|486|0|220|0|220|0|220|88|142|235|337|78|17|0|220|0|220|0|220|0|220|256|269|940|542|303|287|535|293|6171|1343|1294|550|3936|1030|6407|1182|4743|1036|17783|1694|11220|1480|2383|827|4338|1021
0500000US41005|310948|946|1377|809|203|346|311|297|11|4|0|220|199|236|0|220|274|257|607|672|431|405|858|455|1315|492|2117|815|1694|692|6762|1710|51362|3990|12638|2102|26986|2945|44243|3714|29160|2945|81759|4937|36310|3740|8705|1577|3626|1139
0500000US41017|159438|646|1860|975|0|220|0|220|64|109|0|220|0|220|0|220|76|129|0|220|91|152|1153|911|414|313|538|417|396|272|1995|850|25460|3197|4702|1197|11293|1905|22642|3041|14053|2127|45744|3384|21450|3254|4741|1383|2766|834
0500000US41019|83776|662|1257|1052|105|173|0|220|0|220|42|69|0|220|64|84|0|220|596|455|0|220|343|301|568|449|1775|1009|1507|557|2126|703|19970|2255|6096|1191|8194|1599|15285|2012|9405|1373|9806|1496|4946|1081|956|489|735|467
0500000US41029|160069|838|1681|1253|70|126|0|220|0|220|184|256|27|49|0|220|86|105|437|324|41|68|1240|786|1409|790|1542|648|2209|853|2386|860|33824|3403|5952|1588|14582|2452|26751|3005|13548|1952|32998|3064|13404|2063|4954|1272|2744|826
0500000US41033|66811|644|1570|1004|0|220|0|220|0|220|0|220|0|220|0|220|19|39|10|3|96|118|357|438|845|484|307|200|1021|589|1856|864|18377|2268|3713|898|6556|1309|11620|1832|8244|2099|7420|1394|3535|1154|1068|579|197|211
0500000US41035|50910|734|748|351|0|220|0|220|0|220|0|220|0|220|141|237|0|220|83|7|75|127|371|379|135|198|745|416|1771|1072|666|356|10869|1521|4137|883|5092|1140|5713|1267|5192|1117|9810|1815|3462|1065|1076|540|824|527
0500000US41039|268213|1374|3069|1113|0|220|0|220|49|80|0|220|165|242|0|220|0|220|829|719|239|293|228|191|1898|1182|1473|654|4147|1064|5240|1122|50125|3878|14005|1913|23575|2735|45323|3152|27266|2983|51855|3588|27289|3042|6644|1521|4794|972
0500000US41043|94416|1000|1171|577|0|220|0|220|0|220|0|220|0|220|252|402|196|338|4|3|69|131|433|265|534|392|1167|594|914|516|1667|632|20766|2358|7773|1664|8731|1549|17585|2378|12101|2140|15106|2214|4943|1268|553|344|451|323
0500000US41047|238394|1244|4759|1274|55|95|103|174|1033|971|90|114|0|220|467|428|668|581|6985|1818|686|596|2461|1024|3537|1539|3468|1441|2953|1001|6461|1732|50108|4473|13576|1821|20339|3045|38403|3717|21730|2755|38712|3274|16290|2373|3331|961|2179|906
0500000US41051|598184|706|8627|2047|0|220|43|79|73|119|32|52|1883|1426|70|112|1204|899|3777|1518|691|468|2570|1121|2229|957|5267|2663|4440|1289|9890|1814|80395|5752|22815|2998|37250|3511|78306|5820|42158|4184|172314|5894|85452|4588|24379|3080|14319|2146
0500000US41053|60427|785|730|631|119|217|0|220|0|220|0|220|155|196|0|220|130|210|897|660|122|212|166|188|216|330|649|569|297|260|782|467|10884|1678|2863|958|5605|1311|9523|1816|6581|1356|12670|2062|6057|1356|691|407|1290|515
0500000US41059|54072|969|1661|1163|0|220|0|220|0|220|0|220|0|220|0|220|39|68|928|818|11|21|400|400|577|598|1536|708|1045|506|1613|765|14561|2063|4394|1090|4073|1312|8024|1632|4588|1161|6466|1370|3073|1126|757|396|326|312
0500000US41067|436956|556|6340|1989|0|220|0|220|39|11|462|484|719|463|0|220|697|587|3649|1572|400|357|1286|721|4069|1618|2867|1103|3131|1090|5679|1185|61151|4468|10521|1742|28935|3304|55556|4302|36443|2897|131096|5741|58230|3876|10555|1727|15131|2631
0500000US41071|77652|938|1265|705|0|220|0|220|0|220|0|220|444|551|20|6|0|220|868|669|422|469|111|191|1655|848|209|181|1330|728|1266|602|20685|2516|4684|1218|5175|1067|10968|1807|7020|1270|13129|1884|6280|1298|1205|416|916|431
0500000US42001|76588|555|1076|631|0|192|0|192|0|192|0|192|0|192|45|75|0|192|167|178|306|121|551|280|377|233|1049|516|1343|429|1686|595|24925|1954|2492|648|6692|1467|7896|1375|7735|1372|11329|1491|6724|1110|1070|431|1125|357
0500000US42003|897963|163|7801|1454|40|69|0|192|63|108|308|507|60|103|60|99|512|338|279|243|263|329|3006|1108|3610|888|6144|1713|5144|1276|8286|1870|200179|7775|25223|2858|45926|4250|72956|4438|86667|5534|246036|7529|124718|5523|31736|3098|28946|2814
0500000US42005|47837|410|324|207|8|15|0|192|0|192|0|192|0|192|0|192|0|192|0|192|13|24|538|284|286|182|406|237|524|246|1300|750|20752|1435|2261|656|2826|748|4023|631|6193|999|5371|872|2313|582|414|220|285|211
0500000US42007|122217|545|667|429|127|156|23|38|0|192|0|192|265|338|0|192|0|192|12|21|244|301|479|295|722|340|1138|637|826|488|1403|572|40168|2660|3484|881|8051|1231|12406|1665|15877|1839|24948|2304|8805|1229|1495|567|1077|551
0500000US42011|301028|497|4715|1497|272|274|0|192|275|346|343|418|852|583|401|343|1437|766|1258|625|968|600|4034|1187|5333|1051|6075|1314|5600|1382|4883|1290|94394|4233|11258|2243|17814|2279|28200|2969|26983|2296|52640|3752|25657|2666|4259|904|3377|816
0500000US42013|86111|324|1203|672|0|192|0|192|0|192|0|192|0|192|0|192|0|192|52|86|55|90|1365|590|327|228|1106|606|820|492|1287|515|33246|2131|3112|835|4382|875|6875|1393|10046|1583|14245|1922|5750|1097|1420|418|820|664
0500000US42017|473601|100|6227|1541|57|95|0|192|0|192|478|453|104|159|959|1071|765|523|456|382|0|192|1576|960|2001|680|1603|591|2887|1003|5986|1439|112986|5677|14436|2508|28728|3274|41134|3532|39112|3598|124927|6028|64046|4217|15136|2132|9997|1590
