county_fips,state,state_name,county_name,class_year,projected_high_school_graduates,likely_college_entrants,likely_four_year_entrants,likely_four_year_entrants_low,likely_four_year_entrants_high,demographic_confidence,county_share_of_state_pool
26117,MI,Michigan,Montcalm County,2026,649.198,407.696,271.798,231.396,315.445,High,0.006454994076545123
26117,MI,Michigan,Montcalm County,2030,624.618,392.26,261.507,222.635,303.502,Moderate,0.006523695315122558
26117,MI,Michigan,Montcalm County,2035,598.835,376.068,250.712,213.445,290.974,Moderate,0.006225993458551031
26117,MI,Michigan,Montcalm County,2041,571.481,358.89,239.26,203.695,277.682,Low,0.006712956354778962
26119,MI,Michigan,Montmorency County,2026,66.742,41.914,27.943,23.789,32.43,Moderate,0.0006636209343937129
26119,MI,Michigan,Montmorency County,2030,66.732,41.908,27.938,23.785,32.425,Moderate,0.0006969661363063349
26119,MI,Michigan,Montmorency County,2035,63.76,40.042,26.694,22.726,30.981,Moderate,0.0006629071870574428
26119,MI,Michigan,Montmorency County,2041,61.892,38.868,25.912,22.061,30.074,Low,0.0007270250623844021
26121,MI,Michigan,Muskegon County,2026,1680.998,1055.667,703.778,599.164,816.797,High,0.01671421163765346
26121,MI,Michigan,Muskegon County,2030,1611.457,1011.995,674.663,574.377,783.007,High,0.01683053911879641
26121,MI,Michigan,Muskegon County,2035,1595.863,1002.202,668.135,568.819,775.43,Moderate,0.016591949208969874
26121,MI,Michigan,Muskegon County,2041,1336.823,839.525,559.683,476.488,649.562,Moderate,0.015703130172184866
26123,MI,Michigan,Newaygo County,2026,525.556,330.049,220.033,187.326,255.367,High,0.005225613546672631
26123,MI,Michigan,Newaygo County,2030,507.236,318.544,212.363,180.796,246.466,Moderate,0.005297724839012908
26123,MI,Michigan,Newaygo County,2035,532.956,334.696,223.131,189.963,258.963,Moderate,0.005541059898404583
26123,MI,Michigan,Newaygo County,2041,451.488,283.535,189.023,160.926,219.378,Low,0.0053034543015213305
26125,MI,Michigan,Oakland County,2026,11473.761,7205.522,4803.681,4089.631,5575.101,High,0.11408391181593087
26125,MI,Michigan,Oakland County,2030,10870.979,6826.975,4551.316,3874.779,5282.208,High,0.11353976722069652
26125,MI,Michigan,Oakland County,2035,10764.834,6760.316,4506.877,3836.946,5230.633,High,0.1119203371239033
26125,MI,Michigan,Oakland County,2041,9863.59,6194.335,4129.556,3515.712,4792.719,Moderate,0.11586367249136402
26127,MI,Michigan,Oceana County,2026,296.831,186.41,124.273,105.8,144.23,High,0.002951397776500544
26127,MI,Michigan,Oceana County,2030,236.904,148.776,99.184,84.44,115.112,Moderate,0.002474293676595761
26127,MI,Michigan,Oceana County,2035,225.53,141.633,94.422,80.386,109.585,Moderate,0.002344798760156127
26127,MI,Michigan,Oceana County,2041,239.515,150.415,100.277,85.371,116.38,Low,0.0028134881666409704
26129,MI,Michigan,Ogemaw County,2026,188.576,118.426,78.951,67.215,91.629,High,0.0018750196467888093
26129,MI,Michigan,Ogemaw County,2030,152.009,95.462,63.641,54.181,73.861,Moderate,0.001587629616718791
26129,MI,Michigan,Ogemaw County,2035,159.108,99.92,66.613,56.711,77.311,Moderate,0.001654223854840089
26129,MI,Michigan,Ogemaw County,2041,159.766,100.333,66.889,56.946,77.631,Low,0.0018767134555555448
26131,MI,Michigan,Ontonagon County,2026,37.004,23.238,15.492,13.189,17.98,Moderate,0.00036792879936092154
26131,MI,Michigan,Ontonagon County,2030,35.401,22.232,14.821,12.618,17.201,Moderate,0.00036974059140768044
26131,MI,Michigan,Ontonagon County,2035,35.349,22.199,14.799,12.6,17.176,Moderate,0.00036751791812267363
26131,MI,Michigan,Ontonagon County,2041,41.191,25.868,17.245,14.682,20.015,Low,0.00048385407587797885
26133,MI,Michigan,Osceola County,2026,225.647,141.706,94.471,80.428,109.642,High,0.002243609973196859
26133,MI,Michigan,Osceola County,2030,226.064,141.968,94.646,80.577,109.845,Moderate,0.0023610826731914353
26133,MI,Michigan,Osceola County,2035,212.155,133.233,88.822,75.619,103.086,Moderate,0.002205743112064651
26133,MI,Michigan,Osceola County,2041,225.478,141.6,94.4,80.368,109.56,Low,0.00264859581014218
26135,MI,Michigan,Oscoda County,2026,61.872,38.855,25.904,22.053,30.063,Moderate,0.0006151902844425024
26135,MI,Michigan,Oscoda County,2030,67.272,42.247,28.165,23.978,32.688,Moderate,0.0007026104194720222
26135,MI,Michigan,Oscoda County,2035,88.895,55.826,37.218,31.685,43.194,Moderate,0.0009242313923816381
26135,MI,Michigan,Oscoda County,2041,77.113,48.427,32.285,27.486,37.469,Low,0.0009058144429371759
26137,MI,Michigan,Otsego County,2026,237.139,148.924,99.282,84.524,115.226,High,0.0023578840764676007
26137,MI,Michigan,Otsego County,2030,244.634,153.63,102.42,87.196,118.868,Moderate,0.0025550345208077275
26137,MI,Michigan,Otsego County,2035,224.528,141.003,94.002,80.029,109.098,Moderate,0.002334381883388749
26137,MI,Michigan,Otsego County,2041,215.907,135.59,90.393,76.957,104.909,Low,0.0025361767363660448
26139,MI,Michigan,Ottawa County,2026,3886.338,2440.62,1627.08,1385.22,1888.372,High,0.03864196411281091
26139,MI,Michigan,Ottawa County,2030,4374.455,2747.158,1831.438,1559.202,2125.548,High,0.04568812093875122
26139,MI,Michigan,Ottawa County,2035,4186.08,2628.858,1752.572,1492.058,2034.016,Moderate,0.043522032830107464
26139,MI,Michigan,Ottawa County,2041,3580.935,2248.827,1499.218,1276.365,1739.976,Moderate,0.042063823500810026
26141,MI,Michigan,Presque Isle County,2026,88.552,55.611,37.074,31.563,43.028,High,0.0008804794724325043
26141,MI,Michigan,Presque Isle County,2030,80.58,50.605,33.736,28.722,39.154,Moderate,0.0008416064708451722
26141,MI,Michigan,Presque Isle County,2035,95.543,60.001,40.001,34.055,46.424,Moderate,0.0009933462835388948
26141,MI,Michigan,Presque Isle County,2041,78.8,49.486,32.991,28.087,38.289,Low,0.0009256265676423087
26143,MI,Michigan,Roscommon County,2026,168.838,106.03,70.687,60.179,82.038,High,0.0016787557516509542
26143,MI,Michigan,Roscommon County,2030,163.01,102.37,68.247,58.102,79.207,Moderate,0.0017025270410605023
26143,MI,Michigan,Roscommon County,2035,146.146,91.78,61.186,52.091,71.012,Moderate,0.0015194576713750266
26143,MI,Michigan,Roscommon County,2041,162.795,102.235,68.157,58.026,79.102,Low,0.0019122872449734611
26145,MI,Michigan,Saginaw County,2026,2156.062,1354.007,902.671,768.492,1047.63,High,0.021437779759359718
26145,MI,Michigan,Saginaw County,2030,1905.734,1196.801,797.867,679.267,925.996,High,0.01990405416185795
26145,MI,Michigan,Saginaw County,2035,1808.603,1135.802,757.202,644.646,878.8,Moderate,0.018803765175450165
26145,MI,Michigan,Saginaw County,2041,1404.627,882.106,588.071,500.656,682.508,Moderate,0.0164995985576757
26147,MI,Michigan,St. Clair County,2026,1527.687,959.387,639.592,544.519,742.303,High,0.015189831366164162
26147,MI,Michigan,St. Clair County,2030,1364.143,856.682,571.121,486.226,662.837,High,0.01424752070332959
26147,MI,Michigan,St. Clair County,2035,1386.028,870.425,580.284,494.026,673.471,Moderate,0.014410317089760252
26147,MI,Michigan,St. Clair County,2041,1212.527,761.467,507.645,432.185,589.167,Low,0.014243074728782808
26149,MI,Michigan,St. Joseph County,2026,657.455,412.882,275.254,234.339,319.457,High,0.006537089043146551
26149,MI,Michigan,St. Joseph County,2030,600.351,377.021,251.347,213.985,291.711,Moderate,0.006270249058265132
26149,MI,Michigan,St. Joseph County,2035,553.963,347.889,231.926,197.451,269.171,Moderate,0.0057594686292716645
26149,MI,Michigan,St. Joseph County,2041,498.805,313.249,208.833,177.791,242.369,Low,0.005859260324165891
26151,MI,Michigan,Sanilac County,2026,401.514,252.151,168.1,143.113,195.095,High,0.003992260996064783
26151,MI,Michigan,Sanilac County,2030,352.846,221.587,147.725,125.766,171.448,Moderate,0.0036852291129925805
26151,MI,Michigan,Sanilac County,2035,332.535,208.832,139.221,118.526,161.579,Moderate,0.0034573125758403057
26151,MI,Michigan,Sanilac County,2041,296.792,186.385,124.257,105.786,144.211,Low,0.0034862919184855115
26153,MI,Michigan,Schoolcraft County,2026,82.761,51.974,34.649,29.499,40.213,Moderate,0.0008228929240546632
26153,MI,Michigan,Schoolcraft County,2030,69.22,43.47,28.98,24.672,33.634,Moderate,0.0007229510405356096
26153,MI,Michigan,Schoolcraft County,2035,62.843,39.465,26.31,22.399,30.535,Moderate,0.0006533699274316278
26153,MI,Michigan,Schoolcraft County,2041,45.662,28.676,19.117,16.275,22.187,Low,0.0005363714323222511
26155,MI,Michigan,Shiawassee County,2026,652.06,409.494,272.996,232.416,316.836,High,0.006483447956882922
26155,MI,Michigan,Shiawassee County,2030,573.245,359.998,239.998,204.323,278.54,Moderate,0.005987139257408397
26155,MI,Michigan,Shiawassee County,2035,564.72,354.644,236.429,201.285,274.397,Moderate,0.005871304525790205
26155,MI,Michigan,Shiawassee County,2041,541.538,340.086,226.724,193.022,263.133,Low,0.0063612324258182145
26157,MI,Michigan,Tuscola County,2026,493.513,309.926,206.617,175.904,239.798,High,0.004907011361064824
26157,MI,Michigan,Tuscola County,2030,401.795,252.327,168.218,143.213,195.232,Moderate,0.004196469376624211
26157,MI,Michigan,Tuscola County,2035,408.021,256.237,170.825,145.432,198.257,Moderate,0.004242129211449083
26157,MI,Michigan,Tuscola County,2041,369.842,232.261,154.84,131.824,179.706,Low,0.004344382024722583
26159,MI,Michigan,Van Buren County,2026,789.957,496.093,330.729,281.567,383.84,High,0.007854565117262884
26159,MI,Michigan,Van Buren County,2030,703.601,441.862,294.574,250.787,341.88,Moderate,0.007348621709047796
26159,MI,Michigan,Van Buren County,2035,715.53,449.353,299.569,255.039,347.676,Moderate,0.0074392551331125744
26159,MI,Michigan,Van Buren County,2041,670.795,421.259,280.84,239.094,325.939,Low,0.007879565907776493
26161,MI,Michigan,Washtenaw County,2026,3920.083,2461.812,1641.208,1397.248,1904.768,High,0.03897748720674545
26161,MI,Michigan,Washtenaw County,2030,3829.828,2405.132,1603.421,1365.078,1860.913,High,0.03999987601034199
26161,MI,Michigan,Washtenaw County,2035,3662.256,2299.897,1533.264,1305.35,1779.49,Moderate,0.03807591355626648
26161,MI,Michigan,Washtenaw County,2041,2971.199,1865.913,1243.942,1059.034,1443.706,Moderate,0.03490149568338256
26163,MI,Michigan,Wayne County,2026,17971.903,11286.355,7524.237,6405.785,8732.547,High,0.17869510349221449
26163,MI,Michigan,Wayne County,2030,16688.146,10480.156,6986.771,5948.212,8108.77,High,0.17429601492324914
26163,MI,Michigan,Wayne County,2035,16662.463,10464.027,6976.018,5939.057,8096.291,High,0.1732370939263061
26163,MI,Michigan,Wayne County,2041,14898.6,9356.321,6237.547,5310.358,7239.23,Moderate,0.17500792739585372
26165,MI,Michigan,Wexford County,2026,374.101,234.935,156.623,133.342,181.775,High,0.0037196917373203964
26165,MI,Michigan,Wexford County,2030,294.909,185.203,123.468,105.115,143.296,Moderate,0.003080114521180073
26165,MI,Michigan,Wexford County,2035,336.944,211.601,141.067,120.098,163.721,Moderate,0.0035031578200328288
26165,MI,Michigan,Wexford County,2041,268.192,168.425,112.283,95.593,130.315,Low,0.0031503493098012855
27001,MN,Minnesota,Aitkin County,2026,141.786,89.042,59.361,50.537,68.894,High,0.0021072152130373464
27001,MN,Minnesota,Aitkin County,2030,125.317,78.699,52.466,44.667,60.891,Moderate,0.0019458225204279096
27001,MN,Minnesota,Aitkin County,2035,109.662,68.868,45.912,39.087,53.285,Moderate,0.001683118120230063
27001,MN,Minnesota,Aitkin County,2041,121.474,76.286,50.857,43.297,59.024,Low,0.0020837837392897744
27003,MN,Minnesota,Anoka County,2026,4426.647,2779.934,1853.289,1577.804,2150.908,High,0.06578852294188427
27003,MN,Minnesota,Anoka County,2030,4299.343,2699.988,1799.992,1532.429,2089.051,High,0.06675688185087587
27003,MN,Minnesota,Anoka County,2035,4480.297,2813.627,1875.751,1596.927,2176.976,High,0.06876473067221679
27003,MN,Minnesota,Anoka County,2041,4168.455,2617.79,1745.193,1485.776,2025.452,Moderate,0.07150622247600896
27005,MN,Minnesota,Becker County,2026,394.415,247.692,165.128,140.582,191.646,High,0.0058617622042350616
27005,MN,Minnesota,Becker County,2030,400.157,251.298,167.532,142.629,194.436,Moderate,0.006213321626986489
27005,MN,Minnesota,Becker County,2035,389.541,244.632,163.088,138.846,189.278,Moderate,0.0059787783772684054
27005,MN,Minnesota,Becker County,2041,279.654,175.623,117.082,99.678,135.884,Low,0.004797225930178311
27007,MN,Minnesota,Beltrami County,2026,629.307,395.205,263.47,224.306,305.78,High,0.009352714013807831
27007,MN,Minnesota,Beltrami County,2030,596.647,374.694,249.796,212.665,289.911,Moderate,0.009264274508173348
27007,MN,Minnesota,Beltrami County,2035,562.129,353.017,235.345,200.361,273.138,Moderate,0.008627693299316534
27007,MN,Minnesota,Beltrami County,2041,431.883,271.222,180.815,153.937,209.852,Low,0.007408571541683724
27009,MN,Minnesota,Benton County,2026,473.686,297.475,198.317,168.837,230.164,High,0.00703989009207609
27009,MN,Minnesota,Benton County,2030,452.0,283.856,189.237,161.108,219.627,Moderate,0.007018306899650294
27009,MN,Minnesota,Benton County,2035,454.271,285.282,190.188,161.917,220.73,Moderate,0.006972269831402406
27009,MN,Minnesota,Benton County,2041,365.944,229.813,153.209,130.435,177.812,Low,0.006277458314163024
27011,MN,Minnesota,Big Stone County,2026,52.116,32.729,21.819,18.576,25.323,Moderate,0.0007745413729232488
27011,MN,Minnesota,Big Stone County,2030,51.742,32.494,21.663,18.442,25.141,Moderate,0.0008034061614468311
27011,MN,Minnesota,Big Stone County,2035,51.127,32.108,21.405,18.223,24.843,Moderate,0.0007847150281496805
27011,MN,Minnesota,Big Stone County,2041,57.911,36.368,24.246,20.642,28.139,Low,0.0009934200220363847
27013,MN,Minnesota,Blue Earth County,2026,888.32,557.865,371.91,316.627,431.635,High,0.01320215245747672
27013,MN,Minnesota,Blue Earth County,2030,1048.232,658.29,438.86,373.625,509.336,Moderate,0.01627613349791959
27013,MN,Minnesota,Blue Earth County,2035,1249.91,784.944,523.296,445.51,607.331,Moderate,0.019183936477440683
27013,MN,Minnesota,Blue Earth County,2041,1282.324,805.299,536.866,457.063,623.081,Low,0.02199715027569867
27015,MN,Minnesota,Brown County,2026,324.091,203.529,135.686,115.517,157.476,High,0.004816613885682422
27015,MN,Minnesota,Brown County,2030,286.277,179.782,119.855,102.039,139.102,Moderate,0.004445092439352257
27015,MN,Minnesota,Brown County,2035,314.784,197.684,131.79,112.2,152.954,Moderate,0.0048313840249360725
27015,MN,Minnesota,Brown County,2041,267.132,167.759,111.839,95.215,129.8,Low,0.004582425131880444
27017,MN,Minnesota,Carlton County,2026,437.893,274.997,183.331,156.08,212.772,High,0.006507939495105855
27017,MN,Minnesota,Carlton County,2030,396.263,248.853,165.902,141.241,192.544,Moderate,0.006152871770650701
27017,MN,Minnesota,Carlton County,2035,391.433,245.82,163.88,139.52,190.197,Moderate,0.00600781276383382
27017,MN,Minnesota,Carlton County,2041,321.502,201.904,134.602,114.594,156.218,Low,0.005515094697002176
27019,MN,Minnesota,Carver County,2026,1357.397,852.445,568.297,483.821,659.559,High,0.020173538950256337
27019,MN,Minnesota,Carver County,2030,1273.593,799.817,533.211,453.951,618.839,High,0.01977537421561701
27019,MN,Minnesota,Carver County,2035,1218.936,765.492,510.328,434.469,592.281,Moderate,0.018708532474077985
27019,MN,Minnesota,Carver County,2041,1148.884,721.499,480.999,409.5,558.243,Low,0.019708098425424796
27021,MN,Minnesota,Cass County,2026,321.781,202.078,134.719,114.693,156.353,High,0.004782282038478375
27021,MN,Minnesota,Cass County,2030,322.635,202.615,135.076,114.998,156.768,Moderate,0.005009624875512151
27021,MN,Minnesota,Cass County,2035,288.195,180.987,120.658,102.722,140.034,Moderate,0.004423295238886364
27021,MN,Minnesota,Cass County,2041,228.909,143.755,95.837,81.591,111.227,Low,0.003926736068557414
27023,MN,Minnesota,Chippewa County,2026,143.093,89.863,59.908,51.003,69.529,High,0.0021266449308205313
27023,MN,Minnesota,Chippewa County,2030,127.163,79.859,53.239,45.325,61.789,Moderate,0.001974495918761468
27023,MN,Minnesota,Chippewa County,2035,137.016,86.046,57.364,48.837,66.576,Moderate,0.0021029622400630795
27023,MN,Minnesota,Chippewa County,2041,151.134,94.912,63.275,53.869,73.436,Low,0.0025925668908931905
27025,MN,Minnesota,Chisago County,2026,638.354,400.887,267.258,227.531,310.176,High,0.009487180523701498
27025,MN,Minnesota,Chisago County,2030,644.376,404.668,269.779,229.677,313.102,Moderate,0.010005371184841757
27025,MN,Minnesota,Chisago County,2035,620.141,389.448,259.632,221.039,301.326,Moderate,0.009518072598230887
27025,MN,Minnesota,Chisago County,2041,583.173,366.233,244.155,207.862,283.364,Low,0.010003822670609118
27027,MN,Minnesota,Clay County,2026,955.964,600.345,400.23,340.737,464.503,High,0.014207467538225224
27027,MN,Minnesota,Clay County,2030,964.074,605.438,403.626,343.628,468.443,Moderate,0.014969390870933389
27027,MN,Minnesota,Clay County,2035,1059.495,665.363,443.575,377.639,514.808,Moderate,0.01626139095205586
27027,MN,Minnesota,Clay County,2041,865.574,543.58,362.387,308.519,420.582,Low,0.014848168281435398
27029,MN,Minnesota,Clearwater County,2026,101.512,63.75,42.5,36.182,49.325,Moderate,0.0015086714172557211
27029,MN,Minnesota,Clearwater County,2030,99.229,62.316,41.544,35.369,48.215,Moderate,0.0015407512388646617
27029,MN,Minnesota,Clearwater County,2035,110.633,69.477,46.318,39.433,53.756,Moderate,0.0016980193362713376
27029,MN,Minnesota,Clearwater County,2041,85.496,53.691,35.794,30.474,41.542,Low,0.001466607594139302
27031,MN,Minnesota,Cook County,2026,44.733,28.092,18.728,15.944,21.736,Moderate,0.0006648212487994537
27031,MN,Minnesota,Cook County,2030,43.032,27.024,18.016,15.338,20.909,Moderate,0.0006681742213714948
27031,MN,Minnesota,Cook County,2035,39.633,24.889,16.593,14.126,19.258,Moderate,0.0006082923289345662
27031,MN,Minnesota,Cook County,2041,22.7,14.256,9.504,8.091,11.03,Low,0.00038939876741359296
27033,MN,Minnesota,Cottonwood County,2026,140.516,88.244,58.829,50.085,68.277,High,0.0020883403992562333
27033,MN,Minnesota,Cottonwood County,2030,145.992,91.683,61.122,52.036,70.938,Moderate,0.0022668545530443287
27033,MN,Minnesota,Cottonwood County,2035,128.48,80.685,53.79,45.794,62.428,Moderate,0.0019719360713110713
27033,MN,Minnesota,Cottonwood County,2041,130.368,81.871,54.581,46.468,63.346,Low,0.002236358139476443
27035,MN,Minnesota,Crow Wing County,2026,721.365,453.017,302.012,257.119,350.511,High,0.010720879098808048
27035,MN,Minnesota,Crow Wing County,2030,657.886,413.153,275.435,234.493,319.667,Moderate,0.01021514980129102
27035,MN,Minnesota,Crow Wing County,2035,640.156,402.018,268.012,228.173,311.052,Moderate,0.009825276315868254
27035,MN,Minnesota,Crow Wing County,2041,542.207,340.506,227.004,193.261,263.458,Low,0.009301090554418565
27037,MN,Minnesota,Dakota County,2026,5204.042,3268.139,2178.759,1854.894,2528.644,High,0.07734212796552953
27037,MN,Minnesota,Dakota County,2030,5078.773,3189.469,2126.313,1810.244,2467.776,High,0.0788592560683806
27037,MN,Minnesota,Dakota County,2035,5197.202,3263.843,2175.895,1852.456,2525.32,High,0.07976795834642132
27037,MN,Minnesota,Dakota County,2041,4586.663,2880.424,1920.283,1634.839,2228.659,Moderate,0.07868020577009965
27039,MN,Minnesota,Dodge County,2026,289.311,181.687,121.125,103.12,140.576,High,0.004299724129540298
27039,MN,Minnesota,Dodge County,2030,253.751,159.355,106.237,90.445,123.297,Moderate,0.003940044177542929
27039,MN,Minnesota,Dodge County,2035,203.067,127.526,85.017,72.38,98.67,Moderate,0.003116724828171498
27039,MN,Minnesota,Dodge County,2041,210.631,132.276,88.184,75.076,102.346,Low,0.00361318926662901
27041,MN,Minnesota,Douglas County,2026,421.948,264.983,176.656,150.396,205.024,High,0.006270961363473571
27041,MN,Minnesota,Douglas County,2030,383.471,240.82,160.547,136.682,186.329,Moderate,0.0059542411968218295
27041,MN,Minnesota,Douglas County,2035,384.023,241.166,160.777,136.878,186.597,Moderate,0.0058940756919832376
27041,MN,Minnesota,Douglas County,2041,322.12,202.291,134.861,114.814,156.518,Low,0.0055256874459166
27043,MN,Minnesota,Faribault County,2026,141.845,89.079,59.386,50.558,68.923,High,0.002108092511459812
27043,MN,Minnesota,Faribault County,2030,161.984,101.726,67.817,57.736,78.708,Moderate,0.002515157305783622
27043,MN,Minnesota,Faribault County,2035,155.105,97.406,64.937,55.285,75.366,Moderate,0.0023805902861858573
27043,MN,Minnesota,Faribault County,2041,131.356,82.491,54.994,46.82,63.826,Low,0.002253293776437312
27045,MN,Minnesota,Fillmore County,2026,250.955,157.599,105.066,89.449,121.939,High,0.003729670591932188
27045,MN,Minnesota,Fillmore County,2030,231.957,145.669,97.113,82.677,112.708,Moderate,0.0036016429657915435
27045,MN,Minnesota,Fillmore County,2035,234.535,147.288,98.192,83.596,113.96,Moderate,0.0035996961379534216
27045,MN,Minnesota,Fillmore County,2041,200.946,126.194,84.129,71.624,97.639,Low,0.003447045956029493
27047,MN,Minnesota,Freeborn County,2026,311.27,195.477,130.318,110.947,151.246,High,0.00462606993725337
27047,MN,Minnesota,Freeborn County,2030,290.688,182.552,121.701,103.611,141.245,Moderate,0.0045135722356067455
27047,MN,Minnesota,Freeborn County,2035,305.033,191.561,127.707,108.724,148.216,Moderate,0.004681727448261926
27047,MN,Minnesota,Freeborn County,2041,225.519,141.626,94.417,80.382,109.58,Low,0.0038685783354587147
27049,MN,Minnesota,Goodhue County,2026,489.666,307.51,205.007,174.533,237.929,High,0.007277377578778759
27049,MN,Minnesota,Goodhue County,2030,499.025,313.388,208.925,177.869,242.476,Moderate,0.007748473678909633
27049,MN,Minnesota,Goodhue County,2035,439.679,276.118,184.079,156.716,213.64,Moderate,0.006748296752712692
27049,MN,Minnesota,Goodhue County,2041,458.902,288.19,192.127,163.568,222.98,Low,0.007872060890105023
27051,MN,Minnesota,Grant County,2026,70.313,44.157,29.438,25.062,34.165,Moderate,0.0010449865219966162
27051,MN,Minnesota,Grant County,2030,76.773,48.214,32.142,27.364,37.304,Moderate,0.001192073337329346
27051,MN,Minnesota,Grant County,2035,56.937,35.756,23.838,20.294,27.666,Moderate,0.0008738835433526733
27051,MN,Minnesota,Grant County,2041,52.871,33.203,22.136,18.845,25.69,Low,0.0009069634999745246
27053,MN,Minnesota,Hennepin County,2026,13406.993,8419.592,5613.061,4778.699,6514.458,High,0.19925383023925858
27053,MN,Minnesota,Hennepin County,2030,12582.964,7902.102,5268.068,4484.988,6114.062,High,0.19537854324868345
27053,MN,Minnesota,Hennepin County,2035,13066.759,8205.925,5470.616,4657.428,6349.138,High,0.20055190775067053
27053,MN,Minnesota,Hennepin County,2041,11182.584,7022.663,4681.775,3985.846,5433.618,Moderate,0.1918275036912988
27055,MN,Minnesota,Houston County,2026,210.015,131.889,87.926,74.856,102.046,High,0.003121221648565891
27055,MN,Minnesota,Houston County,2030,189.406,118.947,79.298,67.511,92.032,Moderate,0.002940946356418711
27055,MN,Minnesota,Houston County,2035,205.031,128.759,85.84,73.08,99.625,Moderate,0.003146865664674268
27055,MN,Minnesota,Houston County,2041,144.716,90.881,60.588,51.581,70.317,Low,0.0024824707656806314
27057,MN,Minnesota,Hubbard County,2026,260.348,163.499,108.999,92.797,126.503,High,0.003869277847212633
27057,MN,Minnesota,Hubbard County,2030,232.777,146.184,97.456,82.969,113.106,Moderate,0.0036143774855372365
27057,MN,Minnesota,Hubbard County,2035,191.27,120.118,80.078,68.175,92.938,Moderate,0.002935664628981085
27057,MN,Minnesota,Hubbard County,2041,166.955,104.848,69.898,59.508,81.123,Low,0.002863963438793064
27059,MN,Minnesota,Isanti County,2026,494.392,310.478,206.985,176.218,240.225,High,0.007347619228254844
27059,MN,Minnesota,Isanti County,2030,436.738,274.271,182.848,155.668,212.211,Moderate,0.006781326647178975
27059,MN,Minnesota,Isanti County,2035,484.94,304.542,203.028,172.849,235.632,Moderate,0.007442984706427747
27059,MN,Minnesota,Isanti County,2041,450.639,283.001,188.668,160.623,218.966,Low,0.007730325226189814
27061,MN,Minnesota,Itasca County,2026,501.458,314.916,209.944,178.736,243.659,High,0.00745263870122994
27061,MN,Minnesota,Itasca County,2030,456.243,286.52,191.014,162.62,221.688,Moderate,0.007084182921422848
27061,MN,Minnesota,Itasca County,2035,412.471,259.032,172.688,147.018,200.42,Moderate,0.006330704068025171
27061,MN,Minnesota,Itasca County,2041,336.95,211.604,141.07,120.1,163.724,Low,0.005780080102681674
27063,MN,Minnesota,Jackson County,2026,116.217,72.984,48.656,41.424,56.47,High,0.001727214456954823
27063,MN,Minnesota,Jackson County,2030,86.411,54.266,36.178,30.8,41.987,Moderate,0.0013417307840493178
27063,MN,Minnesota,Jackson County,2035,94.112,59.102,39.401,33.545,45.729,Moderate,0.0014444498008656524
27063,MN,Minnesota,Jackson County,2041,66.668,41.867,27.912,23.763,32.394,Low,0.0011436260663591571
27065,MN,Minnesota,Kanabec County,2026,190.517,119.645,79.763,67.907,92.572,High,0.0028314530296285334
27065,MN,Minnesota,Kanabec County,2030,160.462,100.77,67.18,57.194,77.968,Moderate,0.002491529307638274
27065,MN,Minnesota,Kanabec County,2035,193.76,121.681,81.121,69.062,94.148,Moderate,0.0029738761565052405
27065,MN,Minnesota,Kanabec County,2041,183.273,115.095,76.73,65.325,89.052,Low,0.003143884224255283
27067,MN,Minnesota,Kandiyohi County,2026,525.588,330.069,220.046,187.337,255.383,High,0.007811255405033076
27067,MN,Minnesota,Kandiyohi County,2030,524.26,329.235,219.49,186.864,254.738,Moderate,0.008140301576428591
27067,MN,Minnesota,Kandiyohi County,2035,506.812,318.278,212.185,180.645,246.26,Moderate,0.007778684429766606
27067,MN,Minnesota,Kandiyohi County,2041,511.428,321.177,214.118,182.29,248.503,Low,0.008773104876200803
27069,MN,Minnesota,Kittson County,2026,44.88,28.185,18.79,15.997,21.807,Moderate,0.0006670104591471213
27069,MN,Minnesota,Kittson County,2030,39.624,24.884,16.589,14.123,19.253,Moderate,0.0006152470588500807
27069,MN,Minnesota,Kittson County,2035,33.453,21.009,14.006,11.924,16.255,Moderate,0.0005134455139575853
27069,MN,Minnesota,Kittson County,2041,34.1,21.415,14.277,12.154,16.569,Low,0.0005849592542768218
27071,MN,Minnesota,Koochiching County,2026,119.213,74.866,49.91,42.491,57.925,High,0.001771730857844263
27071,MN,Minnesota,Koochiching County,2030,91.636,57.547,38.365,32.662,44.526,Moderate,0.0014228481731271114
27071,MN,Minnesota,Koochiching County,2035,87.246,54.791,36.527,31.097,42.393,Moderate,0.0013390741996451778
27071,MN,Minnesota,Koochiching County,2041,83.147,52.216,34.811,29.636,40.401,Low,0.001426318261994483
27073,MN,Minnesota,Lac qui Parle County,2026,76.299,47.916,31.944,27.195,37.074,Moderate,0.001133949170032333
27073,MN,Minnesota,Lac qui Parle County,2030,79.923,50.191,33.461,28.487,38.834,Moderate,0.0012409751315800204
27073,MN,Minnesota,Lac qui Parle County,2035,61.177,38.419,25.613,21.806,29.726,Moderate,0.0009389604079220181
27073,MN,Minnesota,Lac qui Parle County,2041,89.455,56.178,37.452,31.885,43.466,Low,0.0015345271865860979
27075,MN,Minnesota,Lake County,2026,100.077,62.848,41.899,35.671,48.627,Moderate,0.0014873326007536604
27075,MN,Minnesota,Lake County,2030,82.883,52.051,34.7,29.542,40.273,Moderate,0.0012869446521269943
27075,MN,Minnesota,Lake County,2035,82.399,51.747,34.498,29.37,40.038,Moderate,0.001264686552101993
27075,MN,Minnesota,Lake County,2041,64.924,40.772,27.182,23.141,31.547,Low,0.0011137203745940345
